instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S10/S10_inst_01.txt,data/exp_instances/S10/plan/S10_inst_01_optimal_plan.txt,ok,0.491,1912961,1601581,,2026-05-12 19:29:36
data/exp_instances/S10/S10_inst_02.txt,data/exp_instances/S10/plan/S10_inst_02_optimal_plan.txt,ok,0.476,2061835,1878851,,2026-05-12 19:29:36
data/exp_instances/S10/S10_inst_03.txt,data/exp_instances/S10/plan/S10_inst_03_optimal_plan.txt,ok,0.493,2084040,1983200,,2026-05-12 19:29:37
data/exp_instances/S10/S10_inst_04.txt,data/exp_instances/S10/plan/S10_inst_04_optimal_plan.txt,ok,0.482,1792128,1775216,,2026-05-12 19:29:37
data/exp_instances/S10/S10_inst_05.txt,data/exp_instances/S10/plan/S10_inst_05_optimal_plan.txt,ok,0.460,1982073,1946985,,2026-05-12 19:29:38
data/exp_instances/S10/S10_inst_06.txt,data/exp_instances/S10/plan/S10_inst_06_optimal_plan.txt,ok,0.528,1804302,1735702,,2026-05-12 19:29:38
data/exp_instances/S10/S10_inst_07.txt,data/exp_instances/S10/plan/S10_inst_07_optimal_plan.txt,ok,0.527,1729408,1608024,,2026-05-12 19:29:39
data/exp_instances/S10/S10_inst_08.txt,data/exp_instances/S10/plan/S10_inst_08_optimal_plan.txt,ok,0.472,1488995,1337277,,2026-05-12 19:29:39
data/exp_instances/S10/S10_inst_09.txt,data/exp_instances/S10/plan/S10_inst_09_optimal_plan.txt,ok,0.488,1715854,1710666,,2026-05-12 19:29:40
data/exp_instances/S10/S10_inst_10.txt,data/exp_instances/S10/plan/S10_inst_10_optimal_plan.txt,ok,0.482,1971185,1915913,,2026-05-12 19:29:40
data/exp_instances/S10/S10_inst_11.txt,data/exp_instances/S10/plan/S10_inst_11_optimal_plan.txt,ok,0.524,1646965,1576061,,2026-05-12 19:29:41
data/exp_instances/S10/S10_inst_12.txt,data/exp_instances/S10/plan/S10_inst_12_optimal_plan.txt,ok,0.508,1943754,1943754,,2026-05-12 19:29:41
data/exp_instances/S10/S10_inst_13.txt,data/exp_instances/S10/plan/S10_inst_13_optimal_plan.txt,ok,0.497,1878662,1826220,,2026-05-12 19:29:42
data/exp_instances/S10/S10_inst_14.txt,data/exp_instances/S10/plan/S10_inst_14_optimal_plan.txt,ok,0.517,1806433,1612699,,2026-05-12 19:29:42
data/exp_instances/S10/S10_inst_15.txt,data/exp_instances/S10/plan/S10_inst_15_optimal_plan.txt,ok,0.500,2069463,1611099,,2026-05-12 19:29:43
data/exp_instances/S10/S10_inst_16.txt,data/exp_instances/S10/plan/S10_inst_16_optimal_plan.txt,ok,0.490,1637305,1531103,,2026-05-12 19:29:43
data/exp_instances/S10/S10_inst_17.txt,data/exp_instances/S10/plan/S10_inst_17_optimal_plan.txt,ok,0.512,1839700,1803324,,2026-05-12 19:29:44
data/exp_instances/S10/S10_inst_18.txt,data/exp_instances/S10/plan/S10_inst_18_optimal_plan.txt,ok,0.500,1610551,1563447,,2026-05-12 19:29:44
data/exp_instances/S10/S10_inst_19.txt,data/exp_instances/S10/plan/S10_inst_19_optimal_plan.txt,ok,0.506,1767611,1757579,,2026-05-12 19:29:45
data/exp_instances/S10/S10_inst_20.txt,data/exp_instances/S10/plan/S10_inst_20_optimal_plan.txt,ok,0.471,1939666,1769478,,2026-05-12 19:29:45
data/exp_instances/S10/S10_inst_21.txt,data/exp_instances/S10/plan/S10_inst_21_optimal_plan.txt,ok,0.486,2055619,1976299,,2026-05-12 19:29:46
data/exp_instances/S10/S10_inst_22.txt,data/exp_instances/S10/plan/S10_inst_22_optimal_plan.txt,ok,0.495,1955200,1719136,,2026-05-12 19:29:46
data/exp_instances/S10/S10_inst_23.txt,data/exp_instances/S10/plan/S10_inst_23_optimal_plan.txt,ok,0.483,1909353,1722147,,2026-05-12 19:29:47
data/exp_instances/S10/S10_inst_24.txt,data/exp_instances/S10/plan/S10_inst_24_optimal_plan.txt,ok,0.456,1810476,1687046,,2026-05-12 19:29:47
data/exp_instances/S10/S10_inst_25.txt,data/exp_instances/S10/plan/S10_inst_25_optimal_plan.txt,ok,0.464,1770201,1638711,,2026-05-12 19:29:48
data/exp_instances/S10/S10_inst_26.txt,data/exp_instances/S10/plan/S10_inst_26_optimal_plan.txt,ok,0.453,1537226,1429646,,2026-05-12 19:29:48
data/exp_instances/S10/S10_inst_27.txt,data/exp_instances/S10/plan/S10_inst_27_optimal_plan.txt,ok,0.494,1805584,1755528,,2026-05-12 19:29:49
data/exp_instances/S10/S10_inst_28.txt,data/exp_instances/S10/plan/S10_inst_28_optimal_plan.txt,ok,0.449,1693483,1559671,,2026-05-12 19:29:49
data/exp_instances/S10/S10_inst_29.txt,data/exp_instances/S10/plan/S10_inst_29_optimal_plan.txt,ok,0.470,1879333,1562137,,2026-05-12 19:29:50
data/exp_instances/S10/S10_inst_30.txt,data/exp_instances/S10/plan/S10_inst_30_optimal_plan.txt,ok,0.465,1570683,1553435,,2026-05-12 19:29:50
