n_S,n_C,n_L,n_K,n_D,B
30,200,5,800,30,80000
==========
Car ID,Level,Initial station
1,1,19
2,1,25
3,1,3
4,1,23
5,1,21
6,1,14
7,1,15
8,1,1
9,1,29
10,1,6
11,1,26
12,1,22
13,1,21
14,1,14
15,1,30
16,1,29
17,1,15
18,1,26
19,1,19
20,1,1
21,1,23
22,1,16
23,1,26
24,1,6
25,1,9
26,1,18
27,1,12
28,1,3
29,1,2
30,1,10
31,1,13
32,1,18
33,1,29
34,1,16
35,1,29
36,1,22
37,1,11
38,1,22
39,1,16
40,1,15
41,2,20
42,2,20
43,2,11
44,2,9
45,2,7
46,2,26
47,2,5
48,2,23
49,2,20
50,2,13
51,2,15
52,2,13
53,2,1
54,2,1
55,2,7
56,2,21
57,2,17
58,2,10
59,2,17
60,2,29
61,2,15
62,2,23
63,2,8
64,2,26
65,2,13
66,2,29
67,2,28
68,2,15
69,2,19
70,2,20
71,2,19
72,2,11
73,2,13
74,2,25
75,2,20
76,2,26
77,2,16
78,2,12
79,2,12
80,2,17
81,3,28
82,3,26
83,3,29
84,3,21
85,3,29
86,3,12
87,3,3
88,3,1
89,3,7
90,3,3
91,3,23
92,3,20
93,3,27
94,3,11
95,3,8
96,3,20
97,3,11
98,3,12
99,3,20
100,3,24
101,3,6
102,3,21
103,3,7
104,3,27
105,3,13
106,3,6
107,3,1
108,3,23
109,3,12
110,3,25
111,3,15
112,3,17
113,3,11
114,3,9
115,3,11
116,3,5
117,3,26
118,3,21
119,3,2
120,3,19
121,4,30
122,4,8
123,4,17
124,4,3
125,4,30
126,4,4
127,4,16
128,4,13
129,4,11
130,4,6
131,4,19
132,4,8
133,4,1
134,4,17
135,4,29
136,4,3
137,4,24
138,4,8
139,4,29
140,4,12
141,4,21
142,4,7
143,4,21
144,4,21
145,4,10
146,4,8
147,4,5
148,4,29
149,4,23
150,4,18
151,4,21
152,4,9
153,4,30
154,4,4
155,4,13
156,4,30
157,4,28
158,4,23
159,4,3
160,4,17
161,5,28
162,5,21
163,5,3
164,5,23
165,5,28
166,5,6
