n_S,n_C,n_L,n_K,n_D,B
100,1000,10,10000,100,1000000
==========
Car ID,Level,Initial station
1,1,76
2,1,63
3,1,86
4,1,2
5,1,30
6,1,63
7,1,5
8,1,7
9,1,73
10,1,63
11,1,18
12,1,25
13,1,70
14,1,20
15,1,81
16,1,21
17,1,11
18,1,72
19,1,15
20,1,13
21,1,95
22,1,69
23,1,16
24,1,71
25,1,26
26,1,6
27,1,20
28,1,71
29,1,59
30,1,61
31,1,51
32,1,78
33,1,90
34,1,14
35,1,17
36,1,37
37,1,72
38,1,28
39,1,50
40,1,85
41,1,32
42,1,50
43,1,24
44,1,88
45,1,24
46,1,70
47,1,58
48,1,35
49,1,2
50,1,15
51,1,39
52,1,71
53,1,13
54,1,86
55,1,15
56,1,61
57,1,42
58,1,79
59,1,98
60,1,98
61,1,24
62,1,12
63,1,58
64,1,42
65,1,13
66,1,25
67,1,61
68,1,83
69,1,80
70,1,48
71,1,28
72,1,49
73,1,98
74,1,99
75,1,99
76,1,61
77,1,64
78,1,48
79,1,100
80,1,20
81,1,97
82,1,6
83,1,44
84,1,94
85,1,34
86,1,15
87,1,25
88,1,1
89,1,70
90,1,33
91,1,95
92,1,81
93,1,44
94,1,96
95,1,52
96,1,78
97,1,5
98,1,42
99,1,22
100,1,27
101,2,91
102,2,5
103,2,68
104,2,77
105,2,19
106,2,85
107,2,78
108,2,61
109,2,56
110,2,90
111,2,47
112,2,60
113,2,9
114,2,81
115,2,43
116,2,11
117,2,63
118,2,71
119,2,45
120,2,66
121,2,29
122,2,53
123,2,27
124,2,87
125,2,34
126,2,45
127,2,82
128,2,94
129,2,7
130,2,75
131,2,12
132,2,2
133,2,93
134,2,69
135,2,93
136,2,89
137,2,75
138,2,76
139,2,35
140,2,48
141,2,76
142,2,15
143,2,63
144,2,62
145,2,17
146,2,85
147,2,38
148,2,74
149,2,35
150,2,100
151,2,84
152,2,82
153,2,11
154,2,24
155,2,58
156,2,80
157,2,37
158,2,89
159,2,80
160,2,35
161,2,6
162,2,34
163,2,48
164,2,24
165,2,79
166,2,67
167,2,86
168,2,54
169,2,54
170,2,55
171,2,96
172,2,2
173,2,64
174,2,26
175,2,85
176,2,65
177,2,3
178,2,18
179,2,16
180,2,49
181,2,61
182,2,20
183,2,96
184,2,97
185,2,67
186,2,61
187,2,99
188,2,52
189,2,9
190,2,18
191,2,71
192,2,22
193,2,53
194,2,89
195,2,19
196,2,91
197,2,65
198,2,88
199,2,18
200,2,9
201,3,11
202,3,22
203,3,35
204,3,49
205,3,53
206,3,54
207,3,95
208,3,36
209,3,32
210,3,36
211,3,64
212,3,14
213,3,20
214,3,99
215,3,73
216,3,41
217,3,30
218,3,70
219,3,68
220,3,57
221,3,42
222,3,62
223,3,90
224,3,85
225,3,90
226,3,6
227,3,64
228,3,93
229,3,19
230,3,14
231,3,54
232,3,56
233,3,67
234,3,33
235,3,91
236,3,12
237,3,16
238,3,97
239,3,1
240,3,23
241,3,57
242,3,14
243,3,55
244,3,73
245,3,47
246,3,62
247,3,5
248,3,65
249,3,33
250,3,61
251,3,89
252,3,95
253,3,79
254,3,44
255,3,30
256,3,59
257,3,58
258,3,65
259,3,76
260,3,54
261,3,27
262,3,38
263,3,32
264,3,2
265,3,60
266,3,17
267,3,81
268,3,4
269,3,27
270,3,67
271,3,27
272,3,58
273,3,76
274,3,24
275,3,94
276,3,5
277,3,56
278,3,57
279,3,57
280,3,13
281,3,57
282,3,41
283,3,97
284,3,69
285,3,63
286,3,6
287,3,37
288,3,45
289,3,18
290,3,12
291,3,62
292,3,90
293,3,64
294,3,79
295,3,30
296,3,10
297,3,31
298,3,63
299,3,27
300,3,64
301,4,55
302,4,16
303,4,59
304,4,41
305,4,57
306,4,58
307,4,42
308,4,94
309,4,87
310,4,8
311,4,58
312,4,8
313,4,67
314,4,52
315,4,32
316,4,27
317,4,61
318,4,95
319,4,36
320,4,10
321,4,77
322,4,67
323,4,100
324,4,82
325,4,82
326,4,66
327,4,80
328,4,56
329,4,22
330,4,60
331,4,57
332,4,15
333,4,38
334,4,92
335,4,67
336,4,15
337,4,34
338,4,58
339,4,78
340,4,23
341,4,50
342,4,37
343,4,29
344,4,95
345,4,4
346,4,53
347,4,68
348,4,96
349,4,90
350,4,17
351,4,19
352,4,60
353,4,100
354,4,9
355,4,40
356,4,91
357,4,11
358,4,75
359,4,29
360,4,61
361,4,7
362,4,74
363,4,44
364,4,94
365,4,10
366,4,64
367,4,66
368,4,7
369,4,67
370,4,77
371,4,51
372,4,66
373,4,3
374,4,62
375,4,4
376,4,93
377,4,93
378,4,79
379,4,18
380,4,69
381,4,19
382,4,84
383,4,72
384,4,16
385,4,37
386,4,100
387,4,68
388,4,97
389,4,32
390,4,25
391,4,57
392,4,69
393,4,68
394,4,58
395,4,10
396,4,25
397,4,21
398,4,51
399,4,53
400,4,87
401,5,35
402,5,75
403,5,89
404,5,10
405,5,75
406,5,24
407,5,76
408,5,10
409,5,52
410,5,13
411,5,14
412,5,65
413,5,48
414,5,7
415,5,67
416,5,47
417,5,47
418,5,53
419,5,99
420,5,80
421,5,31
422,5,49
423,5,59
424,5,78
425,5,16
426,5,33
427,5,92
428,5,90
429,5,61
430,5,17
431,5,19
432,5,27
433,5,37
434,5,15
435,5,27
436,5,45
437,5,46
438,5,92
439,5,27
440,5,7
441,5,93
442,5,53
443,5,18
444,5,98
445,5,69
446,5,80
447,5,29
448,5,36
449,5,73
450,5,40
451,5,62
452,5,64
453,5,83
454,5,36
455,5,93
456,5,44
457,5,29
458,5,30
459,5,65
460,5,60
461,5,22
462,5,28
463,5,3
464,5,36
465,5,71
466,5,15
467,5,92
468,5,78
469,5,55
470,5,60
471,5,17
472,5,39
473,5,2
474,5,70
475,5,15
476,5,28
477,5,51
478,5,66
479,5,3
480,5,64
481,5,96
482,5,73
483,5,72
484,5,89
485,5,43
486,5,23
487,5,43
488,5,16
489,5,7
490,5,75
491,5,76
492,5,73
493,5,96
494,5,8
495,5,74
496,5,65
497,5,3
498,5,29
499,5,9
500,5,71
501,6,36
502,6,60
503,6,23
504,6,45
505,6,87
506,6,44
507,6,64
508,6,24
509,6,92
510,6,14
511,6,41
512,6,24
513,6,24
514,6,4
515,6,79
516,6,37
517,6,78
518,6,95
519,6,32
520,6,39
521,6,31
522,6,45
523,6,57
524,6,42
525,6,63
526,6,2
527,6,23
528,6,83
529,6,54
530,6,30
531,6,71
532,6,32
533,6,1
534,6,13
535,6,62
536,6,88
537,6,32
538,6,8
539,6,26
540,6,39
541,6,10
542,6,94
543,6,44
544,6,68
545,6,27
