instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S9/S9_inst_01.txt,data/exp_instances/S9/plan/S9_inst_01_optimal_plan.txt,ok,8.047,2084037,2084037,,2026-05-12 20:28:56
data/exp_instances/S9/S9_inst_02.txt,data/exp_instances/S9/plan/S9_inst_02_optimal_plan.txt,ok,6.269,1685863,1685863,,2026-05-12 20:29:03
data/exp_instances/S9/S9_inst_03.txt,data/exp_instances/S9/plan/S9_inst_03_optimal_plan.txt,ok,5.842,2117582,2117582,,2026-05-12 20:29:09
data/exp_instances/S9/S9_inst_04.txt,data/exp_instances/S9/plan/S9_inst_04_optimal_plan.txt,ok,7.038,1629840,1629840,,2026-05-12 20:29:16
data/exp_instances/S9/S9_inst_05.txt,data/exp_instances/S9/plan/S9_inst_05_optimal_plan.txt,ok,8.060,1673386,1673386,,2026-05-12 20:29:24
data/exp_instances/S9/S9_inst_06.txt,data/exp_instances/S9/plan/S9_inst_06_optimal_plan.txt,ok,6.305,1944451,1944451,,2026-05-12 20:29:30
data/exp_instances/S9/S9_inst_07.txt,data/exp_instances/S9/plan/S9_inst_07_optimal_plan.txt,ok,8.891,1784800,1784800,,2026-05-12 20:29:39
data/exp_instances/S9/S9_inst_08.txt,data/exp_instances/S9/plan/S9_inst_08_optimal_plan.txt,ok,8.951,1622319,1622319,,2026-05-12 20:29:48
data/exp_instances/S9/S9_inst_09.txt,data/exp_instances/S9/plan/S9_inst_09_optimal_plan.txt,ok,6.683,2184128,2184128,,2026-05-12 20:29:55
data/exp_instances/S9/S9_inst_10.txt,data/exp_instances/S9/plan/S9_inst_10_optimal_plan.txt,ok,5.192,2067997,2067997,,2026-05-12 20:30:00
data/exp_instances/S9/S9_inst_11.txt,data/exp_instances/S9/plan/S9_inst_11_optimal_plan.txt,ok,6.211,1995581,1995581,,2026-05-12 20:30:06
data/exp_instances/S9/S9_inst_12.txt,data/exp_instances/S9/plan/S9_inst_12_optimal_plan.txt,ok,6.585,1742858,1742858,,2026-05-12 20:30:13
data/exp_instances/S9/S9_inst_13.txt,data/exp_instances/S9/plan/S9_inst_13_optimal_plan.txt,ok,7.016,2188851,2188851,,2026-05-12 20:30:20
data/exp_instances/S9/S9_inst_14.txt,data/exp_instances/S9/plan/S9_inst_14_optimal_plan.txt,ok,7.617,1948392,1948392,,2026-05-12 20:30:27
data/exp_instances/S9/S9_inst_15.txt,data/exp_instances/S9/plan/S9_inst_15_optimal_plan.txt,ok,8.864,2141283,2141283,,2026-05-12 20:33:41
data/exp_instances/S9/S9_inst_16.txt,data/exp_instances/S9/plan/S9_inst_16_optimal_plan.txt,ok,8.686,2026436,2026436,,2026-05-12 20:33:50
data/exp_instances/S9/S9_inst_17.txt,data/exp_instances/S9/plan/S9_inst_17_optimal_plan.txt,ok,7.713,1991738,1991738,,2026-05-12 20:34:16
data/exp_instances/S9/S9_inst_18.txt,data/exp_instances/S9/plan/S9_inst_18_optimal_plan.txt,ok,6.774,1934166,1934166,,2026-05-12 20:34:36
data/exp_instances/S9/S9_inst_19.txt,data/exp_instances/S9/plan/S9_inst_19_optimal_plan.txt,ok,7.090,1705523,1705523,,2026-05-12 20:34:43
data/exp_instances/S9/S9_inst_20.txt,data/exp_instances/S9/plan/S9_inst_20_optimal_plan.txt,ok,7.323,1893330,1893330,,2026-05-12 20:35:33
data/exp_instances/S9/S9_inst_21.txt,data/exp_instances/S9/plan/S9_inst_21_optimal_plan.txt,ok,7.623,1822571,1822571,,2026-05-12 20:35:40
data/exp_instances/S9/S9_inst_22.txt,data/exp_instances/S9/plan/S9_inst_22_optimal_plan.txt,ok,8.023,2144649,2144649,,2026-05-12 20:36:10
data/exp_instances/S9/S9_inst_23.txt,data/exp_instances/S9/plan/S9_inst_23_optimal_plan.txt,ok,8.321,2320851,2318451,,2026-05-12 20:36:18
data/exp_instances/S9/S9_inst_24.txt,data/exp_instances/S9/plan/S9_inst_24_optimal_plan.txt,ok,6.849,1714319,1714319,,2026-05-12 20:36:49
data/exp_instances/S9/S9_inst_25.txt,data/exp_instances/S9/plan/S9_inst_25_optimal_plan.txt,ok,8.386,1701011,1701011,,2026-05-12 20:39:54
data/exp_instances/S9/S9_inst_26.txt,data/exp_instances/S9/plan/S9_inst_26_optimal_plan.txt,ok,6.979,1786515,1786515,,2026-05-12 20:40:01
data/exp_instances/S9/S9_inst_27.txt,data/exp_instances/S9/plan/S9_inst_27_optimal_plan.txt,ok,7.101,1731331,1731331,,2026-05-12 20:40:20
data/exp_instances/S9/S9_inst_28.txt,data/exp_instances/S9/plan/S9_inst_28_optimal_plan.txt,ok,5.407,1637015,1637015,,2026-05-12 20:40:26
data/exp_instances/S9/S9_inst_29.txt,data/exp_instances/S9/plan/S9_inst_29_optimal_plan.txt,ok,7.877,1747982,1747982,,2026-05-12 20:40:44
data/exp_instances/S9/S9_inst_30.txt,data/exp_instances/S9/plan/S9_inst_30_optimal_plan.txt,ok,4.227,1573977,1528657,,2026-05-12 20:40:48
