instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S12/S12_inst_01.txt,data/exp_instances/S12/plan/S12_inst_01_optimal_plan.txt,ok,6.577,254031,-3103563,,2026-05-12 15:08:03
data/exp_instances/S12/S12_inst_02.txt,data/exp_instances/S12/plan/S12_inst_02_optimal_plan.txt,ok,6.732,287485,-2873641,,2026-05-12 15:08:10
data/exp_instances/S12/S12_inst_03.txt,data/exp_instances/S12/plan/S12_inst_03_optimal_plan.txt,ok,7.277,304511,-3019615,,2026-05-12 15:08:17
data/exp_instances/S12/S12_inst_04.txt,data/exp_instances/S12/plan/S12_inst_04_optimal_plan.txt,ok,6.625,75402,-3299890,,2026-05-12 15:08:24
data/exp_instances/S12/S12_inst_05.txt,data/exp_instances/S12/plan/S12_inst_05_optimal_plan.txt,ok,6.923,292020,-3069096,,2026-05-12 15:08:31
data/exp_instances/S12/S12_inst_06.txt,data/exp_instances/S12/plan/S12_inst_06_optimal_plan.txt,ok,5.761,182034,-3761072,,2026-05-12 15:08:37
data/exp_instances/S12/S12_inst_07.txt,data/exp_instances/S12/plan/S12_inst_07_optimal_plan.txt,ok,6.754,447545,-2478421,,2026-05-12 15:08:44
data/exp_instances/S12/S12_inst_08.txt,data/exp_instances/S12/plan/S12_inst_08_optimal_plan.txt,ok,6.605,472937,-2505725,,2026-05-12 15:08:50
data/exp_instances/S12/S12_inst_09.txt,data/exp_instances/S12/plan/S12_inst_09_optimal_plan.txt,ok,8.016,545282,-2498244,,2026-05-12 15:08:58
data/exp_instances/S12/S12_inst_10.txt,data/exp_instances/S12/plan/S12_inst_10_optimal_plan.txt,ok,6.771,316293,-3545469,,2026-05-12 15:09:05
data/exp_instances/S12/S12_inst_11.txt,data/exp_instances/S12/plan/S12_inst_11_optimal_plan.txt,ok,7.237,241832,-2980456,,2026-05-12 15:09:12
data/exp_instances/S12/S12_inst_12.txt,data/exp_instances/S12/plan/S12_inst_12_optimal_plan.txt,ok,5.731,347014,-2413750,,2026-05-12 15:09:18
data/exp_instances/S12/S12_inst_13.txt,data/exp_instances/S12/plan/S12_inst_13_optimal_plan.txt,ok,6.761,362266,-2537116,,2026-05-12 15:09:25
data/exp_instances/S12/S12_inst_14.txt,data/exp_instances/S12/plan/S12_inst_14_optimal_plan.txt,ok,7.238,294892,-3056212,,2026-05-12 15:09:32
data/exp_instances/S12/S12_inst_15.txt,data/exp_instances/S12/plan/S12_inst_15_optimal_plan.txt,ok,6.399,213336,-3240742,,2026-05-12 15:09:38
data/exp_instances/S12/S12_inst_16.txt,data/exp_instances/S12/plan/S12_inst_16_optimal_plan.txt,ok,6.553,253669,-3437939,,2026-05-12 15:09:45
data/exp_instances/S12/S12_inst_17.txt,data/exp_instances/S12/plan/S12_inst_17_optimal_plan.txt,ok,7.109,231412,-2858202,,2026-05-12 15:09:52
data/exp_instances/S12/S12_inst_18.txt,data/exp_instances/S12/plan/S12_inst_18_optimal_plan.txt,ok,6.866,219716,-2605298,,2026-05-12 15:09:59
data/exp_instances/S12/S12_inst_19.txt,data/exp_instances/S12/plan/S12_inst_19_optimal_plan.txt,ok,7.076,257895,-2953975,,2026-05-12 15:10:06
data/exp_instances/S12/S12_inst_20.txt,data/exp_instances/S12/plan/S12_inst_20_optimal_plan.txt,ok,6.268,409190,-2791556,,2026-05-12 15:10:12
data/exp_instances/S12/S12_inst_21.txt,data/exp_instances/S12/plan/S12_inst_21_optimal_plan.txt,ok,7.067,343535,-2396915,,2026-05-12 15:10:19
data/exp_instances/S12/S12_inst_22.txt,data/exp_instances/S12/plan/S12_inst_22_optimal_plan.txt,ok,9.297,344432,-3268682,,2026-05-12 15:10:29
data/exp_instances/S12/S12_inst_23.txt,data/exp_instances/S12/plan/S12_inst_23_optimal_plan.txt,ok,7.107,293589,-3100879,,2026-05-12 15:14:15
data/exp_instances/S12/S12_inst_24.txt,data/exp_instances/S12/plan/S12_inst_24_optimal_plan.txt,ok,7.796,279095,-2066751,,2026-05-12 15:14:36
data/exp_instances/S12/S12_inst_25.txt,data/exp_instances/S12/plan/S12_inst_25_optimal_plan.txt,ok,7.686,351441,-3459513,,2026-05-12 15:14:44
data/exp_instances/S12/S12_inst_26.txt,data/exp_instances/S12/plan/S12_inst_26_optimal_plan.txt,ok,7.363,393990,-2891986,,2026-05-12 15:14:57
data/exp_instances/S12/S12_inst_27.txt,data/exp_instances/S12/plan/S12_inst_27_optimal_plan.txt,ok,7.373,157813,-2921605,,2026-05-12 15:15:04
data/exp_instances/S12/S12_inst_28.txt,data/exp_instances/S12/plan/S12_inst_28_optimal_plan.txt,ok,6.128,255900,-2827262,,2026-05-12 15:15:10
data/exp_instances/S12/S12_inst_29.txt,data/exp_instances/S12/plan/S12_inst_29_optimal_plan.txt,ok,5.810,338090,-2093816,,2026-05-12 15:19:21
data/exp_instances/S12/S12_inst_30.txt,data/exp_instances/S12/plan/S12_inst_30_optimal_plan.txt,ok,8.818,371849,-2814337,,2026-05-12 15:19:30
