Accepted sales revenue: 5089646
Profit with rejection compensation: 5089646
Accepted orders: 240 / 240
Moving time used: 21420 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,59,10,10,no,94,76,2023/02/25 05:30,2023/02/26 18:30,47582
2,49,4,4,no,75,85,2023/01/27 18:00,2023/01/28 14:00,14600
3,3,4,4,no,61,70,2023/02/23 12:30,2023/02/24 01:30,9490
4,31,5,6,yes,30,43,2023/02/26 04:30,2023/02/27 06:30,20774
5,74,3,3,no,30,54,2023/01/29 21:30,2023/01/30 09:30,7128
6,2,6,7,yes,67,62,2023/02/12 00:30,2023/02/12 06:30,5628
7,52,7,7,no,96,67,2023/02/11 02:30,2023/02/11 11:30,9378
8,63,5,6,yes,6,63,2023/02/03 09:30,2023/02/04 06:30,16779
9,73,8,9,yes,35,52,2023/02/26 23:00,2023/02/27 05:00,6828
10,75,2,3,yes,88,1,2023/01/03 13:30,2023/01/04 02:30,6578
11,43,5,6,yes,45,25,2023/02/13 19:30,2023/02/15 18:30,37553
12,45,2,2,no,38,27,2023/02/03 11:30,2023/02/05 00:30,18722
13,15,3,3,no,64,37,2023/02/08 20:00,2023/02/10 20:00,28512
14,59,9,10,yes,100,98,2023/02/20 12:30,2023/02/21 17:30,34887
15,50,6,6,no,7,41,2023/02/28 20:00,2023/03/02 18:00,43148
16,63,6,6,no,60,45,2023/01/29 20:30,2023/01/30 11:30,14070
17,73,8,9,yes,13,53,2023/01/11 16:30,2023/01/13 06:30,43244
18,29,8,9,yes,64,25,2023/01/25 22:00,2023/01/27 20:00,52348
19,18,10,10,no,91,90,2023/03/08 19:00,2023/03/10 01:00,38580
20,59,10,10,no,71,72,2023/02/09 19:00,2023/02/11 14:00,55298
21,16,5,6,yes,77,60,2023/01/12 16:30,2023/01/14 13:30,35955
22,52,7,7,no,80,40,2023/02/15 07:30,2023/02/16 23:30,41680
23,69,1,2,yes,32,84,2023/01/09 03:30,2023/01/09 06:30,1086
24,19,9,10,yes,39,30,2023/01/06 19:00,2023/01/08 12:00,49323
25,2,6,7,yes,61,33,2023/02/05 02:30,2023/02/05 21:30,17822
26,63,6,6,no,35,27,2023/02/19 07:00,2023/02/20 21:00,35644
27,78,1,2,yes,14,17,2023/01/27 21:30,2023/01/29 06:30,11946
28,71,5,5,no,47,10,2023/01/08 17:30,2023/01/09 00:30,5593
29,69,2,2,no,18,96,2023/03/09 13:30,2023/03/09 21:30,4048
30,49,3,4,yes,33,40,2023/03/02 14:00,2023/03/03 16:00,15444
31,57,2,3,yes,28,10,2023/01/04 11:00,2023/01/06 07:00,22264
32,68,4,4,no,13,73,2023/02/06 21:00,2023/02/07 23:00,18980
33,48,6,6,no,47,58,2023/03/11 03:30,2023/03/11 15:30,11256
34,23,4,4,no,63,89,2023/01/07 12:00,2023/01/07 22:00,7300
35,45,2,2,no,2,55,2023/02/11 02:30,2023/02/12 20:30,21252
36,45,2,2,no,5,86,2023/02/21 21:00,2023/02/23 16:00,21758
37,68,3,4,yes,98,67,2023/01/12 15:30,2023/01/12 22:30,4158
38,74,2,3,yes,16,59,2023/01/12 06:30,2023/01/13 17:30,17710
39,67,7,7,no,68,9,2023/01/07 15:00,2023/01/07 22:00,7294
