Accepted sales revenue: 5005962
Profit with rejection compensation: 4929138
Accepted orders: 238 / 240
Moving time used: 21060 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,23,3,3,no,29,72,2023/01/03 16:00,2023/01/05 05:00,19277
2,18,4,4,no,5,79,2023/01/24 10:30,2023/01/25 15:30,19024
3,70,7,8,yes,80,9,2023/02/25 12:30,2023/02/25 19:30,6524
4,13,4,5,yes,66,52,2023/01/16 08:30,2023/01/17 06:30,14432
5,11,1,1,no,37,98,2023/02/06 17:00,2023/02/08 03:00,10506
6,6,5,6,yes,74,30,2023/01/01 11:30,2023/01/02 19:30,24448
7,34,5,5,no,12,77,2023/02/03 07:00,2023/02/04 14:00,23684
8,20,2,2,no,44,43,2023/01/25 09:00,2023/01/26 00:00,6000
9,25,4,4,no,92,82,2023/01/23 18:00,2023/01/25 08:00,24928
10,62,3,4,yes,20,77,2023/02/21 04:00,2023/02/22 02:00,11462
11,35,5,6,yes,75,54,2023/02/02 17:00,2023/02/04 05:00,27504
12,45,5,6,yes,7,6,2023/02/24 07:00,2023/02/25 13:00,22920
13,68,3,3,no,58,90,2023/02/21 16:00,2023/02/23 10:00,21882
14,65,6,6,no,56,1,2023/02/24 17:00,2023/02/26 09:00,34560
15,10,10,10,no,96,75,2023/02/14 07:30,2023/02/16 02:30,49278
16,19,1,2,yes,56,54,2023/01/20 02:30,2023/01/20 18:30,4944
17,51,7,7,no,48,10,2023/01/20 05:00,2023/01/21 23:00,39144
18,9,3,3,no,52,28,2023/01/21 13:30,2023/01/23 06:30,21361
19,31,6,7,yes,85,79,2023/02/08 09:30,2023/02/09 11:30,22464
20,10,10,10,no,12,15,2023/01/16 21:00,2023/01/17 01:00,4584
21,67,4,4,no,56,49,2023/01/23 14:30,2023/01/24 18:30,18368
22,37,9,9,no,7,84,2023/02/23 18:00,2023/02/25 12:00,44478
23,73,7,7,no,56,70,2023/01/28 08:00,2023/01/29 04:00,18640
