Accepted sales revenue: 4484783
Profit with rejection compensation: 4484783
Accepted orders: 240 / 240
Moving time used: 21420 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,62,9,10,yes,80,7,2023/02/11 05:30,2023/02/11 11:30,6810
2,58,8,8,no,67,14,2023/01/22 20:00,2023/01/24 19:00,48222
3,5,7,8,yes,84,27,2023/03/19 05:00,2023/03/20 01:00,18260
4,72,7,8,yes,70,21,2023/01/02 04:00,2023/01/03 09:00,26477
5,59,8,9,yes,5,6,2023/01/25 08:30,2023/01/26 23:30,40014
6,48,8,8,no,12,94,2023/01/18 07:00,2023/01/19 09:00,26676
7,64,6,6,no,21,90,2023/01/23 11:00,2023/01/25 04:00,31570
8,64,5,6,yes,4,4,2023/03/15 04:00,2023/03/17 01:00,29610
9,46,8,9,yes,5,47,2023/03/22 23:00,2023/03/24 22:00,48222
10,19,1,2,yes,100,13,2023/02/20 04:30,2023/02/21 18:30,9766
11,64,6,6,no,77,32,2023/01/05 07:00,2023/01/05 09:00,1540
12,62,10,10,no,45,4,2023/01/07 16:00,2023/01/09 03:00,42525
13,63,2,2,no,53,100,2023/02/11 13:00,2023/02/12 03:00,5348
14,33,1,1,no,50,88,2023/01/30 03:00,2023/01/31 20:00,10537
15,67,4,5,yes,6,53,2023/04/01 01:00,2023/04/01 11:00,5400
16,7,6,6,no,90,22,2023/03/24 17:30,2023/03/26 04:30,26950
17,23,6,7,yes,12,45,2023/04/04 05:30,2023/04/04 08:30,2310
18,10,7,7,no,66,58,2023/03/31 10:00,2023/04/01 01:00,13695
19,37,3,3,no,90,80,2023/03/17 07:00,2023/03/19 07:00,23040
20,37,3,3,no,73,17,2023/02/28 05:00,2023/03/02 02:00,21600
21,74,10,10,no,89,36,2023/03/17 03:30,2023/03/18 20:30,49815
22,18,2,2,no,71,73,2023/02/26 02:30,2023/02/28 01:30,17954
23,20,8,8,no,42,77,2023/02/19 07:00,2023/02/19 16:00,9234
24,3,10,10,no,63,39,2023/04/03 22:30,2023/04/04 01:30,3645
25,62,10,10,no,61,45,2023/03/19 02:00,2023/03/20 05:00,32805
26,2,8,8,no,72,29,2023/01/04 15:30,2023/01/06 15:30,49248
27,32,7,7,no,42,36,2023/03/06 09:30,2023/03/07 20:30,31955
28,73,7,7,no,5,78,2023/04/01 20:30,2023/04/02 18:30,20086
29,4,1,1,no,29,69,2023/01/05 02:30,2023/01/05 10:30,2056
30,8,9,10,yes,46,83,2023/01/10 13:30,2023/01/12 00:30,39725
31,43,5,5,no,9,34,2023/03/24 19:00,2023/03/26 19:00,31584
32,24,2,2,no,76,4,2023/03/03 10:00,2023/03/03 18:00,3056
33,43,5,5,no,38,46,2023/01/07 04:30,2023/01/08 01:30,13818
34,53,2,2,no,73,94,2023/02/13 09:30,2023/02/14 18:30,12606
35,5,7,8,yes,7,86,2023/02/11 15:30,2023/02/12 16:30,22825
36,24,2,2,no,78,85,2023/01/30 09:30,2023/01/30 12:30,1146
37,22,7,8,yes,66,65,2023/01/04 01:00,2023/01/05 19:00,38346
38,57,4,5,yes,7,56,2023/02/01 10:30,2023/02/02 21:30,18900
39,27,5,5,no,26,89,2023/02/06 18:30,2023/02/07 13:30,12502
40,10,7,7,no,32,46,2023/01/30 08:00,2023/01/30 19:00,10043
41,70,2,3,yes,64,74,2023/02/24 23:30,2023/02/25 15:30,6112
42,63,2,2,no,66,64,2023/04/01 08:00,2023/04/02 14:00,11460
43,20,8,8,no,49,58,2023/03/31 16:30,2023/03/31 22:30,6156
44,24,2,2,no,3,31,2023/01/19 11:00,2023/01/20 05:00,6876
45,23,6,7,yes,69,61,2023/01/16 21:00,2023/01/17 13:00,12320
46,56,4,4,no,42,43,2023/03/12 14:00,2023/03/13 10:00,10800
47,8,9,10,yes,2,30,2023/01/26 06:30,2023/01/27 15:30,37455
48,78,10,10,no,95,72,2023/02/22 19:30,2023/02/23 19:30,29160
49,14,3,4,yes,24,100,2023/02/26 22:00,2023/02/27 15:00,8160
50,4,1,1,no,41,82,2023/02/26 07:00,2023/02/28 03:00,11308
51,24,2,2,no,48,47,2023/01/14 16:00,2023/01/16 08:00,15280
52,58,8,8,no,86,97,2023/02/14 21:30,2023/02/15 17:30,20520
53,80,9,10,yes,48,51,2023/03/29 20:00,2023/03/31 07:00,39725
54,17,5,6,yes,70,61,2023/02/22 12:00,2023/02/23 20:00,21056
55,32,7,7,no,71,43,2023/02/11 15:30,2023/02/13 11:30,40172
56,17,5,6,yes,81,57,2023/01/04 11:00,2023/01/04 15:00,2632
57,21,10,10,no,92,94,2023/03/04 19:00,2023/03/05 03:00,9720
58,32,7,7,no,59,14,2023/03/17 19:00,2023/03/19 15:00,40172
59,35,3,4,yes,41,88,2023/03/17 22:30,2023/03/19 18:30,21120
60,22,8,8,no,70,44,2023/02/26 11:30,2023/02/28 05:30,43092
61,59,8,9,yes,82,87,2023/02/25 07:30,2023/02/25 19:30,12312
62,55,5,6,yes,77,58,2023/02/26 07:30,2023/02/27 10:30,17766
63,69,1,2,yes,13,7,2023/03/08 12:00,2023/03/08 23:00,2827
64,19,2,2,no,56,32,2023/03/21 22:30,2023/03/23 16:30,16044
65,47,3,4,yes,72,53,2023/02/11 03:00,2023/02/11 20:00,8160
66,18,2,2,no,66,94,2023/02/20 20:00,2023/02/22 17:00,17190
