Accepted sales revenue: 4907159
Profit with rejection compensation: 4907159
Accepted orders: 240 / 240
Moving time used: 21510 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,11,10,10,no,36,75,2023/01/01 08:00,2023/01/02 12:00,35168
2,63,1,2,yes,98,34,2023/01/01 08:30,2023/01/02 16:30,10304
3,43,1,2,yes,30,94,2023/01/30 01:00,2023/02/01 00:00,15134
4,49,2,3,yes,65,86,2023/01/23 10:00,2023/01/24 19:00,14322
5,1,1,1,no,14,12,2023/01/23 20:00,2023/01/25 11:00,12558
6,58,4,4,no,16,51,2023/01/11 14:30,2023/01/12 19:30,18995
7,74,5,6,yes,17,77,2023/01/13 14:30,2023/01/14 22:30,25184
8,20,8,8,no,83,32,2023/02/04 07:30,2023/02/05 14:30,33077
9,44,7,7,no,85,33,2023/01/12 05:30,2023/01/13 03:30,21626
10,4,4,4,no,25,70,2023/01/27 17:30,2023/01/29 05:30,23580
11,68,8,8,no,36,85,2023/01/17 12:30,2023/01/18 06:30,19206
12,66,6,7,yes,68,25,2023/02/03 19:30,2023/02/04 06:30,9515
13,23,3,3,no,20,29,2023/01/15 00:30,2023/01/15 23:30,11661
14,29,10,10,no,28,87,2023/01/26 20:00,2023/01/27 12:00,20096
15,43,2,2,no,29,47,2023/01/02 14:00,2023/01/03 10:00,8680
16,10,1,2,yes,50,22,2023/01/29 17:00,2023/01/31 04:00,11270
17,52,2,2,no,3,83,2023/01/02 07:30,2023/01/03 04:30,9114
18,25,10,10,no,35,18,2023/01/13 10:00,2023/01/15 09:00,59032
19,49,2,3,yes,79,35,2023/01/11 19:00,2023/01/12 01:00,2604
20,51,7,8,yes,9,36,2023/01/03 10:30,2023/01/05 05:30,42269
21,13,2,3,yes,92,25,2023/01/02 02:00,2023/01/03 14:00,15624
22,43,1,2,yes,14,1,2023/01/10 03:30,2023/01/10 20:30,5474
23,38,6,6,no,53,80,2023/02/03 04:30,2023/02/03 10:30,5190
24,48,7,7,no,76,18,2023/01/20 06:00,2023/01/21 05:00,22609
25,57,10,10,no,20,60,2023/02/03 21:00,2023/02/05 11:00,47728
26,14,9,9,no,76,74,2023/02/03 18:00,2023/02/04 15:00,25305
27,45,2,3,yes,17,93,2023/01/30 17:30,2023/01/31 15:30,9548
28,3,10,10,no,88,58,2023/01/15 12:30,2023/01/17 09:30,56520
29,39,8,9,yes,19,74,2023/02/07 21:00,2023/02/08 08:00,11737
30,70,5,6,yes,4,88,2023/01/27 09:00,2023/01/27 17:00,6296
31,45,2,3,yes,3,37,2023/01/16 19:00,2023/01/18 02:00,13454
32,55,7,8,yes,60,7,2023/01/25 19:00,2023/01/26 02:00,6881
33,14,8,9,yes,57,75,2023/01/06 10:30,2023/01/08 03:30,43747
34,72,3,4,yes,35,37,2023/02/02 04:30,2023/02/02 18:30,7098
35,69,1,1,no,53,67,2023/01/04 20:00,2023/01/05 00:00,1288
36,24,1,1,no,55,28,2023/01/04 20:00,2023/01/05 01:00,1610
37,72,4,4,no,2,7,2023/02/03 09:30,2023/02/04 03:30,11790
38,52,2,2,no,98,87,2023/01/01 03:00,2023/01/01 17:00,6076
39,14,9,9,no,57,18,2023/02/02 19:00,2023/02/03 09:00,16870
40,29,9,10,yes,87,12,2023/01/06 05:00,2023/01/06 14:00,10845
41,18,2,3,yes,79,12,2023/01/26 20:00,2023/01/27 11:00,6510
42,33,4,4,no,42,32,2023/01/03 06:30,2023/01/04 19:30,24235
43,38,6,6,no,28,43,2023/01/01 11:00,2023/01/02 08:00,18165
44,39,9,9,no,99,35,2023/01/22 14:30,2023/01/23 13:30,27715
45,62,7,8,yes,40,29,2023/01/19 21:00,2023/01/20 11:00,13762
46,38,6,6,no,86,98,2023/01/26 01:00,2023/01/27 20:00,37195
47,38,6,6,no,46,40,2023/01/20 07:30,2023/01/21 17:30,29410
48,69,1,1,no,53,30,2023/01/30 09:00,2023/01/31 10:00,8050
49,57,10,10,no,17,42,2023/01/19 20:00,2023/01/21 04:00,40192
50,76,6,6,no,10,36,2023/01/25 20:30,2023/01/27 17:30,38925
51,58,4,4,no,71,27,2023/01/15 13:00,2023/01/17 09:00,28820
52,35,2,3,yes,34,97,2023/01/11 08:00,2023/01/12 07:00,9982
53,1,1,1,no,24,13,2023/01/31 01:30,2023/02/01 11:30,10948
54,5,7,8,yes,90,68,2023/02/08 02:30,2023/02/08 16:30,13762
55,29,10,10,no,66,88,2023/02/04 16:00,2023/02/05 18:00,32656
56,26,1,1,no,36,83,2023/01/23 06:30,2023/01/24 18:30,11592
57,55,7,8,yes,77,74,2023/01/14 04:30,2023/01/14 13:30,8847
58,63,2,2,no,21,45,2023/01/22 18:30,2023/01/23 01:30,3038
59,17,4,5,yes,11,94,2023/01/09 22:00,2023/01/10 08:00,6550
60,39,8,9,yes,55,79,2023/01/17 01:30,2023/01/17 22:30,22407
61,20,7,8,yes,19,56,2023/01/09 07:30,2023/01/09 11:30,3932
62,10,1,2,yes,84,24,2023/01/06 16:00,2023/01/08 03:00,11270
63,79,5,5,no,52,55,2023/01/19 05:30,2023/01/19 14:30,7083
64,6,10,10,no,93,96,2023/02/01 17:00,2023/02/02 08:00,18840
65,80,9,10,yes,60,59,2023/02/05 16:30,2023/02/07 12:30,53020
66,11,10,10,no,85,99,2023/01/22 02:30,2023/01/22 21:30,23864
67,12,6,6,no,66,97,2023/01/21 09:30,2023/01/21 15:30,5190
68,67,9,9,no,79,50,2023/01/26 03:00,2023/01/26 12:00,10845
69,25,9,10,yes,70,4,2023/01/02 12:30,2023/01/04 04:30,48200
70,57,10,10,no,8,91,2023/01/17 04:00,2023/01/17 12:00,10048
71,41,5,5,no,3,15,2023/01/31 01:00,2023/01/31 23:00,17314
72,55,7,8,yes,78,29,2023/01/17 03:30,2023/01/18 22:30,42269
73,48,6,7,yes,60,31,2023/01/01 03:30,2023/01/02 11:30,27680
74,29,10,10,no,3,30,2023/01/03 07:00,2023/01/05 03:00,55264
75,64,3,3,no,85,71,2023/01/14 18:00,2023/01/15 13:00,9633
76,31,1,1,no,19,18,2023/01/25 08:30,2023/01/26 19:30,11270
77,52,1,2,yes,40,54,2023/01/12 07:30,2023/01/13 02:30,6118
78,14,9,9,no,75,95,2023/01/22 13:30,2023/01/23 10:30,25305
79,59,7,7,no,81,77,2023/01/26 16:30,2023/01/28 09:30,40303
80,29,10,10,no,23,23,2023/01/20 22:00,2023/01/21 06:00,10048
81,52,2,2,no,98,48,2023/01/06 08:00,2023/01/07 17:00,14322
82,29,10,10,no,67,48,2023/01/19 12:30,2023/01/20 10:30,27632
83,52,2,2,no,53,92,2023/02/05 12:00,2023/02/07 05:00,17794
84,62,8,8,no,94,67,2023/01/10 12:30,2023/01/10 19:30,7469
85,32,4,4,no,26,85,2023/02/06 22:30,2023/02/08 09:30,22925
86,66,6,7,yes,46,87,2023/01/27 19:00,2023/01/28 12:00,14705
87,7,5,6,yes,1,13,2023/02/05 06:00,2023/02/06 16:00,26758
88,8,1,1,no,17,19,2023/01/23 20:00,2023/01/25 18:00,14812
89,18,3,3,no,87,24,2023/02/07 18:00,2023/02/09 09:00,19773
90,22,5,5,no,95,63,2023/01/22 17:00,2023/01/23 01:00,6296
91,31,1,1,no,32,86,2023/01/24 03:00,2023/01/24 14:00,3542
92,52,1,2,yes,8,54,2023/01/26 16:30,2023/01/27 14:30,7084
93,69,1,1,no,79,31,2023/01/07 13:00,2023/01/08 11:00,7084
94,45,2,3,yes,58,25,2023/01/29 05:30,2023/01/29 13:30,3472
95,18,3,3,no,48,27,2023/01/19 17:30,2023/01/19 19:30,1014
96,29,10,10,no,14,67,2023/01/01 08:00,2023/01/03 01:00,51496
97,48,7,7,no,59,97,2023/01/03 03:30,2023/01/04 13:30,33422
98,29,10,10,no,46,59,2023/01/15 22:00,2023/01/17 20:00,57776
99,5,8,8,no,67,21,2023/01/12 01:30,2023/01/12 09:30,8536
100,31,1,1,no,22,36,2023/02/02 21:30,2023/02/03 08:30,3542
101,26,1,1,no,92,36,2023/01/28 18:30,2023/01/30 15:30,14490
102,75,4,5,yes,97,15,2023/01/03 04:30,2023/01/04 15:30,22925
103,74,5,6,yes,76,55,2023/01/05 04:00,2023/01/07 00:00,34628
104,19,6,6,no,4,36,2023/01/27 19:00,2023/01/28 04:00,7785
105,37,7,8,yes,88,78,2023/01/12 00:30,2023/01/12 12:30,11796
106,59,7,7,no,72,68,2023/01/02 22:00,2023/01/04 09:00,34405
107,78,10,10,no,75,55,2023/01/24 12:30,2023/01/26 05:30,51496
108,50,8,9,yes,60,58,2023/01/30 04:30,2023/02/01 01:30,48015
109,15,1,1,no,92,98,2023/01/09 14:00,2023/01/10 02:00,3864
110,43,1,2,yes,54,76,2023/01/26 18:30,2023/01/28 12:30,13524
