Accepted sales revenue: 4541113
Profit with rejection compensation: 4541113
Accepted orders: 240 / 240
Moving time used: 21420 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,37,7,7,no,65,20,2023/01/17 05:30,2023/01/17 12:30,6062
2,66,4,5,yes,3,8,2023/02/04 05:30,2023/02/04 16:30,6875
3,65,3,3,no,41,12,2023/01/18 18:30,2023/01/19 13:30,9063
4,51,3,3,no,54,15,2023/01/02 02:30,2023/01/03 07:30,13833
5,76,7,7,no,41,57,2023/02/08 20:00,2023/02/10 06:00,29444
6,36,4,5,yes,63,12,2023/02/27 00:00,2023/02/27 20:00,12500
7,65,2,3,yes,88,58,2023/03/21 03:30,2023/03/22 20:30,15375
8,6,3,4,yes,37,10,2023/01/03 00:30,2023/01/04 14:30,18126
9,61,9,10,yes,40,72,2023/01/22 03:00,2023/01/22 23:00,22100
10,59,7,7,no,45,7,2023/01/26 23:30,2023/01/28 08:30,28578
11,47,5,5,no,92,24,2023/01/18 07:30,2023/01/19 06:30,16606
12,51,2,3,yes,99,1,2023/02/26 13:00,2023/02/27 07:00,6750
13,49,8,9,yes,51,19,2023/01/23 15:30,2023/01/24 02:30,11121
14,61,10,10,no,2,7,2023/03/03 18:00,2023/03/04 15:00,25536
15,72,2,2,no,71,97,2023/03/08 02:00,2023/03/09 05:00,10125
16,23,7,7,no,65,70,2023/01/02 22:00,2023/01/04 04:00,25980
17,41,7,7,no,93,24,2023/01/20 18:00,2023/01/20 20:00,1732
18,61,10,10,no,95,86,2023/02/25 07:30,2023/02/27 05:30,55936
19,15,8,8,no,44,81,2023/02/15 04:30,2023/02/16 21:30,41451
20,29,1,1,no,76,67,2023/01/18 20:30,2023/01/19 06:30,2510
21,79,1,1,no,34,94,2023/03/22 07:30,2023/03/24 04:30,11295
22,35,5,5,no,9,5,2023/02/08 13:00,2023/02/09 20:00,22382
23,1,10,10,no,78,32,2023/03/02 17:00,2023/03/04 12:00,52288
24,38,1,2,yes,35,5,2023/01/01 18:00,2023/01/03 03:00,8283
25,43,9,10,yes,24,74,2023/01/11 02:00,2023/01/12 14:00,39780
26,20,7,7,no,98,19,2023/01/11 21:00,2023/01/13 21:00,41568
27,14,5,6,yes,11,25,2023/01/13 04:30,2023/01/13 09:30,3610
28,59,7,7,no,41,88,2023/03/20 15:00,2023/03/21 08:00,14722
29,29,1,1,no,6,22,2023/02/06 18:00,2023/02/07 04:00,2510
30,71,8,9,yes,51,27,2023/03/23 06:30,2023/03/25 00:30,42462
31,6,4,4,no,48,66,2023/03/03 20:00,2023/03/05 02:00,18750
32,16,2,3,yes,83,67,2023/01/25 04:30,2023/01/27 00:30,16500
33,1,10,10,no,72,78,2023/01/17 16:30,2023/01/19 12:30,53504
34,69,3,4,yes,20,98,2023/02/13 03:30,2023/02/13 07:30,1908
35,43,10,10,no,91,98,2023/01/21 05:30,2023/01/22 11:30,36480
36,3,5,6,yes,89,27,2023/03/16 21:30,2023/03/18 16:30,31046
37,34,4,5,yes,19,3,2023/02/04 12:00,2023/02/04 18:00,3750
38,65,2,3,yes,10,5,2023/02/25 02:30,2023/02/25 10:30,3000
39,40,4,4,no,91,97,2023/01/04 06:00,2023/01/04 15:00,5625
40,11,5,5,no,18,74,2023/02/10 23:30,2023/02/11 16:30,12274
41,69,3,4,yes,66,37,2023/02/20 11:30,2023/02/21 14:30,12879
42,65,2,3,yes,17,49,2023/01/10 06:00,2023/01/11 17:00,13125
43,80,1,1,no,39,98,2023/01/30 20:00,2023/02/01 18:00,11546
44,73,6,6,no,20,55,2023/03/19 12:00,2023/03/20 18:00,23370
45,7,7,7,no,48,51,2023/03/03 18:30,2023/03/04 04:30,8660
46,10,9,9,no,92,98,2023/01/03 20:00,2023/01/05 12:00,44200
47,56,10,10,no,55,51,2023/01/07 05:30,2023/01/08 15:30,41344
48,72,2,2,no,84,59,2023/02/20 08:00,2023/02/22 07:00,17625
49,37,6,7,yes,97,28,2023/02/14 22:30,2023/02/16 19:30,35055
50,64,7,7,no,17,14,2023/02/10 12:00,2023/02/11 15:00,23382
51,65,3,3,no,11,11,2023/03/18 06:30,2023/03/19 08:30,12402
52,70,2,3,yes,57,30,2023/03/15 07:00,2023/03/16 20:00,13875
53,61,9,10,yes,9,21,2023/01/08 18:30,2023/01/10 06:30,39780
54,52,10,10,no,99,14,2023/01/11 17:30,2023/01/13 16:30,57152
55,34,5,5,no,46,56,2023/03/11 00:30,2023/03/11 19:30,13718
56,56,9,10,yes,22,5,2023/03/08 10:00,2023/03/08 15:00,5525
57,40,3,4,yes,6,7,2023/01/25 00:00,2023/01/26 14:00,18126
58,20,7,7,no,40,69,2023/01/28 09:30,2023/01/29 07:30,19052
59,19,2,3,yes,54,80,2023/01/03 16:30,2023/01/05 09:30,15375
60,58,7,7,no,35,84,2023/02/14 10:00,2023/02/15 10:00,20784
61,12,4,4,no,96,37,2023/02/25 03:00,2023/02/26 02:00,14375
62,19,3,3,no,86,7,2023/02/25 06:30,2023/02/26 01:30,9063
63,1,10,10,no,18,71,2023/01/26 15:00,2023/01/27 02:00,13376
64,11,4,5,yes,40,35,2023/03/18 03:30,2023/03/20 02:30,29375
65,77,1,1,no,99,1,2023/02/08 04:30,2023/02/09 07:30,6777
66,42,3,4,yes,11,94,2023/02/19 03:00,2023/02/20 14:00,16695
67,74,9,10,yes,45,80,2023/03/18 13:00,2023/03/20 00:00,38675
68,77,1,1,no,51,51,2023/02/28 15:30,2023/03/01 06:30,3765
69,49,8,9,yes,69,37,2023/02/25 16:00,2023/02/26 07:00,15165
70,38,2,2,no,100,28,2023/02/11 16:00,2023/02/13 02:00,12750
71,22,7,8,yes,32,97,2023/03/13 20:00,2023/03/15 12:00,34640
72,6,3,4,yes,84,70,2023/01/08 12:30,2023/01/09 02:30,6678
73,35,4,5,yes,33,53,2023/03/12 22:30,2023/03/13 16:30,11250
74,51,2,3,yes,16,39,2023/01/26 18:30,2023/01/27 14:30,7500
75,61,9,10,yes,50,27,2023/02/02 12:30,2023/02/03 20:30,35360
76,70,2,3,yes,10,15,2023/01/23 13:30,2023/01/25 09:30,16500
77,41,7,7,no,9,95,2023/01/13 21:30,2023/01/15 19:30,39836
78,1,9,10,yes,2,34,2023/02/04 02:00,2023/02/06 02:00,53040
79,22,8,8,no,58,27,2023/01/18 10:30,2023/01/19 00:30,14154
80,6,4,4,no,53,63,2023/03/12 05:00,2023/03/13 03:00,13750
81,56,10,10,no,17,40,2023/02/14 11:30,2023/02/14 21:30,12160
82,80,1,1,no,83,34,2023/03/19 19:30,2023/03/20 01:30,1506
83,61,10,10,no,10,49,2023/03/14 18:00,2023/03/16 12:00,51072
84,1,10,10,no,60,7,2023/03/15 12:00,2023/03/17 05:00,49856
85,46,7,8,yes,20,50,2023/01/16 09:00,2023/01/17 16:00,26846
86,52,10,10,no,61,56,2023/03/14 13:30,2023/03/16 08:30,52288
87,19,3,3,no,8,79,2023/01/01 22:00,2023/01/03 02:00,13356
88,43,10,10,no,85,87,2023/03/21 16:30,2023/03/22 11:30,23104
89,15,8,8,no,94,92,2023/02/23 06:30,2023/02/24 14:30,32352
90,52,10,10,no,22,75,2023/02/07 23:00,2023/02/09 03:00,34048
91,61,9,10,yes,84,1,2023/03/07 07:30,2023/03/07 21:30,15470
92,13,7,8,yes,96,28,2023/03/04 06:30,2023/03/06 05:30,40702
93,28,7,7,no,97,58,2023/03/24 04:00,2023/03/25 22:00,36372
94,28,6,7,yes,71,80,2023/01/16 13:30,2023/01/17 21:30,24928
95,5,8,8,no,31,44,2023/01/25 18:00,2023/01/26 09:00,15165
96,41,6,7,yes,85,49,2023/01/09 08:30,2023/01/11 06:30,35834
97,39,5,5,no,27,52,2023/03/18 17:30,2023/03/20 03:30,24548
98,55,7,8,yes,62,90,2023/03/25 05:00,2023/03/25 12:00,6062
99,47,5,5,no,90,73,2023/03/15 18:30,2023/03/16 06:30,8664
100,6,3,4,yes,19,10,2023/01/22 07:00,2023/01/23 01:00,8586
101,38,2,2,no,35,30,2023/02/21 23:00,2023/02/23 21:00,17250
102,9,5,6,yes,44,10,2023/02/20 03:00,2023/02/21 01:00,15884
103,31,7,8,yes,17,3,2023/01/02 11:30,2023/01/03 04:30,14722
104,12,3,4,yes,39,34,2023/03/15 02:30,2023/03/15 20:30,8586
105,50,6,6,no,58,73,2023/02/04 17:30,2023/02/06 08:30,30381
106,40,4,4,no,84,75,2023/01/31 18:30,2023/02/01 22:30,17500
107,66,4,5,yes,60,61,2023/01/22 10:00,2023/01/23 04:00,11250
108,18,5,6,yes,4,18,2023/01/03 06:00,2023/01/04 11:00,20938
109,51,3,3,no,99,73,2023/01/14 04:00,2023/01/15 15:00,16695
110,21,1,1,no,89,74,2023/02/19 12:00,2023/02/20 10:00,5522
111,45,1,1,no,42,15,2023/02/17 06:00,2023/02/17 16:00,2510
112,78,2,2,no,52,77,2023/01/10 02:30,2023/01/10 19:30,6375
113,9,6,6,no,64,13,2023/01/06 20:00,2023/01/07 02:00,4674
114,70,2,3,yes,51,8,2023/02/04 16:30,2023/02/05 08:30,6000
115,52,10,10,no,11,69,2023/01/01 03:30,2023/01/02 17:30,46208
116,17,4,5,yes,74,51,2023/02/25 20:00,2023/02/27 17:00,28125
117,77,1,1,no,86,50,2023/01/24 17:30,2023/01/26 11:30,10542
118,31,7,8,yes,7,91,2023/02/27 23:00,2023/03/01 03:00,24248
119,72,2,2,no,52,40,2023/01/20 14:30,2023/01/22 11:30,16875
120,49,8,9,yes,28,50,2023/01/03 21:30,2023/01/04 22:30,25275
121,61,10,10,no,47,95,2023/01/25 09:30,2023/01/26 08:30,27968
122,32,4,4,no,71,70,2023/02/24 07:00,2023/02/25 07:00,15000
123,47,4,5,yes,27,28,2023/03/22 12:00,2023/03/23 14:00,16250
124,31,7,8,yes,57,79,2023/03/19 03:00,2023/03/20 18:00,33774
125,46,8,8,no,96,12,2023/02/03 22:30,2023/02/04 09:30,11121
126,7,7,7,no,90,89,2023/02/20 07:30,2023/02/22 00:30,35506
127,69,3,4,yes,43,30,2023/03/07 00:00,2023/03/08 03:00,12879
128,57,10,10,no,27,46,2023/01/12 02:00,2023/01/13 06:00,34048
129,16,2,3,yes,50,78,2023/02/04 08:30,2023/02/05 22:30,14250
130,58,7,7,no,90,83,2023/03/02 07:00,2023/03/03 14:00,26846
131,15,7,8,yes,96,94,2023/03/21 03:00,2023/03/22 22:00,37238
132,27,1,1,no,25,3,2023/03/03 18:30,2023/03/05 04:30,8534
133,10,8,9,yes,17,59,2023/03/22 09:00,2023/03/24 00:00,39429
134,12,3,4,yes,62,35,2023/03/09 20:00,2023/03/11 18:00,21942
135,75,6,6,no,17,54,2023/01/10 02:00,2023/01/11 00:00,17138
136,51,3,3,no,57,70,2023/01/17 16:00,2023/01/18 01:00,4293
137,79,1,1,no,19,64,2023/02/18 10:00,2023/02/19 07:00,5271
138,37,6,7,yes,13,26,2023/02/20 07:00,2023/02/20 18:00,8569
139,47,4,5,yes,13,51,2023/01/07 20:00,2023/01/09 05:00,20625
140,30,8,8,no,74,89,2023/01/03 19:00,2023/01/03 21:00,2022
141,80,1,1,no,88,83,2023/01/25 10:00,2023/01/25 16:00,1506
142,75,5,6,yes,80,22,2023/01/13 05:30,2023/01/13 13:30,5776
143,70,2,3,yes,75,47,2023/03/07 07:30,2023/03/08 17:30,12750
144,46,8,8,no,9,54,2023/02/21 01:00,2023/02/21 19:00,18198
145,12,3,4,yes,90,67,2023/02/01 17:00,2023/02/03 14:00,21465
146,73,6,6,no,54,48,2023/02/28 06:00,2023/02/28 23:00,13243
147,22,8,8,no,21,56,2023/01/14 13:30,2023/01/15 06:30,17187
148,57,10,10,no,78,52,2023/01/30 19:30,2023/01/31 06:30,13376
149,72,2,2,no,5,80,2023/01/12 02:30,2023/01/13 15:30,13875
150,28,7,7,no,40,7,2023/02/24 03:30,2023/02/24 07:30,3464
151,57,9,10,yes,22,99,2023/03/16 04:30,2023/03/17 08:30,30940
152,40,3,4,yes,100,35,2023/02/05 22:30,2023/02/07 02:30,13356
153,61,10,10,no,37,88,2023/01/16 08:00,2023/01/17 04:00,24320
154,78,2,2,no,75,36,2023/01/13 23:30,2023/01/15 17:30,15750
155,73,5,6,yes,21,7,2023/03/01 12:30,2023/03/02 08:30,14440
156,41,6,7,yes,76,6,2023/01/02 15:00,2023/01/03 14:00,17917
157,16,3,3,no,65,36,2023/03/07 04:30,2023/03/07 19:30,7155
