Accepted sales revenue: 3988335
Profit with rejection compensation: 3904175
Accepted orders: 239 / 240
Moving time used: 21240 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,3,6,7,yes,36,66,2023/01/28 16:00,2023/01/29 23:00,23126
2,35,5,6,yes,64,2,2023/01/25 21:00,2023/01/26 12:00,9150
3,49,5,5,no,96,82,2023/01/25 23:00,2023/01/26 13:00,8540
4,73,9,10,yes,91,79,2023/02/14 14:30,2023/02/16 07:30,43132
5,47,5,6,yes,31,45,2023/01/23 16:30,2023/01/24 05:30,7930
6,46,1,1,no,68,40,2023/01/02 17:30,2023/01/04 03:30,9146
7,73,10,10,no,5,52,2023/01/06 14:00,2023/01/08 03:00,43105
8,65,5,6,yes,72,17,2023/02/17 12:30,2023/02/18 03:30,9150
9,55,4,4,no,86,19,2023/01/23 18:30,2023/01/24 21:30,13608
10,22,6,7,yes,76,62,2023/02/21 01:30,2023/02/22 02:30,18650
11,45,4,5,yes,38,60,2023/01/06 10:30,2023/01/06 16:30,3024
12,6,2,2,no,71,94,2023/02/18 09:30,2023/02/19 06:30,7245
13,14,3,3,no,37,37,2023/02/08 15:30,2023/02/09 11:30,9020
14,3,6,7,yes,71,35,2023/01/22 20:00,2023/01/23 05:00,6714
15,59,3,4,yes,59,42,2023/02/17 10:00,2023/02/18 06:00,9020
16,3,7,7,no,78,84,2023/02/01 02:00,2023/02/01 17:00,12855
17,45,4,5,yes,57,77,2023/01/31 21:00,2023/02/01 16:00,9576
18,71,1,2,yes,35,8,2023/01/09 18:00,2023/01/11 07:00,9953
19,54,3,3,no,48,71,2023/01/16 15:00,2023/01/18 03:00,16236
20,54,2,3,yes,82,98,2023/02/05 17:30,2023/02/06 08:30,5175
21,59,3,4,yes,19,27,2023/02/08 10:00,2023/02/08 12:00,902
22,7,6,6,no,91,5,2023/01/19 02:30,2023/01/20 13:30,26110
23,20,3,3,no,65,80,2023/01/27 12:30,2023/01/28 13:30,11275
24,25,6,6,no,36,42,2023/02/17 10:30,2023/02/18 16:30,22380
25,23,8,8,no,46,95,2023/02/13 02:00,2023/02/14 03:00,24425
26,30,1,2,yes,16,90,2023/01/05 11:00,2023/01/06 12:00,6725
27,59,3,4,yes,61,25,2023/01/13 10:00,2023/01/13 21:00,4961
28,33,2,3,yes,62,46,2023/01/01 10:30,2023/01/02 00:30,4830
29,23,7,8,yes,55,59,2023/02/18 05:30,2023/02/19 20:30,33423
30,49,5,5,no,69,27,2023/02/11 09:30,2023/02/11 17:30,4880
31,56,5,5,no,44,42,2023/02/09 14:30,2023/02/10 23:30,20130
32,41,8,8,no,43,16,2023/01/30 09:00,2023/02/01 06:00,43965
33,80,7,7,no,38,24,2023/01/02 19:30,2023/01/04 14:30,36851
34,51,7,8,yes,71,63,2023/01/22 19:30,2023/01/24 14:30,36851
35,59,3,4,yes,86,23,2023/01/24 00:00,2023/01/25 05:00,13079
36,58,1,2,yes,88,31,2023/01/13 12:00,2023/01/14 06:00,4842
37,5,10,10,no,64,75,2023/02/09 06:30,2023/02/10 15:30,38445
38,68,7,7,no,12,91,2023/02/04 11:00,2023/02/05 03:00,13712
39,5,10,10,no,10,25,2023/02/22 05:30,2023/02/23 19:30,44270
40,61,3,4,yes,99,30,2023/01/09 14:30,2023/01/10 23:30,14883
41,3,6,7,yes,100,96,2023/02/19 09:00,2023/02/19 23:00,10444
42,51,7,8,yes,37,47,2023/02/21 23:30,2023/02/23 11:30,30852
43,8,3,4,yes,16,99,2023/01/15 13:00,2023/01/16 22:00,14883
44,28,4,5,yes,25,39,2023/01/22 12:00,2023/01/24 07:00,21672
45,1,2,3,yes,26,39,2023/02/15 06:30,2023/02/17 01:30,14835
46,22,6,7,yes,71,94,2023/01/31 16:30,2023/02/01 16:30,17904
47,65,6,6,no,85,75,2023/02/20 03:00,2023/02/20 08:00,3730
48,65,6,6,no,99,86,2023/02/01 14:30,2023/02/01 16:30,1492
49,79,4,5,yes,41,76,2023/02/25 17:30,2023/02/27 13:30,22176
50,26,8,8,no,8,94,2023/02/23 22:30,2023/02/25 03:30,28333
51,22,7,7,no,69,43,2023/02/12 03:00,2023/02/13 03:00,20568
52,80,6,7,yes,98,90,2023/02/04 11:30,2023/02/04 14:30,2238
53,26,7,8,yes,95,37,2023/02/13 10:00,2023/02/14 09:00,19711
54,7,6,6,no,41,37,2023/01/22 10:30,2023/01/23 14:30,20888
55,38,7,8,yes,28,90,2023/02/05 01:00,2023/02/05 17:00,13712
56,42,1,2,yes,67,40,2023/02/19 03:00,2023/02/19 17:00,3766
57,67,8,8,no,31,86,2023/02/20 00:30,2023/02/20 18:30,17586
58,8,4,4,no,7,89,2023/01/25 04:30,2023/01/26 21:30,20664
59,1,2,3,yes,39,48,2023/01/30 07:00,2023/01/31 11:00,9660
60,48,9,10,yes,58,30,2023/01/30 14:30,2023/01/31 10:30,21040
61,70,4,4,no,82,46,2023/01/07 09:30,2023/01/08 23:30,19152
62,71,1,2,yes,3,83,2023/01/07 05:00,2023/01/09 04:00,12643
63,46,1,1,no,92,86,2023/01/16 00:00,2023/01/16 22:00,5918
64,22,6,7,yes,8,90,2023/02/15 10:00,2023/02/15 15:00,3730
65,11,2,3,yes,84,67,2023/02/23 23:30,2023/02/25 09:30,11730
66,34,6,7,yes,31,36,2023/02/09 07:00,2023/02/09 22:00,11190
67,48,10,10,no,45,66,2023/02/05 08:30,2023/02/06 23:30,45435
68,6,1,2,yes,31,1,2023/01/09 05:30,2023/01/09 16:30,2959
69,2,8,9,yes,24,38,2023/01/24 13:30,2023/01/25 03:30,13678
70,2,9,9,no,77,79,2023/01/22 01:00,2023/01/22 04:00,3156
71,5,10,10,no,90,7,2023/02/18 17:00,2023/02/18 22:00,5825
72,32,9,9,no,24,12,2023/01/07 13:00,2023/01/08 19:00,31560
73,78,5,6,yes,29,17,2023/01/04 04:00,2023/01/05 01:00,12810
74,40,10,10,no,44,12,2023/02/09 07:00,2023/02/10 07:00,27960
75,41,8,8,no,94,84,2023/02/02 01:30,2023/02/03 18:30,40057
76,58,1,2,yes,69,61,2023/01/07 03:00,2023/01/08 18:00,10491
77,59,4,4,no,92,98,2023/01/08 04:00,2023/01/09 08:00,14112
78,10,9,9,no,71,61,2023/02/21 19:30,2023/02/22 07:30,12624
79,28,5,5,no,33,63,2023/02/25 14:00,2023/02/25 21:00,4270
80,68,6,7,yes,56,75,2023/02/15 12:00,2023/02/16 15:00,20142
81,64,8,9,yes,51,78,2023/02/07 15:00,2023/02/08 03:00,11724
82,19,8,8,no,18,96,2023/01/16 09:30,2023/01/16 21:30,11724
83,53,9,9,no,14,52,2023/02/12 06:00,2023/02/13 02:00,21040
84,74,4,5,yes,77,82,2023/01/28 12:00,2023/01/29 13:00,12600
85,43,5,5,no,70,62,2023/02/09 02:30,2023/02/10 11:30,20130
86,61,4,4,no,30,24,2023/01/18 15:00,2023/01/19 13:00,11088
87,6,1,2,yes,22,14,2023/01/11 11:30,2023/01/12 10:30,6187
88,20,2,3,yes,22,84,2023/01/20 10:00,2023/01/21 04:00,6210
89,65,5,6,yes,21,37,2023/02/14 15:00,2023/02/16 06:00,23790
90,20,2,3,yes,75,59,2023/01/31 08:00,2023/02/02 08:00,16560
91,31,3,3,no,16,25,2023/02/24 15:00,2023/02/26 00:00,14883
92,35,5,6,yes,82,20,2023/02/07 06:00,2023/02/07 11:00,3050
93,73,9,10,yes,32,50,2023/01/31 10:00,2023/01/31 23:00,13676
94,78,5,6,yes,4,53,2023/01/17 11:30,2023/01/19 05:30,25620
95,3,7,7,no,97,83,2023/01/01 05:30,2023/01/03 01:30,37708
96,55,3,4,yes,97,20,2023/02/08 07:30,2023/02/08 12:30,2255
97,39,5,5,no,12,2,2023/02/09 13:30,2023/02/09 22:30,5490
98,62,5,6,yes,53,72,2023/02/03 09:30,2023/02/04 15:30,18300
99,21,3,3,no,49,42,2023/01/15 23:30,2023/01/17 04:30,13079
100,4,7,8,yes,6,35,2023/01/09 12:30,2023/01/11 03:30,33423
