Accepted sales revenue: 15055977
Profit with rejection compensation: 14808799
Accepted orders: 794 / 800
Moving time used: 70470 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,27,5,6,yes,64,10,2023/01/09 00:00,2023/01/09 13:00,8996
2,49,2,2,no,17,60,2023/01/17 14:00,2023/01/18 04:00,5614
3,77,4,5,yes,45,55,2023/01/13 17:00,2023/01/15 05:00,22788
4,33,5,5,no,2,45,2023/01/14 08:00,2023/01/14 15:00,4844
5,62,2,3,yes,26,73,2023/02/01 13:30,2023/02/02 21:30,12832
6,23,1,2,yes,28,84,2023/01/22 04:30,2023/01/22 20:30,5200
7,29,2,3,yes,78,56,2023/01/02 12:30,2023/01/03 06:30,7218
8,45,5,5,no,100,16,2023/02/04 15:30,2023/02/04 21:30,4152
9,25,7,7,no,60,85,2023/01/22 06:30,2023/01/22 19:30,12181
10,20,2,3,yes,72,59,2023/01/17 21:00,2023/01/19 19:00,18446
11,14,10,10,no,12,11,2023/01/09 15:00,2023/01/11 15:00,60288
12,35,5,6,yes,85,39,2023/01/25 00:30,2023/01/25 20:30,13840
13,12,1,1,no,70,52,2023/02/08 19:30,2023/02/09 06:30,3575
14,42,4,4,no,82,18,2023/01/02 19:30,2023/01/04 06:30,22155
15,57,3,3,no,21,34,2023/01/10 22:00,2023/01/12 21:00,24393
16,63,3,3,no,74,18,2023/01/03 19:00,2023/01/04 13:00,9342
17,32,8,8,no,90,53,2023/01/18 14:30,2023/01/20 14:30,49392
18,65,1,1,no,47,96,2023/01/31 00:00,2023/01/31 23:00,7475
19,70,7,8,yes,31,26,2023/02/07 10:30,2023/02/08 03:30,15929
20,14,9,10,yes,6,3,2023/01/26 04:30,2023/01/26 12:30,9128
21,70,7,8,yes,17,11,2023/01/28 02:30,2023/01/28 22:30,18740
22,4,5,6,yes,18,83,2023/01/04 21:00,2023/01/06 16:00,29756
