Accepted sales revenue: 10474343
Profit with rejection compensation: 4093985
Accepted orders: 559 / 800
Moving time used: 49320 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,61,3,4,yes,18,51,2023/01/05 05:00,2023/01/06 12:00,11005
2,16,1,2,yes,2,62,2023/01/01 13:30,2023/01/01 16:30,684
4,16,1,2,yes,73,47,2023/01/08 03:00,2023/01/09 20:00,9348
7,51,7,7,no,41,45,2023/01/06 14:30,2023/01/07 23:30,28149
8,62,2,2,no,6,57,2023/01/06 10:30,2023/01/07 09:30,6417
11,38,1,1,no,2,63,2023/01/01 05:00,2023/01/02 17:00,8208
13,29,2,2,no,81,41,2023/01/02 16:00,2023/01/03 09:00,4743
14,46,9,9,no,51,90,2023/01/10 17:30,2023/01/11 08:30,16515
15,50,7,7,no,70,73,2023/01/09 03:00,2023/01/10 01:00,18766
16,3,6,6,no,84,1,2023/01/09 12:30,2023/01/11 04:30,29680
17,75,5,5,no,90,62,2023/01/02 23:00,2023/01/03 22:00,13869
18,20,6,7,yes,37,59,2023/01/02 08:00,2023/01/03 17:00,24486
20,22,9,10,yes,24,31,2023/01/02 21:30,2023/01/04 10:30,40737
21,5,8,8,no,19,60,2023/01/11 13:00,2023/01/12 22:00,31911
22,18,4,4,no,69,89,2023/01/02 17:00,2023/01/04 16:00,23547
25,72,3,3,no,97,54,2023/01/10 13:30,2023/01/12 05:30,14200
26,33,5,5,no,81,49,2023/01/06 19:30,2023/01/07 01:30,3618
27,13,10,10,no,15,6,2023/01/01 09:00,2023/01/01 12:00,3618
28,13,10,10,no,78,30,2023/01/08 02:30,2023/01/09 14:30,43416
32,74,9,10,yes,20,88,2023/01/11 18:00,2023/01/12 16:00,24222
33,44,3,4,yes,81,32,2023/01/09 06:30,2023/01/10 09:30,9585
34,33,4,5,yes,39,37,2023/01/08 19:00,2023/01/09 00:00,2505
35,37,6,7,yes,6,65,2023/01/11 19:30,2023/01/12 03:30,5936
36,19,5,5,no,87,18,2023/01/09 07:30,2023/01/09 10:30,1809
37,32,9,9,no,82,45,2023/01/07 01:30,2023/01/07 19:30,19818
39,45,7,7,no,33,58,2023/01/08 19:30,2023/01/09 16:30,17913
40,59,9,9,no,34,27,2023/01/09 12:30,2023/01/10 15:30,29727
41,26,3,4,yes,83,89,2023/01/01 03:00,2023/01/02 20:00,14555
42,78,3,3,no,75,14,2023/01/04 05:00,2023/01/05 08:00,9585
43,22,10,10,no,73,54,2023/01/06 20:00,2023/01/07 22:00,31356
46,60,2,2,no,45,14,2023/01/02 01:00,2023/01/03 13:00,10044
49,80,5,5,no,60,93,2023/01/04 17:00,2023/01/06 17:00,28944
50,76,3,4,yes,76,51,2023/01/11 07:30,2023/01/12 11:30,9940
52,27,6,6,no,52,42,2023/01/07 18:30,2023/01/09 17:30,34874
53,19,4,5,yes,49,9,2023/01/08 03:30,2023/01/08 18:30,7515
54,54,10,10,no,57,77,2023/01/11 16:00,2023/01/13 10:00,50652
56,10,10,10,no,32,59,2023/01/06 15:30,2023/01/07 07:30,19296
57,55,4,5,yes,85,10,2023/01/07 20:00,2023/01/09 08:00,18036
59,46,9,9,no,43,77,2023/01/09 06:00,2023/01/10 08:00,28626
60,1,5,5,no,85,11,2023/01/09 06:00,2023/01/09 16:00,6030
61,33,4,5,yes,5,36,2023/01/05 03:00,2023/01/06 12:00,16533
66,62,2,2,no,66,49,2023/01/07 18:00,2023/01/09 08:00,10602
67,47,2,2,no,85,31,2023/01/05 13:00,2023/01/05 16:00,837
68,2,1,1,no,27,3,2023/01/04 14:00,2023/01/06 04:00,8664
69,73,9,9,no,64,47,2023/01/04 00:00,2023/01/04 18:00,19818
71,2,1,1,no,98,3,2023/01/07 02:00,2023/01/07 04:00,456
72,30,2,2,no,91,45,2023/01/04 22:30,2023/01/05 16:30,5022
76,48,3,4,yes,67,91,2023/01/06 20:00,2023/01/08 16:00,15620
77,23,9,9,no,53,32,2023/01/10 21:00,2023/01/12 17:00,48444
78,58,1,1,no,4,26,2023/01/08 04:30,2023/01/09 15:30,7980
79,80,5,5,no,83,72,2023/01/08 01:00,2023/01/08 16:00,9045
82,31,10,10,no,3,55,2023/01/02 04:00,2023/01/02 19:00,18090
83,3,6,6,no,30,69,2023/01/07 05:00,2023/01/08 23:00,31164
85,77,8,8,no,6,69,2023/01/11 03:00,2023/01/12 16:00,35779
86,22,10,10,no,30,30,2023/01/09 08:30,2023/01/10 20:30,43416
87,11,8,8,no,81,77,2023/01/06 14:00,2023/01/07 06:00,15472
88,63,8,9,yes,14,25,2023/01/02 03:30,2023/01/03 21:30,40614
90,8,4,4,no,61,11,2023/01/03 20:30,2023/01/04 04:30,4008
92,69,4,5,yes,86,88,2023/01/11 08:00,2023/01/12 05:00,10521
93,54,9,10,yes,96,16,2023/01/03 07:00,2023/01/04 02:00,20919
94,42,5,5,no,88,90,2023/01/11 19:30,2023/01/13 07:30,21708
95,74,9,10,yes,15,25,2023/01/01 04:00,2023/01/02 12:00,35232
97,31,10,10,no,11,24,2023/01/07 07:30,2023/01/09 07:30,57888
99,19,5,5,no,66,73,2023/01/09 21:00,2023/01/11 08:00,21105
100,21,5,5,no,78,37,2023/01/05 04:00,2023/01/06 02:00,13266
101,68,1,1,no,53,33,2023/01/07 20:30,2023/01/08 00:30,912
104,62,2,2,no,38,56,2023/01/03 19:00,2023/01/05 19:00,13392
105,76,4,4,no,41,77,2023/01/07 10:30,2023/01/08 05:30,9519
106,67,8,8,no,74,99,2023/01/01 10:30,2023/01/02 21:30,33845
107,49,6,6,no,46,21,2023/01/03 00:00,2023/01/04 23:00,34874
108,10,9,10,yes,31,23,2023/01/11 23:00,2023/01/13 04:00,31929
109,45,7,7,no,56,19,2023/01/07 16:30,2023/01/08 10:30,15354
110,66,6,6,no,31,50,2023/01/05 09:00,2023/01/06 10:00,18550
