Accepted sales revenue: 17260923
Profit with rejection compensation: 17243329
Accepted orders: 799 / 800
Moving time used: 71460 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,65,4,4,no,94,38,2023/02/28 06:00,2023/03/01 14:00,23008
2,28,5,5,no,46,97,2023/02/21 06:30,2023/02/23 06:30,40032
3,80,4,5,yes,35,32,2023/01/05 07:00,2023/01/06 06:00,16537
4,78,1,2,yes,74,27,2023/01/01 13:30,2023/01/01 19:30,1974
5,71,7,7,no,35,66,2023/02/09 20:00,2023/02/10 01:00,5315
6,80,4,5,yes,72,61,2023/02/12 08:00,2023/02/12 22:00,10066
7,4,2,2,no,53,8,2023/02/09 23:00,2023/02/10 12:00,6019
8,18,2,2,no,49,55,2023/01/28 19:30,2023/01/30 10:30,18057
9,15,10,10,no,59,89,2023/03/10 00:00,2023/03/10 05:00,6530
10,65,3,4,yes,65,62,2023/03/03 03:00,2023/03/04 09:00,18270
11,76,2,2,no,75,9,2023/02/11 12:00,2023/02/11 23:00,5093
12,44,9,9,no,16,84,2023/03/06 05:30,2023/03/07 11:30,36840
13,25,3,3,no,77,67,2023/02/21 13:00,2023/02/23 09:00,26796
14,9,7,7,no,99,34,2023/01/13 03:30,2023/01/13 20:30,18071
15,67,8,9,yes,79,28,2023/01/06 18:30,2023/01/08 14:30,51788
16,76,2,2,no,9,85,2023/03/08 08:00,2023/03/09 03:00,8797
17,1,2,3,yes,31,76,2023/02/28 15:30,2023/03/02 08:30,18983
18,8,10,10,no,75,62,2023/02/20 05:30,2023/02/22 01:30,57464
19,54,3,3,no,66,29,2023/02/26 04:30,2023/02/27 13:30,20097
20,55,1,2,yes,28,29,2023/01/31 07:00,2023/02/01 21:00,12502
21,24,7,8,yes,7,21,2023/02/06 06:00,2023/02/07 07:00,26575
22,10,9,10,yes,30,94,2023/02/02 08:30,2023/02/03 14:30,36840
23,61,2,3,yes,6,76,2023/03/10 20:00,2023/03/11 16:00,9260
24,20,1,2,yes,3,59,2023/01/27 22:00,2023/01/28 10:00,3948
25,10,9,10,yes,17,22,2023/01/30 15:00,2023/01/31 14:00,28244
26,55,1,2,yes,16,79,2023/01/06 02:00,2023/01/07 11:00,10857
27,66,1,2,yes,79,20,2023/02/15 15:00,2023/02/16 21:00,9870
28,9,7,7,no,38,46,2023/03/08 02:00,2023/03/08 18:00,17008
29,5,9,9,no,1,91,2023/01/28 19:00,2023/01/29 17:00,27016
30,28,4,5,yes,63,5,2023/01/22 07:00,2023/01/22 11:00,2876
31,52,7,7,no,59,21,2023/01/07 02:00,2023/01/07 07:00,5315
32,48,10,10,no,12,52,2023/02/18 12:30,2023/02/19 21:30,43098
33,58,8,9,yes,24,46,2023/01/18 20:00,2023/01/19 00:00,4708
34,3,6,6,no,66,40,2023/03/12 11:30,2023/03/13 01:30,13566
35,76,1,2,yes,50,51,2023/01/29 06:00,2023/01/30 12:00,9870
36,10,10,10,no,1,83,2023/02/04 19:30,2023/02/06 18:30,61382
37,9,7,7,no,93,37,2023/03/12 11:30,2023/03/13 02:30,15945
38,6,3,3,no,10,7,2023/01/01 03:30,2023/01/01 06:30,1827
39,78,1,2,yes,10,57,2023/02/22 15:00,2023/02/24 04:00,12173
40,4,2,2,no,6,72,2023/02/13 22:30,2023/02/15 18:30,20372
41,8,10,10,no,37,37,2023/02/10 08:30,2023/02/10 15:30,9142
42,31,1,2,yes,26,34,2023/02/16 02:30,2023/02/17 08:30,9870
43,8,9,10,yes,32,1,2023/02/28 22:00,2023/03/02 00:00,31928
44,60,5,6,yes,38,91,2023/02/28 18:30,2023/03/01 20:30,21684
45,43,6,7,yes,20,97,2023/03/04 15:30,2023/03/06 02:30,33915
46,7,8,9,yes,45,68,2023/02/18 04:00,2023/02/19 09:00,34133
47,78,1,2,yes,66,6,2023/02/09 07:30,2023/02/09 13:30,1974
48,25,2,3,yes,82,91,2023/01/24 19:30,2023/01/26 18:30,21761
49,7,9,9,no,98,9,2023/01/09 19:00,2023/01/11 16:00,55260
50,36,6,6,no,40,14,2023/03/09 05:30,2023/03/10 11:30,29070
51,40,9,9,no,92,5,2023/03/09 12:30,2023/03/09 14:30,2456
52,18,2,2,no,38,60,2023/03/08 17:30,2023/03/09 17:30,11112
53,20,1,2,yes,66,97,2023/02/25 02:30,2023/02/25 20:30,5922
54,5,8,9,yes,90,5,2023/01/11 23:00,2023/01/12 22:00,27071
55,26,9,9,no,86,78,2023/03/06 07:30,2023/03/08 05:30,56488
56,50,6,6,no,13,37,2023/02/02 11:00,2023/02/02 13:00,1938
57,59,1,1,no,52,96,2023/02/11 23:00,2023/02/12 02:00,987
58,26,8,9,yes,80,93,2023/02/15 16:30,2023/02/15 22:30,7062
59,63,1,1,no,85,49,2023/03/08 11:30,2023/03/10 08:30,14805
60,29,5,5,no,89,84,2023/01/20 16:30,2023/01/21 18:30,21684
61,55,2,2,no,68,83,2023/03/11 16:30,2023/03/12 13:30,9723
62,50,5,6,yes,72,93,2023/02/28 21:00,2023/03/01 20:00,19182
63,41,7,7,no,11,33,2023/02/11 15:00,2023/02/13 15:00,51024
64,19,7,8,yes,62,3,2023/02/23 21:00,2023/02/24 08:00,11693
65,36,6,6,no,28,48,2023/03/02 17:30,2023/03/04 09:30,38760
66,64,4,5,yes,8,10,2023/01/06 21:00,2023/01/08 18:00,32355
67,34,5,6,yes,16,99,2023/01/17 23:00,2023/01/18 01:00,1668
68,30,4,5,yes,100,34,2023/02/20 15:00,2023/02/21 19:00,20132
69,67,8,9,yes,89,94,2023/01/09 14:30,2023/01/11 00:30,40018
70,25,3,3,no,91,81,2023/01/22 17:30,2023/01/23 05:30,7308
71,36,6,6,no,6,51,2023/02/02 19:00,2023/02/04 10:00,37791
72,49,7,7,no,92,14,2023/03/03 01:00,2023/03/03 15:00,14882
73,41,7,7,no,63,21,2023/03/03 21:00,2023/03/04 16:00,20197
74,70,2,3,yes,80,21,2023/02/20 06:30,2023/02/21 05:30,10649
75,30,4,5,yes,48,26,2023/01/05 21:00,2023/01/06 18:00,15099
76,41,7,7,no,47,43,2023/02/09 04:30,2023/02/11 00:30,46772
77,61,2,3,yes,31,100,2023/01/01 04:00,2023/01/02 21:00,18983
78,78,1,2,yes,2,92,2023/02/24 17:30,2023/02/25 23:30,9870
79,51,2,2,no,16,37,2023/02/02 11:00,2023/02/03 11:00,11112
80,4,1,2,yes,59,43,2023/02/20 09:00,2023/02/20 11:00,658
81,55,1,2,yes,21,61,2023/01/18 11:30,2023/01/19 04:30,5593
82,13,4,5,yes,51,52,2023/02/25 21:30,2023/02/27 07:30,24446
83,69,10,10,no,2,2,2023/03/08 00:30,2023/03/08 13:30,16978
84,72,1,2,yes,29,82,2023/02/01 11:30,2023/02/01 22:30,3619
85,36,5,6,yes,27,87,2023/01/15 21:30,2023/01/16 08:30,9174
86,56,8,9,yes,13,37,2023/02/04 19:00,2023/02/05 21:00,30602
87,26,8,9,yes,53,9,2023/01/09 19:30,2023/01/10 08:30,15301
88,2,3,3,no,19,22,2023/02/11 12:00,2023/02/12 08:00,12180
89,65,4,4,no,15,81,2023/02/08 22:30,2023/02/09 05:30,5033
90,49,6,7,yes,29,29,2023/02/17 10:00,2023/02/19 01:00,37791
91,12,9,10,yes,86,15,2023/03/03 04:30,2023/03/04 06:30,31928
92,5,8,9,yes,69,82,2023/01/20 16:00,2023/01/21 20:00,32956
93,25,3,3,no,40,9,2023/01/08 09:00,2023/01/08 18:00,5481
94,26,8,9,yes,32,89,2023/01/23 10:00,2023/01/25 04:00,49434
95,36,5,6,yes,70,37,2023/01/10 00:00,2023/01/10 15:00,12510
96,63,1,1,no,54,96,2023/02/08 07:30,2023/02/09 19:30,11844
97,79,8,9,yes,63,42,2023/02/14 15:00,2023/02/15 16:00,29425
98,36,5,6,yes,91,25,2023/02/23 21:00,2023/02/25 06:00,27522
99,41,7,7,no,59,30,2023/01/06 14:00,2023/01/07 23:00,35079
100,4,1,2,yes,24,66,2023/01/18 08:30,2023/01/19 18:30,11186
101,58,8,9,yes,82,18,2023/03/09 17:30,2023/03/10 15:30,25894
