Accepted sales revenue: 14833372
Profit with rejection compensation: 14815622
Accepted orders: 798 / 800
Moving time used: 70830 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,25,4,5,yes,85,27,2023/01/10 17:00,2023/01/11 07:00,7350
2,12,1,1,no,30,57,2023/01/13 20:30,2023/01/14 21:30,6225
3,27,2,3,yes,37,93,2023/01/14 22:00,2023/01/15 06:00,2544
4,11,4,5,yes,49,74,2023/01/19 20:00,2023/01/20 03:00,3675
5,27,3,3,no,58,85,2023/01/15 14:00,2023/01/16 16:00,10660
6,15,5,5,no,68,64,2023/01/07 13:30,2023/01/08 21:30,21152
7,54,10,10,no,97,28,2023/01/11 18:00,2023/01/13 06:00,46260
8,8,9,9,no,84,87,2023/01/02 16:00,2023/01/04 09:00,46945
9,6,9,10,yes,63,62,2023/01/13 12:00,2023/01/14 04:00,18320
10,4,8,8,no,47,23,2023/01/12 04:30,2023/01/13 21:30,41656
11,11,4,5,yes,81,84,2023/01/14 11:30,2023/01/16 05:30,22050
12,28,7,8,yes,70,3,2023/01/04 12:30,2023/01/06 11:30,41877
13,23,4,4,no,87,69,2023/01/07 00:30,2023/01/08 08:30,16800
14,45,10,10,no,90,49,2023/01/05 11:30,2023/01/06 02:30,19275
15,42,3,3,no,35,15,2023/01/14 23:30,2023/01/16 15:30,16400
16,75,10,10,no,72,27,2023/01/08 20:30,2023/01/10 05:30,42405
17,13,6,7,yes,38,62,2023/01/21 08:00,2023/01/23 03:00,32035
18,3,7,7,no,40,57,2023/01/16 07:00,2023/01/17 07:00,21384
19,33,9,10,yes,65,58,2023/01/15 00:30,2023/01/16 16:30,45800
20,54,9,10,yes,51,43,2023/01/08 22:30,2023/01/10 19:30,51525
21,75,9,10,yes,7,54,2023/01/23 22:30,2023/01/25 05:30,35495
22,35,5,5,no,42,47,2023/01/10 10:30,2023/01/11 03:30,11237
23,23,3,4,yes,80,94,2023/01/14 21:00,2023/01/15 17:00,8200
24,18,9,9,no,8,8,2023/01/11 02:00,2023/01/12 05:00,30915
25,52,6,7,yes,51,91,2023/01/03 12:30,2023/01/04 19:30,23095
26,60,4,5,yes,44,16,2023/01/08 09:30,2023/01/09 21:30,18900
27,71,9,10,yes,42,59,2023/01/05 07:00,2023/01/06 14:00,35495
