Accepted sales revenue: 14887546
Profit with rejection compensation: 14887546
Accepted orders: 800 / 800
Moving time used: 70650 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,64,6,7,yes,3,53,2023/03/20 13:00,2023/03/21 17:00,21280
2,48,2,3,yes,100,26,2023/03/09 16:30,2023/03/10 12:30,6580
3,30,7,7,no,22,50,2023/02/20 22:00,2023/02/21 08:00,8870
4,68,9,10,yes,20,39,2023/03/24 11:30,2023/03/24 18:30,7546
5,40,7,8,yes,70,80,2023/01/02 05:30,2023/01/03 10:30,25723
6,39,7,8,yes,76,9,2023/02/04 13:30,2023/02/06 06:30,36367
7,43,10,10,no,17,86,2023/01/28 01:30,2023/01/28 22:30,25704
8,71,9,9,no,32,57,2023/02/11 16:00,2023/02/12 02:00,10780
9,74,7,7,no,62,50,2023/02/27 02:00,2023/02/27 14:00,10644
10,54,3,3,no,29,77,2023/01/03 11:00,2023/01/05 02:00,18525
11,54,2,3,yes,96,86,2023/03/28 10:00,2023/03/30 05:00,14147
12,44,1,2,yes,20,64,2023/02/10 12:00,2023/02/10 20:00,2016
13,8,4,5,yes,43,77,2023/03/03 04:30,2023/03/04 18:30,21546
14,41,7,7,no,95,40,2023/01/16 01:30,2023/01/17 11:30,30158
15,3,8,8,no,92,61,2023/01/09 10:00,2023/01/10 12:00,25584
16,24,1,2,yes,82,88,2023/01/19 02:00,2023/01/19 06:00,1008
17,71,8,9,yes,30,23,2023/03/24 22:30,2023/03/25 21:30,22632
18,76,9,10,yes,35,93,2023/01/03 06:00,2023/01/04 02:00,21560
19,31,3,3,no,73,13,2023/02/11 16:00,2023/02/13 10:00,19950
20,3,7,8,yes,15,36,2023/03/23 02:30,2023/03/24 21:30,38141
21,66,9,10,yes,73,50,2023/01/10 20:00,2023/01/12 11:00,42042
22,4,8,9,yes,25,4,2023/04/01 16:30,2023/04/03 02:30,33456
23,74,7,7,no,93,77,2023/02/01 01:00,2023/02/02 02:00,22175
24,73,1,2,yes,1,33,2023/01/28 18:30,2023/01/30 09:30,9828
25,4,9,9,no,12,89,2023/02/18 13:30,2023/02/20 12:30,50666
26,17,8,9,yes,45,97,2023/03/25 10:00,2023/03/26 10:00,23616
27,10,4,5,yes,58,54,2023/01/13 15:30,2023/01/14 19:30,15876
28,33,5,6,yes,64,34,2023/01/10 19:30,2023/01/12 06:30,23625
29,3,8,8,no,45,85,2023/02/09 14:00,2023/02/09 23:00,8856
30,78,3,4,yes,39,39,2023/02/08 23:00,2023/02/09 21:00,10450
31,6,4,5,yes,88,85,2023/01/12 10:30,2023/01/13 13:30,15309
32,6,4,5,yes,98,95,2023/03/05 21:30,2023/03/07 14:30,23247
33,36,3,4,yes,47,86,2023/02/13 08:30,2023/02/15 01:30,19475
34,16,6,7,yes,22,2,2023/01/23 02:00,2023/01/23 18:00,12160
35,73,2,2,no,39,33,2023/01/13 20:30,2023/01/14 07:30,3619
36,17,9,9,no,67,60,2023/02/08 14:00,2023/02/10 09:00,46354
37,22,1,2,yes,12,41,2023/02/23 17:00,2023/02/24 21:00,7056
38,26,9,9,no,21,75,2023/01/30 19:30,2023/01/31 01:30,6468
39,59,7,8,yes,83,49,2023/01/26 04:00,2023/01/27 14:00,30158
40,74,6,7,yes,30,63,2023/01/20 16:00,2023/01/21 16:00,18240
41,67,7,8,yes,96,50,2023/01/23 04:30,2023/01/24 08:30,24836
42,30,7,7,no,37,67,2023/01/15 11:30,2023/01/15 17:30,5322
43,1,7,7,no,95,31,2023/01/20 13:30,2023/01/22 10:30,39915
44,57,2,2,no,13,91,2023/03/28 11:30,2023/03/29 08:30,6909
45,17,9,9,no,12,98,2023/03/07 17:00,2023/03/07 23:00,6468
46,16,7,7,no,68,42,2023/02/27 23:00,2023/02/28 20:00,18627
47,74,7,7,no,29,94,2023/02/16 11:00,2023/02/18 06:00,38141
48,80,5,6,yes,36,51,2023/02/06 15:30,2023/02/08 05:30,25650
49,12,1,1,no,37,77,2023/02/07 13:30,2023/02/08 03:30,3528
50,49,4,4,no,30,19,2023/03/16 02:30,2023/03/17 01:30,13041
51,78,3,4,yes,39,91,2023/02/25 01:00,2023/02/26 10:00,15675
52,66,10,10,no,49,94,2023/01/22 23:30,2023/01/24 17:30,51408
53,75,5,5,no,71,18,2023/03/07 02:30,2023/03/08 08:30,20250
54,20,4,4,no,88,16,2023/01/27 13:00,2023/01/28 21:00,18144
55,69,1,1,no,5,59,2023/01/31 12:30,2023/02/02 00:30,9072
56,42,4,5,yes,38,81,2023/02/21 14:00,2023/02/23 07:00,23247
57,32,5,6,yes,61,95,2023/03/07 07:30,2023/03/07 21:30,9450
58,22,1,2,yes,29,53,2023/01/02 05:00,2023/01/04 02:00,11340
59,75,5,5,no,36,82,2023/01/27 00:30,2023/01/28 09:30,22275
60,33,6,6,no,77,46,2023/01/03 03:30,2023/01/04 06:30,20520
61,63,10,10,no,17,9,2023/03/02 00:00,2023/03/02 10:00,12240
62,3,8,8,no,7,86,2023/02/10 11:30,2023/02/11 12:30,24600
63,10,4,5,yes,58,26,2023/02/26 08:00,2023/02/26 13:00,2835
64,67,8,8,no,59,95,2023/03/10 01:30,2023/03/10 22:30,20664
65,44,2,2,no,53,7,2023/02/26 15:30,2023/02/28 13:30,15134
66,71,9,9,no,25,16,2023/01/20 20:30,2023/01/21 07:30,11858
67,19,9,9,no,21,35,2023/02/04 04:30,2023/02/05 12:30,34496
68,68,10,10,no,96,100,2023/03/15 17:30,2023/03/16 14:30,25704
69,57,2,2,no,79,24,2023/03/15 21:00,2023/03/17 13:00,13160
70,45,7,7,no,40,88,2023/03/29 01:30,2023/03/30 19:30,37254
71,73,1,2,yes,50,7,2023/02/08 05:30,2023/02/08 20:30,3780
72,73,1,2,yes,91,60,2023/01/10 06:30,2023/01/11 18:30,9072
73,78,3,4,yes,16,43,2023/01/11 22:00,2023/01/13 03:00,13775
74,65,3,3,no,25,37,2023/01/16 14:00,2023/01/17 21:00,14725
75,68,10,10,no,62,85,2023/03/18 09:30,2023/03/20 07:30,56304
76,39,8,8,no,36,65,2023/03/18 04:30,2023/03/20 00:30,43296
77,28,5,5,no,82,8,2023/02/26 01:30,2023/02/27 22:30,30375
78,43,10,10,no,36,71,2023/03/30 13:00,2023/03/31 15:00,31824
79,52,10,10,no,38,22,2023/02/27 00:00,2023/02/27 07:00,8568
80,4,9,9,no,91,87,2023/01/02 16:00,2023/01/03 22:00,32340
81,58,1,2,yes,53,83,2023/01/21 14:30,2023/01/23 03:30,9324
82,79,8,8,no,30,99,2023/02/22 00:00,2023/02/22 17:00,16728
83,67,8,8,no,16,72,2023/01/12 17:30,2023/01/14 08:30,38376
84,59,7,8,yes,66,84,2023/01/19 07:30,2023/01/21 01:30,37254
85,21,7,7,no,46,89,2023/01/05 14:30,2023/01/06 18:30,24836
86,22,2,2,no,11,4,2023/03/10 04:00,2023/03/11 13:00,10857
87,45,6,7,yes,20,100,2023/02/24 00:30,2023/02/25 16:30,30400
88,47,3,4,yes,81,49,2023/03/09 17:30,2023/03/10 21:30,13300
89,52,10,10,no,81,34,2023/01/02 17:00,2023/01/03 02:00,11016
90,14,8,8,no,42,5,2023/02/23 21:00,2023/02/25 20:00,46248
91,4,8,9,yes,18,31,2023/02/10 12:30,2023/02/11 18:30,29520
92,68,9,10,yes,14,53,2023/01/11 16:00,2023/01/12 16:00,25872
93,68,9,10,yes,67,54,2023/02/24 11:00,2023/02/24 21:00,10780
94,35,5,5,no,40,22,2023/02/14 16:30,2023/02/15 02:30,6750
95,24,2,2,no,15,98,2023/02/18 09:30,2023/02/19 01:30,5264
96,41,7,7,no,85,74,2023/01/10 06:30,2023/01/11 02:30,17740
97,75,5,5,no,43,6,2023/03/15 10:30,2023/03/16 02:30,10800
98,40,7,8,yes,78,28,2023/02/09 01:30,2023/02/09 04:30,2661
99,41,6,7,yes,55,61,2023/03/20 19:00,2023/03/21 02:00,5320
100,14,8,8,no,70,98,2023/02/26 21:00,2023/02/27 06:00,8856
101,14,7,8,yes,23,38,2023/01/05 08:00,2023/01/06 13:00,25723
102,42,4,5,yes,8,95,2023/01/02 07:30,2023/01/02 18:30,6237
103,52,9,10,yes,36,4,2023/02/21 22:30,2023/02/22 18:30,21560
104,33,5,6,yes,28,25,2023/02/04 09:30,2023/02/04 18:30,6075
105,63,10,10,no,54,66,2023/03/29 16:30,2023/03/30 11:30,23256
106,37,10,10,no,7,92,2023/01/30 19:00,2023/02/01 00:00,35496
107,5,3,3,no,18,65,2023/01/07 12:00,2023/01/07 21:00,4275
108,76,9,10,yes,28,15,2023/02/10 14:30,2023/02/10 16:30,2156
109,45,6,7,yes,26,100,2023/03/14 08:00,2023/03/14 22:00,10640
110,31,3,3,no,56,39,2023/01/22 13:30,2023/01/23 08:30,9025
111,25,5,6,yes,39,17,2023/02/05 12:00,2023/02/07 09:00,30375
112,24,2,2,no,93,23,2023/02/13 06:30,2023/02/13 19:30,4277
113,78,3,4,yes,76,61,2023/02/03 21:00,2023/02/04 02:00,2375
114,8,5,5,no,13,62,2023/01/07 12:00,2023/01/07 16:00,2700
115,2,6,6,no,34,5,2023/01/13 19:30,2023/01/13 23:30,3040
116,2,6,6,no,52,15,2023/03/22 22:30,2023/03/24 12:30,28880
117,63,10,10,no,67,38,2023/02/10 15:30,2023/02/12 15:30,58752
118,5,3,3,no,24,58,2023/02/28 12:30,2023/03/01 19:30,14725
119,43,9,10,yes,36,12,2023/02/18 19:00,2023/02/20 02:00,33418
120,13,2,2,no,73,33,2023/01/02 19:00,2023/01/03 21:00,8554
121,39,7,8,yes,92,25,2023/03/20 18:30,2023/03/21 04:30,8870
122,76,9,10,yes,32,2,2023/03/15 09:30,2023/03/16 09:30,25872
123,68,9,10,yes,57,91,2023/03/06 04:00,2023/03/07 03:00,24794
124,6,5,5,no,28,83,2023/03/12 00:00,2023/03/12 12:00,8100
125,52,10,10,no,75,34,2023/01/28 22:00,2023/01/30 16:00,51408
126,18,1,1,no,90,81,2023/02/17 16:30,2023/02/18 08:30,4032
127,57,1,2,yes,61,63,2023/03/31 11:00,2023/03/31 15:00,1008
128,15,1,2,yes,84,89,2023/02/06 04:30,2023/02/07 20:30,10080
129,13,2,2,no,49,48,2023/02/16 18:30,2023/02/18 08:30,12502
130,55,6,6,no,78,72,2023/01/05 20:30,2023/01/06 22:30,19760
131,66,10,10,no,28,38,2023/01/18 06:30,2023/01/19 05:30,28152
132,67,8,8,no,96,12,2023/02/20 12:00,2023/02/22 12:00,47232
133,61,2,2,no,2,83,2023/02/03 18:00,2023/02/04 01:00,2303
134,31,3,3,no,28,6,2023/02/25 01:00,2023/02/26 23:00,21850
135,8,4,5,yes,56,30,2023/01/13 04:30,2023/01/14 08:30,15876
136,59,7,8,yes,89,49,2023/01/07 03:30,2023/01/08 06:30,23949
137,39,8,8,no,72,50,2023/03/04 05:00,2023/03/05 07:00,25584
138,60,4,4,no,30,34,2023/01/13 19:00,2023/01/15 19:00,27216
139,37,10,10,no,56,29,2023/02/03 07:30,2023/02/04 06:30,28152
140,49,4,4,no,85,83,2023/01/15 20:30,2023/01/16 18:30,12474
141,13,2,2,no,36,6,2023/02/06 23:00,2023/02/08 23:00,15792
142,78,3,4,yes,98,94,2023/02/12 09:00,2023/02/12 12:00,1425
143,32,5,6,yes,96,89,2023/01/16 00:00,2023/01/17 21:00,30375
144,26,8,9,yes,31,62,2023/02/25 13:30,2023/02/25 16:30,2952
145,66,9,10,yes,9,72,2023/02/16 21:30,2023/02/18 12:30,42042
146,67,8,8,no,54,6,2023/03/13 13:00,2023/03/13 20:00,6888
147,50,6,7,yes,20,21,2023/01/31 13:30,2023/02/01 04:30,11400
148,25,6,6,no,30,68,2023/02/28 11:30,2023/03/01 03:30,12160
149,13,1,2,yes,75,37,2023/02/05 07:00,2023/02/06 16:00,8316
150,3,8,8,no,60,93,2023/03/05 15:30,2023/03/07 01:30,33456
151,18,1,1,no,98,82,2023/03/06 04:00,2023/03/07 04:00,6048
152,28,5,5,no,19,97,2023/02/04 07:30,2023/02/06 02:30,29025
153,28,5,5,no,95,24,2023/03/24 12:00,2023/03/25 20:00,21600
154,68,9,10,yes,13,35,2023/01/19 19:30,2023/01/21 19:30,51744
155,60,3,4,yes,95,99,2023/02/09 16:30,2023/02/10 10:30,8550
156,42,5,5,no,42,12,2023/01/31 03:30,2023/02/02 02:30,31725
157,2,6,6,no,71,30,2023/03/31 10:00,2023/04/01 02:00,12160
158,13,1,2,yes,66,94,2023/03/14 23:00,2023/03/16 00:00,6300
159,64,6,7,yes,26,67,2023/02/21 14:00,2023/02/23 06:00,30400
160,53,7,8,yes,48,26,2023/01/06 22:00,2023/01/07 10:00,10644
161,54,2,3,yes,43,9,2023/01/25 18:30,2023/01/27 16:30,15134
162,50,6,7,yes,12,45,2023/01/22 21:30,2023/01/23 23:30,19760
163,23,1,2,yes,89,23,2023/01/17 12:00,2023/01/19 06:00,10584
164,71,8,9,yes,25,89,2023/02/25 19:00,2023/02/27 13:00,41328
165,26,9,9,no,97,20,2023/02/12 11:30,2023/02/12 23:30,12936
166,63,10,10,no,48,19,2023/02/02 13:00,2023/02/04 06:00,50184
167,26,9,9,no,38,29,2023/02/09 18:00,2023/02/10 22:00,30184
168,22,2,2,no,74,12,2023/01/30 01:30,2023/01/30 10:30,2961
169,51,9,10,yes,63,62,2023/03/16 13:30,2023/03/16 15:30,2156
170,3,8,8,no,25,58,2023/02/28 22:00,2023/03/01 00:00,1968
171,6,4,5,yes,49,84,2023/03/24 07:30,2023/03/24 20:30,7371
172,24,2,2,no,65,21,2023/03/07 01:00,2023/03/09 00:00,15463
173,3,7,8,yes,43,95,2023/01/10 23:30,2023/01/12 04:30,25723
174,31,3,3,no,9,82,2023/03/29 17:00,2023/03/31 14:00,21375
175,2,5,6,yes,53,67,2023/02/15 00:30,2023/02/16 04:30,18900
176,32,5,6,yes,84,81,2023/02/08 00:00,2023/02/09 11:00,23625
177,55,6,6,no,13,50,2023/02/14 06:00,2023/02/15 23:00,31160
178,62,4,5,yes,21,62,2023/03/29 06:30,2023/03/29 13:30,3969
179,55,5,6,yes,38,43,2023/03/28 15:00,2023/03/30 08:00,27675
180,51,10,10,no,72,3,2023/02/12 14:00,2023/02/14 00:00,41616
181,68,9,10,yes,46,83,2023/02/27 01:00,2023/02/27 03:00,2156
182,36,3,4,yes,73,35,2023/01/03 04:30,2023/01/04 11:30,14725
183,51,10,10,no,26,77,2023/02/07 06:00,2023/02/07 17:00,13464
184,37,10,10,no,93,57,2023/03/22 15:00,2023/03/24 13:00,56304
185,32,5,6,yes,33,41,2023/03/31 07:30,2023/04/01 18:30,23625
186,41,6,7,yes,14,20,2023/03/17 05:00,2023/03/18 11:00,22800
187,6,4,5,yes,1,26,2023/02/25 00:30,2023/02/26 19:30,24381
188,43,9,10,yes,72,7,2023/03/18 16:30,2023/03/20 10:30,45276
189,48,3,3,no,73,57,2023/02/15 01:00,2023/02/16 09:00,15200
190,63,9,10,yes,44,39,2023/01/18 21:00,2023/01/19 18:00,22638
191,51,10,10,no,27,98,2023/02/02 03:30,2023/02/03 15:30,44064
192,68,9,10,yes,10,92,2023/02/03 20:30,2023/02/04 06:30,10780
193,5,2,3,yes,73,28,2023/02/23 22:30,2023/02/25 17:30,14147
194,76,10,10,no,77,62,2023/01/30 04:30,2023/01/31 09:30,35496
195,8,4,5,yes,77,5,2023/01/24 04:30,2023/01/24 09:30,2835
196,41,6,7,yes,74,52,2023/02/07 18:00,2023/02/09 12:00,31920
197,22,1,2,yes,91,50,2023/03/08 09:00,2023/03/08 21:00,3024
198,68,10,10,no,92,15,2023/01/23 09:00,2023/01/25 04:00,52632
199,66,9,10,yes,39,61,2023/01/03 18:00,2023/01/05 04:00,36652
200,5,2,3,yes,29,91,2023/02/04 23:00,2023/02/06 05:00,9870
201,52,10,10,no,6,57,2023/01/07 03:30,2023/01/08 08:30,35496
202,79,7,8,yes,3,32,2023/01/29 11:30,2023/01/30 01:30,12418
203,15,1,2,yes,100,93,2023/01/14 02:30,2023/01/14 20:30,4536
204,49,4,4,no,61,51,2023/02/26 07:30,2023/02/27 02:30,10773
205,23,2,2,no,95,66,2023/03/15 14:30,2023/03/15 18:30,1316
206,35,4,5,yes,19,53,2023/01/22 13:00,2023/01/24 05:00,22680
207,4,9,9,no,63,9,2023/02/24 09:30,2023/02/25 19:30,36652
208,80,6,6,no,37,32,2023/02/01 12:00,2023/02/02 17:00,22040
209,34,3,4,yes,55,92,2023/02/17 20:30,2023/02/18 18:30,10450
210,80,6,6,no,8,38,2023/02/23 02:00,2023/02/24 02:00,18240
211,43,10,10,no,18,82,2023/03/27 04:00,2023/03/27 20:00,19584
212,9,4,4,no,12,49,2023/02/08 22:30,2023/02/10 19:30,25515
213,40,8,8,no,63,75,2023/03/07 02:00,2023/03/08 08:00,29520
214,61,2,2,no,87,1,2023/01/17 18:30,2023/01/19 07:30,12173
215,65,2,3,yes,43,53,2023/01/28 00:30,2023/01/29 22:30,15134
216,21,7,7,no,52,1,2023/02/25 04:00,2023/02/25 08:00,3548
217,12,1,1,no,87,86,2023/03/14 13:00,2023/03/15 20:00,7812
218,43,10,10,no,42,31,2023/03/29 02:30,2023/03/29 15:30,15912
219,51,10,10,no,64,37,2023/03/23 12:00,2023/03/25 07:00,52632
220,64,7,7,no,8,73,2023/02/26 02:00,2023/02/26 20:00,15966
221,76,10,10,no,16,90,2023/03/02 20:00,2023/03/03 13:00,20808
222,80,6,6,no,14,17,2023/02/10 01:30,2023/02/11 11:30,25840
223,59,8,8,no,16,16,2023/03/20 12:30,2023/03/20 14:30,1968
224,37,9,10,yes,32,77,2023/03/27 17:30,2023/03/27 20:30,3234
225,50,7,7,no,94,99,2023/02/27 00:00,2023/02/28 08:00,28384
226,39,8,8,no,79,72,2023/01/19 00:30,2023/01/20 09:30,32472
227,36,4,4,no,82,9,2023/03/29 11:00,2023/03/30 17:00,17010
228,42,4,5,yes,82,79,2023/01/26 20:00,2023/01/27 15:00,10773
229,73,2,2,no,25,83,2023/03/13 20:00,2023/03/14 21:00,8225
230,47,4,4,no,57,49,2023/01/19 20:00,2023/01/21 14:00,23814
231,52,10,10,no,53,45,2023/03/27 10:00,2023/03/27 19:00,11016
232,15,1,2,yes,8,33,2023/03/29 01:30,2023/03/30 02:30,6300
