Accepted sales revenue: 15852744
Profit with rejection compensation: 15833076
Accepted orders: 799 / 800
Moving time used: 71460 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,20,1,1,no,3,44,2023/01/20 09:30,2023/01/21 12:30,8046
2,29,3,4,yes,19,56,2023/01/17 01:30,2023/01/18 08:30,17112
3,44,5,6,yes,13,77,2023/01/22 14:30,2023/01/22 21:30,5117
4,9,3,3,no,75,60,2023/01/06 07:30,2023/01/07 00:30,9384
5,76,10,10,no,89,53,2023/01/26 09:30,2023/01/26 11:30,2438
6,6,6,7,yes,50,2,2023/02/11 12:00,2023/02/12 14:00,22854
7,41,10,10,no,31,82,2023/02/03 11:00,2023/02/03 19:00,9752
8,56,9,10,yes,12,8,2023/01/29 21:00,2023/01/31 00:00,31347
9,7,1,2,yes,83,31,2023/01/16 14:00,2023/01/17 17:00,8046
10,40,9,9,no,61,5,2023/01/18 02:30,2023/01/19 02:30,27864
11,49,10,10,no,78,49,2023/01/17 02:00,2023/01/18 15:00,45103
12,66,8,9,yes,72,4,2023/01/15 03:30,2023/01/15 07:30,4204
13,11,5,6,yes,48,8,2023/01/17 18:30,2023/01/19 04:30,24854
14,72,3,4,yes,67,21,2023/01/22 12:00,2023/01/22 15:00,1656
15,67,5,5,no,78,17,2023/02/13 16:30,2023/02/15 01:30,24123
16,45,7,8,yes,73,94,2023/02/01 19:00,2023/02/02 22:00,26217
17,75,6,6,no,3,38,2023/01/16 19:30,2023/01/17 12:30,14943
18,50,10,10,no,38,43,2023/01/04 11:00,2023/01/05 18:00,37789
19,2,3,4,yes,6,29,2023/02/10 08:30,2023/02/11 14:30,16560
20,60,3,3,no,84,41,2023/01/17 17:00,2023/01/19 04:00,19320
21,62,5,5,no,31,97,2023/01/20 10:30,2023/01/20 12:30,1462
22,70,3,4,yes,59,29,2023/02/13 21:00,2023/02/14 08:00,6072
23,44,6,6,no,73,66,2023/01/16 03:00,2023/01/17 04:00,21975
24,10,4,4,no,67,84,2023/01/17 17:30,2023/01/18 11:30,11016
25,10,4,4,no,58,5,2023/01/27 14:00,2023/01/28 06:00,9792
26,63,6,7,yes,45,71,2023/01/08 12:00,2023/01/10 11:00,41313
27,5,7,8,yes,25,73,2023/02/11 06:30,2023/02/11 14:30,7768
28,1,6,7,yes,72,23,2023/01/09 06:00,2023/01/10 03:00,18459
29,39,7,7,no,29,35,2023/01/14 09:30,2023/01/14 22:30,12623
30,5,8,8,no,49,89,2023/01/16 19:00,2023/01/16 22:00,3153
31,48,5,5,no,85,47,2023/02/07 01:00,2023/02/08 03:00,19006
32,39,6,7,yes,97,16,2023/01/06 06:30,2023/01/07 02:30,17580
33,59,1,1,no,78,1,2023/01/02 14:30,2023/01/03 18:30,8344
34,49,10,10,no,63,87,2023/01/26 08:30,2023/01/27 03:30,23161
35,19,10,10,no,21,43,2023/01/31 00:30,2023/01/31 04:30,4876
36,51,2,2,no,13,13,2023/01/26 12:00,2023/01/26 15:00,1278
37,7,1,2,yes,25,4,2023/02/02 17:00,2023/02/04 13:00,13112
38,68,4,5,yes,58,88,2023/01/18 03:00,2023/01/18 14:00,6732
39,49,9,10,yes,66,73,2023/02/08 12:30,2023/02/09 15:30,31347
40,51,1,2,yes,38,83,2023/01/10 10:00,2023/01/11 07:00,6258
41,21,3,3,no,50,29,2023/01/15 02:00,2023/01/16 14:00,19872
42,28,7,7,no,85,11,2023/02/02 01:30,2023/02/04 01:30,46608
43,24,9,9,no,51,75,2023/01/03 05:30,2023/01/05 02:30,52245
