Accepted sales revenue: 13576451
Profit with rejection compensation: 10076297
Accepted orders: 720 / 800
Moving time used: 63720 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,36,5,6,yes,20,93,2023/01/17 07:30,2023/01/18 18:30,24885
2,48,5,6,yes,99,2,2023/01/17 14:00,2023/01/18 03:00,9243
3,71,9,9,no,82,91,2023/01/13 14:30,2023/01/15 05:30,44031
4,4,7,7,no,72,9,2023/01/02 18:30,2023/01/03 09:30,13515
5,72,9,9,no,41,82,2023/01/18 22:00,2023/01/19 17:00,21451
6,44,2,2,no,62,83,2023/01/09 23:30,2023/01/10 08:30,3951
7,51,9,9,no,56,39,2023/01/03 08:00,2023/01/03 15:00,7903
8,42,6,7,yes,70,13,2023/01/09 02:00,2023/01/10 09:00,25668
9,46,9,9,no,64,71,2023/01/12 13:00,2023/01/14 09:00,49676
10,33,4,5,yes,53,48,2023/01/08 05:00,2023/01/09 12:00,19685
11,64,6,6,no,18,53,2023/01/04 02:00,2023/01/04 17:00,12420
12,32,8,8,no,95,38,2023/01/01 05:30,2023/01/01 16:30,10780
13,66,4,4,no,58,73,2023/01/08 15:30,2023/01/09 20:30,18415
14,34,1,1,no,62,18,2023/01/13 14:00,2023/01/14 20:00,9030
15,59,7,8,yes,77,63,2023/01/18 13:30,2023/01/19 23:30,30634
16,45,6,6,no,43,70,2023/01/08 07:30,2023/01/10 03:30,36432
17,27,5,5,no,36,8,2023/01/06 04:00,2023/01/07 02:00,15642
18,6,3,3,no,83,95,2023/01/04 17:30,2023/01/06 15:30,23644
19,8,6,6,no,68,5,2023/01/07 11:00,2023/01/07 17:00,4968
20,32,8,8,no,61,38,2023/01/11 05:00,2023/01/13 05:00,47040
21,49,4,5,yes,67,70,2023/01/17 16:30,2023/01/18 01:30,5715
22,49,4,5,yes,98,92,2023/01/02 00:00,2023/01/02 06:00,3810
23,78,5,5,no,27,89,2023/01/07 00:30,2023/01/07 20:30,14220
24,17,1,1,no,92,91,2023/01/16 07:30,2023/01/17 23:30,12040
25,21,1,2,yes,46,30,2023/01/14 11:00,2023/01/14 17:00,1806
26,56,6,7,yes,35,8,2023/01/02 01:30,2023/01/02 03:30,1656
