Accepted sales revenue: 15906820
Profit with rejection compensation: 15799146
Accepted orders: 795 / 800
Moving time used: 71010 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,3,1,2,yes,96,59,2023/02/22 03:30,2023/02/22 12:30,2754
2,7,2,3,yes,32,76,2023/03/06 17:30,2023/03/07 13:30,8680
3,1,7,7,no,21,2,2023/01/23 18:30,2023/01/25 13:30,40635
4,20,8,8,no,99,90,2023/01/19 00:30,2023/01/19 08:30,8248
5,12,4,4,no,2,35,2023/02/27 10:00,2023/03/01 07:00,28800
6,55,4,5,yes,74,27,2023/01/03 01:00,2023/01/03 06:00,3200
7,62,6,6,no,52,61,2023/01/18 04:30,2023/01/19 04:30,21000
8,12,3,4,yes,34,52,2023/01/24 01:30,2023/01/24 09:30,4352
9,34,2,3,yes,31,22,2023/01/27 05:30,2023/01/27 14:30,3906
10,2,1,1,no,20,58,2023/01/26 06:00,2023/01/27 07:00,7650
11,23,2,3,yes,98,53,2023/02/15 07:30,2023/02/16 07:30,10416
12,2,1,1,no,49,94,2023/01/30 08:30,2023/01/31 03:30,5814
13,42,4,5,yes,4,53,2023/01/31 10:00,2023/02/01 15:00,18560
14,8,6,7,yes,96,67,2023/01/26 16:30,2023/01/28 15:30,41125
15,30,4,4,no,47,43,2023/01/10 08:00,2023/01/10 18:00,6400
16,29,1,2,yes,4,79,2023/01/22 13:30,2023/01/24 06:30,12546
17,12,4,4,no,32,66,2023/02/25 07:00,2023/02/26 22:00,24960
18,9,10,10,no,88,7,2023/01/31 20:00,2023/02/02 20:00,56688
19,9,10,10,no,68,98,2023/02/12 05:30,2023/02/13 14:30,38973
20,12,4,4,no,55,10,2023/02/10 07:30,2023/02/12 05:30,29440
21,63,4,4,no,62,17,2023/01/10 17:30,2023/01/11 10:30,10880
22,52,6,6,no,84,7,2023/01/27 09:30,2023/01/28 02:30,14875
23,11,8,8,no,27,48,2023/02/28 02:30,2023/02/28 21:30,19589
24,14,10,10,no,13,68,2023/02/19 08:30,2023/02/21 03:30,50783
25,2,1,1,no,85,22,2023/02/10 15:30,2023/02/12 15:30,14688
26,14,10,10,no,53,63,2023/01/01 15:00,2023/01/03 11:00,51964
27,30,3,4,yes,21,87,2023/01/18 03:30,2023/01/18 14:30,5984
28,76,7,7,no,84,22,2023/01/19 07:00,2023/01/19 10:00,2835
29,65,5,5,no,60,25,2023/01/02 01:30,2023/01/02 06:30,3655
30,51,4,5,yes,38,34,2023/02/02 06:30,2023/02/03 14:30,20480
31,58,6,6,no,75,86,2023/02/13 23:00,2023/02/14 13:00,12250
32,12,3,4,yes,62,78,2023/01/07 01:00,2023/01/07 14:00,7072
33,4,1,2,yes,57,18,2023/02/15 16:30,2023/02/16 16:30,7344
34,78,7,7,no,70,93,2023/01/15 00:00,2023/01/15 22:00,20790
35,3,2,2,no,57,58,2023/02/02 13:00,2023/02/03 18:00,12586
36,38,2,3,yes,35,71,2023/03/07 22:00,2023/03/08 13:00,6510
37,78,7,7,no,6,73,2023/01/16 22:00,2023/01/18 22:00,45360
38,44,9,9,no,57,14,2023/02/08 16:00,2023/02/09 12:00,22180
40,13,9,9,no,24,71,2023/03/05 12:00,2023/03/07 00:00,39924
41,24,10,10,no,85,8,2023/01/08 17:30,2023/01/10 14:30,53145
42,12,4,4,no,78,89,2023/02/03 08:00,2023/02/04 02:00,11520
43,40,9,10,yes,51,66,2023/01/13 03:30,2023/01/13 14:30,12199
44,68,4,5,yes,74,22,2023/02/04 08:00,2023/02/06 02:00,26880
45,40,9,10,yes,39,62,2023/01/04 07:00,2023/01/05 13:00,33270
46,28,7,7,no,73,44,2023/01/23 23:00,2023/01/24 10:00,10395
47,22,1,1,no,93,97,2023/02/14 07:30,2023/02/16 03:30,13464
48,15,1,2,yes,88,4,2023/01/14 05:00,2023/01/14 14:00,2754
49,8,7,7,no,8,46,2023/02/28 19:30,2023/03/01 23:30,26460
50,74,5,6,yes,90,48,2023/03/01 04:30,2023/03/01 09:30,3655
51,42,5,5,no,31,79,2023/01/07 12:30,2023/01/07 20:30,5848
52,32,4,4,no,18,86,2023/01/18 23:00,2023/01/19 13:00,8960
53,54,8,8,no,10,46,2023/02/12 20:30,2023/02/14 07:30,36085
54,40,10,10,no,21,35,2023/03/04 16:00,2023/03/06 01:00,38973
55,49,10,10,no,22,85,2023/02/27 09:30,2023/02/27 23:30,16534
56,37,4,4,no,48,33,2023/01/01 05:30,2023/01/02 16:30,22400
57,73,5,5,no,53,94,2023/01/08 09:00,2023/01/08 18:00,6579
58,1,7,7,no,93,80,2023/01/17 19:00,2023/01/18 08:00,12285
59,22,1,1,no,11,23,2023/01/07 00:30,2023/01/07 15:30,4590
60,3,2,2,no,15,28,2023/03/01 16:30,2023/03/02 05:30,5642
61,12,4,4,no,38,53,2023/01/31 15:00,2023/02/02 01:00,21760
62,79,3,3,no,6,56,2023/02/22 12:30,2023/02/22 20:30,4352
63,8,7,7,no,65,29,2023/02/11 17:00,2023/02/13 14:00,42525
64,29,1,2,yes,21,62,2023/01/11 06:00,2023/01/11 23:00,5202
65,45,5,6,yes,21,51,2023/01/01 18:00,2023/01/02 09:00,10965
66,37,3,4,yes,14,55,2023/01/30 20:00,2023/02/01 04:00,17408
67,7,3,3,no,81,52,2023/03/01 20:00,2023/03/03 07:00,19040
68,17,6,7,yes,36,8,2023/02/17 06:00,2023/02/17 20:00,12250
69,33,2,3,yes,43,99,2023/02/08 11:00,2023/02/10 03:00,17360
70,21,3,4,yes,15,58,2023/01/31 14:00,2023/01/31 17:00,1632
71,12,3,4,yes,33,53,2023/02/18 08:30,2023/02/19 09:30,13600
72,40,9,10,yes,29,84,2023/01/31 13:00,2023/02/01 18:00,32161
73,24,9,10,yes,57,19,2023/01/28 02:30,2023/01/28 08:30,6654
74,42,4,5,yes,71,40,2023/01/03 03:30,2023/01/04 11:30,20480
75,74,6,6,no,49,35,2023/01/09 02:30,2023/01/11 01:30,41125
76,38,3,3,no,37,32,2023/02/21 15:30,2023/02/21 17:30,1088
77,21,3,4,yes,36,27,2023/02/05 15:00,2023/02/07 10:00,23392
78,27,5,6,yes,98,73,2023/01/19 04:00,2023/01/21 00:00,32164
79,52,5,6,yes,73,50,2023/01/10 10:30,2023/01/12 07:30,32895
80,37,4,4,no,84,86,2023/01/26 15:00,2023/01/26 23:00,5120
81,58,6,6,no,44,45,2023/01/09 13:30,2023/01/10 01:30,10500
82,8,7,7,no,74,81,2023/01/20 04:00,2023/01/20 08:00,3780
83,15,1,2,yes,7,43,2023/01/08 18:30,2023/01/10 01:30,9486
84,24,10,10,no,56,34,2023/03/04 19:00,2023/03/05 14:00,22439
85,5,2,3,yes,3,76,2023/01/04 00:30,2023/01/05 23:30,20398
86,4,1,2,yes,93,82,2023/02/24 07:30,2023/02/24 20:30,3978
87,55,4,5,yes,92,76,2023/02/20 18:30,2023/02/21 18:30,15360
88,6,8,8,no,82,20,2023/02/15 13:00,2023/02/16 13:00,24744
89,45,5,6,yes,56,60,2023/02/01 20:30,2023/02/03 05:30,24123
90,5,2,3,yes,92,21,2023/01/18 20:00,2023/01/20 15:00,18662
91,23,3,3,no,43,8,2023/02/07 19:30,2023/02/09 01:30,16320
92,74,6,6,no,92,53,2023/01/23 08:00,2023/01/24 21:00,32375
93,23,3,3,no,84,69,2023/02/10 12:00,2023/02/12 00:00,19584
94,33,3,3,no,8,58,2023/02/23 21:30,2023/02/24 00:30,1632
95,27,6,6,no,48,91,2023/02/17 08:30,2023/02/18 13:30,25375
96,66,2,3,yes,59,74,2023/02/20 20:30,2023/02/22 14:30,18228
