Accepted sales revenue: 13084232
Profit with rejection compensation: 13043228
Accepted orders: 798 / 800
Moving time used: 71010 / 1000000

Assignments
Order ID,Car ID,Requested level,Car level,Upgrade,Pickup station,Return station,Pickup time,Return time,Revenue
1,22,10,10,no,5,18,2023/02/24 08:30,2023/02/25 21:30,42143
2,6,3,4,yes,31,60,2023/03/17 07:00,2023/03/18 15:00,14336
3,48,8,8,no,57,84,2023/01/21 07:00,2023/01/21 16:00,8217
4,65,7,8,yes,52,63,2023/01/15 00:30,2023/01/16 10:30,26860
5,12,8,9,yes,59,53,2023/03/07 03:30,2023/03/07 15:30,10956
6,5,7,7,no,46,9,2023/02/09 02:00,2023/02/10 12:00,26860
7,39,9,10,yes,54,96,2023/02/13 12:00,2023/02/14 16:00,28784
8,58,1,1,no,42,30,2023/02/18 21:30,2023/02/19 08:30,2783
9,46,6,6,no,83,32,2023/02/09 17:30,2023/02/10 10:30,11781
10,72,3,3,no,6,99,2023/03/18 18:00,2023/03/20 08:00,17024
11,59,2,3,yes,81,25,2023/03/15 09:30,2023/03/15 23:30,4536
12,46,6,6,no,66,99,2023/03/17 21:00,2023/03/18 23:00,18018
13,7,3,4,yes,77,50,2023/02/28 06:00,2023/02/28 09:00,1344
14,23,5,5,no,84,5,2023/03/19 09:30,2023/03/21 09:30,29760
15,70,7,7,no,99,43,2023/01/24 06:00,2023/01/25 08:00,20540
16,35,4,5,yes,57,97,2023/01/11 17:00,2023/01/12 12:00,9956
17,67,4,4,no,41,82,2023/01/12 19:30,2023/01/13 02:30,3668
18,27,1,1,no,49,69,2023/01/02 07:00,2023/01/03 10:00,6831
19,32,1,2,yes,35,54,2023/01/10 13:30,2023/01/11 21:30,8096
20,7,3,4,yes,21,8,2023/03/13 11:00,2023/03/14 20:00,14784
21,38,2,2,no,17,29,2023/01/24 05:30,2023/01/24 09:30,1296
22,39,10,10,no,10,1,2023/01/02 16:30,2023/01/03 05:30,14807
23,64,5,5,no,66,75,2023/02/22 00:00,2023/02/23 14:00,23560
24,6,3,4,yes,12,75,2023/01/03 15:00,2023/01/03 19:00,1792
25,75,5,6,yes,82,77,2023/03/17 15:30,2023/03/17 23:30,4960
26,64,4,5,yes,23,76,2023/01/09 21:30,2023/01/11 00:30,14148
27,7,3,4,yes,54,82,2023/03/07 16:30,2023/03/08 11:30,8512
28,9,6,7,yes,21,29,2023/02/08 03:00,2023/02/08 22:00,13167
29,56,8,8,no,9,14,2023/03/03 19:00,2023/03/04 16:00,19173
30,47,3,4,yes,15,67,2023/03/05 09:00,2023/03/06 12:00,12096
31,13,5,6,yes,34,13,2023/01/11 19:00,2023/01/12 20:00,15500
32,15,8,8,no,43,5,2023/01/18 17:00,2023/01/19 02:00,8217
33,77,5,5,no,19,46,2023/01/28 21:00,2023/01/29 22:00,15500
34,67,4,4,no,24,13,2023/01/17 01:30,2023/01/17 08:30,3668
35,22,10,10,no,4,65,2023/03/13 03:30,2023/03/15 00:30,51255
36,25,8,8,no,83,84,2023/03/05 07:00,2023/03/07 00:00,37433
37,29,3,4,yes,73,70,2023/02/10 19:00,2023/02/12 10:00,17472
38,78,2,3,yes,57,79,2023/02/10 14:00,2023/02/12 03:00,11988
39,77,4,5,yes,90,22,2023/01/16 11:00,2023/01/17 08:00,11004
40,17,4,5,yes,56,75,2023/03/15 16:00,2023/03/16 05:00,6812
41,20,2,2,no,53,16,2023/02/02 22:30,2023/02/04 14:30,12960
42,52,1,1,no,86,87,2023/02/18 16:00,2023/02/19 22:00,7590
43,20,2,2,no,86,89,2023/02/17 19:30,2023/02/18 14:30,6156
44,50,5,6,yes,90,20,2023/02/07 21:00,2023/02/08 15:00,11160
45,4,4,4,no,7,76,2023/02/24 17:00,2023/02/26 14:00,23580
46,63,2,2,no,83,18,2023/03/17 15:00,2023/03/18 21:00,9720
47,3,2,3,yes,63,17,2023/02/18 08:30,2023/02/18 19:30,3564
48,35,5,5,no,14,24,2023/02/06 19:00,2023/02/08 09:00,23560
49,32,2,2,no,91,16,2023/01/24 12:00,2023/01/24 17:00,1620
50,66,5,5,no,40,68,2023/01/03 06:00,2023/01/03 13:00,4340
51,10,8,8,no,70,69,2023/01/25 11:00,2023/01/26 07:00,18260
52,18,10,10,no,47,25,2023/03/17 04:30,2023/03/18 01:30,23919
53,50,5,6,yes,11,100,2023/01/04 12:00,2023/01/04 22:00,6200
54,25,7,8,yes,31,99,2023/02/09 21:00,2023/02/10 01:00,3160
55,16,6,6,no,7,26,2023/02/04 13:00,2023/02/06 08:00,29799
56,11,2,2,no,58,45,2023/02/26 13:30,2023/02/27 01:30,3888
57,44,8,9,yes,1,77,2023/03/17 03:30,2023/03/18 15:30,32868
58,42,7,7,no,23,95,2023/01/20 01:00,2023/01/20 11:00,7900
59,39,10,10,no,14,30,2023/01/03 14:00,2023/01/05 10:00,50116
60,60,9,9,no,77,76,2023/01/01 02:00,2023/01/03 00:00,47288
61,65,7,8,yes,17,25,2023/02/07 00:30,2023/02/07 03:30,2370
62,30,2,2,no,4,44,2023/02/06 22:30,2023/02/07 14:30,5184
63,42,6,7,yes,31,69,2023/03/01 00:00,2023/03/02 12:00,24948
64,36,10,10,no,26,69,2023/02/06 02:30,2023/02/06 20:30,20502
65,13,5,6,yes,1,100,2023/03/08 07:30,2023/03/08 10:30,1860
67,29,3,4,yes,2,34,2023/02/07 01:30,2023/02/08 17:30,17920
68,13,5,6,yes,86,83,2023/01/04 00:30,2023/01/04 14:30,8680
69,10,7,8,yes,37,13,2023/02/12 10:30,2023/02/13 23:30,29230
70,43,9,9,no,49,57,2023/01/24 16:00,2023/01/25 05:00,13364
71,18,10,10,no,21,74,2023/01/04 05:30,2023/01/04 13:30,9112
72,58,1,1,no,82,36,2023/02/25 21:30,2023/02/26 23:30,6578
73,12,9,9,no,72,46,2023/02/21 12:00,2023/02/22 21:00,33924
74,18,9,10,yes,82,59,2023/02/19 22:30,2023/02/20 14:30,16448
75,35,4,5,yes,26,34,2023/02/20 08:30,2023/02/21 14:30,15720
76,28,10,10,no,68,49,2023/03/17 22:00,2023/03/18 01:00,3417
77,67,4,4,no,47,8,2023/03/11 18:30,2023/03/13 11:30,21484
78,2,1,1,no,71,13,2023/01/02 23:30,2023/01/03 12:30,3289
79,36,9,10,yes,2,68,2023/01/21 06:00,2023/01/22 00:00,18504
80,25,8,8,no,16,92,2023/02/04 01:00,2023/02/04 17:00,14608
81,6,4,4,no,35,44,2023/02/03 06:00,2023/02/05 02:00,23056
82,49,8,9,yes,53,49,2023/01/13 10:00,2023/01/13 21:00,10043
83,11,2,2,no,97,76,2023/01/28 07:00,2023/01/29 04:00,6804
84,1,2,3,yes,67,27,2023/02/20 23:00,2023/02/21 07:00,2592
85,25,8,8,no,50,23,2023/01/30 20:00,2023/01/31 17:00,19173
86,13,5,6,yes,87,27,2023/02/06 16:30,2023/02/08 11:30,26660
87,69,7,7,no,33,45,2023/03/12 21:30,2023/03/14 00:30,21330
88,19,2,3,yes,53,82,2023/01/29 14:30,2023/01/30 00:30,3240
89,26,5,6,yes,43,75,2023/01/27 08:00,2023/01/29 01:00,25420
90,36,10,10,no,74,20,2023/02/07 05:30,2023/02/07 09:30,4556
91,1,2,3,yes,23,30,2023/02/07 16:00,2023/02/09 11:00,13932
92,25,7,8,yes,30,43,2023/02/20 12:00,2023/02/21 16:00,22120
93,36,10,10,no,91,1,2023/03/18 08:30,2023/03/18 15:30,7973
94,29,4,4,no,70,19,2023/02/17 09:00,2023/02/17 11:00,1048
