instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S14/S14_inst_01.txt,data/exp_instances/S14/plan/S14_inst_01_optimal_plan.txt,ok,7.353,1813782,1813782,,2026-05-12 19:39:59
data/exp_instances/S14/S14_inst_02.txt,data/exp_instances/S14/plan/S14_inst_02_optimal_plan.txt,ok,8.042,2081778,2057922,,2026-05-12 19:40:07
data/exp_instances/S14/S14_inst_03.txt,data/exp_instances/S14/plan/S14_inst_03_optimal_plan.txt,ok,7.820,1892682,1892682,,2026-05-12 19:40:15
data/exp_instances/S14/S14_inst_04.txt,data/exp_instances/S14/plan/S14_inst_04_optimal_plan.txt,ok,7.443,2013898,2013898,,2026-05-12 19:40:22
data/exp_instances/S14/S14_inst_05.txt,data/exp_instances/S14/plan/S14_inst_05_optimal_plan.txt,ok,8.417,1710899,1710899,,2026-05-12 19:40:31
data/exp_instances/S14/S14_inst_06.txt,data/exp_instances/S14/plan/S14_inst_06_optimal_plan.txt,ok,8.305,1924969,1924969,,2026-05-12 19:40:39
data/exp_instances/S14/S14_inst_07.txt,data/exp_instances/S14/plan/S14_inst_07_optimal_plan.txt,ok,7.269,1638260,1557232,,2026-05-12 19:40:46
data/exp_instances/S14/S14_inst_08.txt,data/exp_instances/S14/plan/S14_inst_08_optimal_plan.txt,ok,6.026,1842766,1828862,,2026-05-12 19:40:52
data/exp_instances/S14/S14_inst_09.txt,data/exp_instances/S14/plan/S14_inst_09_optimal_plan.txt,ok,7.307,1626327,1621195,,2026-05-12 19:40:59
data/exp_instances/S14/S14_inst_10.txt,data/exp_instances/S14/plan/S14_inst_10_optimal_plan.txt,ok,7.149,1982503,1982503,,2026-05-12 19:41:07
data/exp_instances/S14/S14_inst_11.txt,data/exp_instances/S14/plan/S14_inst_11_optimal_plan.txt,ok,6.997,1817814,1817814,,2026-05-12 19:41:14
data/exp_instances/S14/S14_inst_12.txt,data/exp_instances/S14/plan/S14_inst_12_optimal_plan.txt,ok,6.801,1785791,1785791,,2026-05-12 19:41:20
data/exp_instances/S14/S14_inst_13.txt,data/exp_instances/S14/plan/S14_inst_13_optimal_plan.txt,ok,8.000,1928165,1928165,,2026-05-12 19:41:28
data/exp_instances/S14/S14_inst_14.txt,data/exp_instances/S14/plan/S14_inst_14_optimal_plan.txt,ok,7.165,1807274,1785182,,2026-05-12 19:41:36
data/exp_instances/S14/S14_inst_15.txt,data/exp_instances/S14/plan/S14_inst_15_optimal_plan.txt,ok,7.122,1555695,1555695,,2026-05-12 19:41:43
data/exp_instances/S14/S14_inst_16.txt,data/exp_instances/S14/plan/S14_inst_16_optimal_plan.txt,ok,7.182,1584357,1584357,,2026-05-12 19:41:50
data/exp_instances/S14/S14_inst_17.txt,data/exp_instances/S14/plan/S14_inst_17_optimal_plan.txt,ok,4.837,1368172,172436,,2026-05-12 19:41:55
data/exp_instances/S14/S14_inst_18.txt,data/exp_instances/S14/plan/S14_inst_18_optimal_plan.txt,ok,6.606,1795388,1795388,,2026-05-12 19:42:01
data/exp_instances/S14/S14_inst_19.txt,data/exp_instances/S14/plan/S14_inst_19_optimal_plan.txt,ok,6.983,1913326,1913326,,2026-05-12 19:42:08
data/exp_instances/S14/S14_inst_20.txt,data/exp_instances/S14/plan/S14_inst_20_optimal_plan.txt,ok,7.002,1931697,1931697,,2026-05-12 19:42:15
data/exp_instances/S14/S14_inst_21.txt,data/exp_instances/S14/plan/S14_inst_21_optimal_plan.txt,ok,7.459,2104991,2104991,,2026-05-12 19:42:23
data/exp_instances/S14/S14_inst_22.txt,data/exp_instances/S14/plan/S14_inst_22_optimal_plan.txt,ok,7.076,1918220,1918220,,2026-05-12 19:42:30
data/exp_instances/S14/S14_inst_23.txt,data/exp_instances/S14/plan/S14_inst_23_optimal_plan.txt,ok,7.080,1919741,1919741,,2026-05-12 19:42:37
data/exp_instances/S14/S14_inst_24.txt,data/exp_instances/S14/plan/S14_inst_24_optimal_plan.txt,ok,6.745,1983560,1983560,,2026-05-12 19:42:44
data/exp_instances/S14/S14_inst_25.txt,data/exp_instances/S14/plan/S14_inst_25_optimal_plan.txt,ok,8.130,1644278,1611756,,2026-05-12 19:42:52
data/exp_instances/S14/S14_inst_26.txt,data/exp_instances/S14/plan/S14_inst_26_optimal_plan.txt,ok,7.141,1829681,1829681,,2026-05-12 19:42:59
data/exp_instances/S14/S14_inst_27.txt,data/exp_instances/S14/plan/S14_inst_27_optimal_plan.txt,ok,7.154,1857634,1857634,,2026-05-12 19:43:06
data/exp_instances/S14/S14_inst_28.txt,data/exp_instances/S14/plan/S14_inst_28_optimal_plan.txt,ok,5.367,1062532,-59502,,2026-05-12 19:43:12
data/exp_instances/S14/S14_inst_29.txt,data/exp_instances/S14/plan/S14_inst_29_optimal_plan.txt,ok,7.792,1991151,1991151,,2026-05-12 19:43:19
data/exp_instances/S14/S14_inst_30.txt,data/exp_instances/S14/plan/S14_inst_30_optimal_plan.txt,ok,6.993,1857746,1857746,,2026-05-12 19:43:26
