instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S7/S7_inst_01.txt,data/exp_instances/S7/plan/S7_inst_01_optimal_plan.txt,ok,6.915,1954527,1954527,,2026-05-12 20:21:41
data/exp_instances/S7/S7_inst_02.txt,data/exp_instances/S7/plan/S7_inst_02_optimal_plan.txt,ok,6.399,2024171,1626945,,2026-05-12 20:21:47
data/exp_instances/S7/S7_inst_03.txt,data/exp_instances/S7/plan/S7_inst_03_optimal_plan.txt,ok,7.505,1990041,1990041,,2026-05-12 20:21:55
data/exp_instances/S7/S7_inst_04.txt,data/exp_instances/S7/plan/S7_inst_04_optimal_plan.txt,ok,7.513,1817887,1817887,,2026-05-12 20:22:02
data/exp_instances/S7/S7_inst_05.txt,data/exp_instances/S7/plan/S7_inst_05_optimal_plan.txt,ok,6.836,1921815,1921815,,2026-05-12 20:22:09
data/exp_instances/S7/S7_inst_06.txt,data/exp_instances/S7/plan/S7_inst_06_optimal_plan.txt,ok,6.911,2080882,2080882,,2026-05-12 20:22:16
data/exp_instances/S7/S7_inst_07.txt,data/exp_instances/S7/plan/S7_inst_07_optimal_plan.txt,ok,8.124,1928490,1912914,,2026-05-12 20:22:24
data/exp_instances/S7/S7_inst_08.txt,data/exp_instances/S7/plan/S7_inst_08_optimal_plan.txt,ok,6.822,1466892,1425252,,2026-05-12 20:22:31
data/exp_instances/S7/S7_inst_09.txt,data/exp_instances/S7/plan/S7_inst_09_optimal_plan.txt,ok,7.521,1970509,1970509,,2026-05-12 20:22:39
data/exp_instances/S7/S7_inst_10.txt,data/exp_instances/S7/plan/S7_inst_10_optimal_plan.txt,ok,6.481,1919876,1919876,,2026-05-12 20:22:45
data/exp_instances/S7/S7_inst_11.txt,data/exp_instances/S7/plan/S7_inst_11_optimal_plan.txt,ok,7.079,2244341,2244341,,2026-05-12 20:22:52
data/exp_instances/S7/S7_inst_12.txt,data/exp_instances/S7/plan/S7_inst_12_optimal_plan.txt,ok,6.955,1706308,1706308,,2026-05-12 20:22:59
data/exp_instances/S7/S7_inst_13.txt,data/exp_instances/S7/plan/S7_inst_13_optimal_plan.txt,ok,7.151,2025658,2025658,,2026-05-12 20:23:06
data/exp_instances/S7/S7_inst_14.txt,data/exp_instances/S7/plan/S7_inst_14_optimal_plan.txt,ok,7.232,2026272,2026272,,2026-05-12 20:23:14
data/exp_instances/S7/S7_inst_15.txt,data/exp_instances/S7/plan/S7_inst_15_optimal_plan.txt,ok,7.185,1578418,1531200,,2026-05-12 20:23:21
data/exp_instances/S7/S7_inst_16.txt,data/exp_instances/S7/plan/S7_inst_16_optimal_plan.txt,ok,6.980,1657763,1654259,,2026-05-12 20:23:28
data/exp_instances/S7/S7_inst_17.txt,data/exp_instances/S7/plan/S7_inst_17_optimal_plan.txt,ok,7.610,1916394,1916394,,2026-05-12 20:23:35
data/exp_instances/S7/S7_inst_18.txt,data/exp_instances/S7/plan/S7_inst_18_optimal_plan.txt,ok,6.837,2087962,2087962,,2026-05-12 20:23:42
data/exp_instances/S7/S7_inst_19.txt,data/exp_instances/S7/plan/S7_inst_19_optimal_plan.txt,ok,7.606,1627222,1627222,,2026-05-12 20:23:50
data/exp_instances/S7/S7_inst_20.txt,data/exp_instances/S7/plan/S7_inst_20_optimal_plan.txt,ok,7.302,1807058,1807058,,2026-05-12 20:23:57
data/exp_instances/S7/S7_inst_21.txt,data/exp_instances/S7/plan/S7_inst_21_optimal_plan.txt,ok,6.976,1344533,1058551,,2026-05-12 20:24:04
data/exp_instances/S7/S7_inst_22.txt,data/exp_instances/S7/plan/S7_inst_22_optimal_plan.txt,ok,7.683,1808125,1808125,,2026-05-12 20:24:12
data/exp_instances/S7/S7_inst_23.txt,data/exp_instances/S7/plan/S7_inst_23_optimal_plan.txt,ok,6.874,1805622,1805622,,2026-05-12 20:24:19
data/exp_instances/S7/S7_inst_24.txt,data/exp_instances/S7/plan/S7_inst_24_optimal_plan.txt,ok,7.608,1971721,1875037,,2026-05-12 20:24:26
data/exp_instances/S7/S7_inst_25.txt,data/exp_instances/S7/plan/S7_inst_25_optimal_plan.txt,ok,8.198,1884111,1884111,,2026-05-12 20:24:34
data/exp_instances/S7/S7_inst_26.txt,data/exp_instances/S7/plan/S7_inst_26_optimal_plan.txt,ok,6.893,1965091,1965091,,2026-05-12 20:24:41
data/exp_instances/S7/S7_inst_27.txt,data/exp_instances/S7/plan/S7_inst_27_optimal_plan.txt,ok,7.048,1566987,1457709,,2026-05-12 20:24:48
data/exp_instances/S7/S7_inst_28.txt,data/exp_instances/S7/plan/S7_inst_28_optimal_plan.txt,ok,6.840,1407407,1393005,,2026-05-12 20:24:55
data/exp_instances/S7/S7_inst_29.txt,data/exp_instances/S7/plan/S7_inst_29_optimal_plan.txt,ok,6.750,2037348,2037348,,2026-05-12 20:25:02
data/exp_instances/S7/S7_inst_30.txt,data/exp_instances/S7/plan/S7_inst_30_optimal_plan.txt,ok,7.345,1812962,1812962,,2026-05-12 20:25:09
