instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S3/S3_inst_01.txt,data/exp_instances/S3/plan/S3_inst_01_optimal_plan.txt,ok,0.308,616066,616066,,2026-05-12 15:31:57
data/exp_instances/S3/S3_inst_02.txt,data/exp_instances/S3/plan/S3_inst_02_optimal_plan.txt,ok,0.314,522187,486923,,2026-05-12 15:31:57
data/exp_instances/S3/S3_inst_03.txt,data/exp_instances/S3/plan/S3_inst_03_optimal_plan.txt,ok,0.462,515235,515235,,2026-05-12 15:31:58
data/exp_instances/S3/S3_inst_04.txt,data/exp_instances/S3/plan/S3_inst_04_optimal_plan.txt,ok,0.331,462023,462023,,2026-05-12 15:31:58
data/exp_instances/S3/S3_inst_05.txt,data/exp_instances/S3/plan/S3_inst_05_optimal_plan.txt,ok,0.383,490314,490314,,2026-05-12 15:31:58
data/exp_instances/S3/S3_inst_06.txt,data/exp_instances/S3/plan/S3_inst_06_optimal_plan.txt,ok,0.326,507162,507162,,2026-05-12 15:31:59
data/exp_instances/S3/S3_inst_07.txt,data/exp_instances/S3/plan/S3_inst_07_optimal_plan.txt,ok,0.322,676874,676874,,2026-05-12 15:31:59
data/exp_instances/S3/S3_inst_08.txt,data/exp_instances/S3/plan/S3_inst_08_optimal_plan.txt,ok,0.337,564155,546349,,2026-05-12 15:31:59
data/exp_instances/S3/S3_inst_09.txt,data/exp_instances/S3/plan/S3_inst_09_optimal_plan.txt,ok,0.356,522077,522077,,2026-05-12 15:32:00
data/exp_instances/S3/S3_inst_10.txt,data/exp_instances/S3/plan/S3_inst_10_optimal_plan.txt,ok,0.352,598875,598875,,2026-05-12 15:32:00
data/exp_instances/S3/S3_inst_11.txt,data/exp_instances/S3/plan/S3_inst_11_optimal_plan.txt,ok,0.317,501605,501605,,2026-05-12 15:32:00
data/exp_instances/S3/S3_inst_12.txt,data/exp_instances/S3/plan/S3_inst_12_optimal_plan.txt,ok,0.372,643592,643592,,2026-05-12 15:32:01
data/exp_instances/S3/S3_inst_13.txt,data/exp_instances/S3/plan/S3_inst_13_optimal_plan.txt,ok,0.316,662988,662988,,2026-05-12 15:32:01
data/exp_instances/S3/S3_inst_14.txt,data/exp_instances/S3/plan/S3_inst_14_optimal_plan.txt,ok,0.340,638669,638669,,2026-05-12 15:32:01
data/exp_instances/S3/S3_inst_15.txt,data/exp_instances/S3/plan/S3_inst_15_optimal_plan.txt,ok,0.339,516389,516389,,2026-05-12 15:32:02
data/exp_instances/S3/S3_inst_16.txt,data/exp_instances/S3/plan/S3_inst_16_optimal_plan.txt,ok,0.338,507186,507186,,2026-05-12 15:32:02
data/exp_instances/S3/S3_inst_17.txt,data/exp_instances/S3/plan/S3_inst_17_optimal_plan.txt,ok,0.320,739798,739798,,2026-05-12 15:32:02
data/exp_instances/S3/S3_inst_18.txt,data/exp_instances/S3/plan/S3_inst_18_optimal_plan.txt,ok,0.375,616072,586264,,2026-05-12 15:32:03
data/exp_instances/S3/S3_inst_19.txt,data/exp_instances/S3/plan/S3_inst_19_optimal_plan.txt,ok,0.349,651592,651592,,2026-05-12 15:32:03
data/exp_instances/S3/S3_inst_20.txt,data/exp_instances/S3/plan/S3_inst_20_optimal_plan.txt,ok,0.297,555688,552062,,2026-05-12 15:32:03
data/exp_instances/S3/S3_inst_21.txt,data/exp_instances/S3/plan/S3_inst_21_optimal_plan.txt,ok,0.334,673678,673678,,2026-05-12 15:32:04
data/exp_instances/S3/S3_inst_22.txt,data/exp_instances/S3/plan/S3_inst_22_optimal_plan.txt,ok,0.377,643412,629084,,2026-05-12 15:32:04
data/exp_instances/S3/S3_inst_23.txt,data/exp_instances/S3/plan/S3_inst_23_optimal_plan.txt,ok,0.317,373771,355699,,2026-05-12 15:32:04
data/exp_instances/S3/S3_inst_24.txt,data/exp_instances/S3/plan/S3_inst_24_optimal_plan.txt,ok,0.397,529561,529561,,2026-05-12 15:32:05
data/exp_instances/S3/S3_inst_25.txt,data/exp_instances/S3/plan/S3_inst_25_optimal_plan.txt,ok,0.355,610994,610994,,2026-05-12 15:32:05
data/exp_instances/S3/S3_inst_26.txt,data/exp_instances/S3/plan/S3_inst_26_optimal_plan.txt,ok,0.321,567814,567814,,2026-05-12 15:32:06
data/exp_instances/S3/S3_inst_27.txt,data/exp_instances/S3/plan/S3_inst_27_optimal_plan.txt,ok,0.329,666085,545381,,2026-05-12 15:32:06
data/exp_instances/S3/S3_inst_28.txt,data/exp_instances/S3/plan/S3_inst_28_optimal_plan.txt,ok,0.318,558684,558684,,2026-05-12 15:32:06
data/exp_instances/S3/S3_inst_29.txt,data/exp_instances/S3/plan/S3_inst_29_optimal_plan.txt,ok,0.345,435945,435945,,2026-05-12 15:32:07
data/exp_instances/S3/S3_inst_30.txt,data/exp_instances/S3/plan/S3_inst_30_optimal_plan.txt,ok,0.301,647630,595298,,2026-05-12 15:32:07
