n_S,n_C,n_L,n_K,n_D,B
100,1000,10,10000,100,1000000
==========
Car ID,Level,Initial station
1,1,62
2,1,60
3,1,62
4,1,90
5,1,91
6,1,78
7,1,36
8,1,75
9,1,54
10,1,53
11,1,52
12,1,53
13,1,78
14,1,58
15,1,73
16,1,22
17,1,58
18,1,63
19,1,43
20,1,74
21,1,90
22,1,82
23,1,5
24,1,93
25,1,5
26,1,34
27,1,66
28,1,39
29,1,84
30,1,90
31,1,30
32,1,8
33,1,51
34,1,91
35,1,5
36,1,80
37,1,78
38,1,55
39,1,27
40,1,89
41,1,13
42,1,47
43,1,38
44,1,2
45,1,68
46,1,57
47,1,58
48,1,48
49,1,20
50,1,40
51,1,60
52,1,47
53,1,17
54,1,60
55,1,12
56,1,10
57,1,75
58,1,90
59,1,56
60,1,51
61,1,18
62,1,76
63,1,86
64,1,53
65,1,90
66,1,76
67,1,54
68,1,76
69,1,25
70,1,59
71,1,100
72,1,20
73,1,11
74,1,79
75,1,42
76,1,14
77,1,22
78,1,76
79,1,20
80,1,36
81,1,1
82,1,31
83,1,64
84,1,37
85,1,87
86,1,71
87,1,60
88,1,79
89,1,65
90,1,72
91,1,46
92,1,90
93,1,70
94,1,99
95,1,45
96,1,73
97,1,23
98,1,88
99,1,83
100,1,90
101,2,76
102,2,62
103,2,48
104,2,50
105,2,46
106,2,78
107,2,56
108,2,79
109,2,71
110,2,46
111,2,10
112,2,14
113,2,39
114,2,56
115,2,64
116,2,22
117,2,3
118,2,59
119,2,61
120,2,86
121,2,29
122,2,41
123,2,50
124,2,19
125,2,45
126,2,63
127,2,72
128,2,22
129,2,76
130,2,3
131,2,47
132,2,21
133,2,28
134,2,87
135,2,75
136,2,60
137,2,51
138,2,5
139,2,22
140,2,99
141,2,23
142,2,79
143,2,15
144,2,20
145,2,66
146,2,5
147,2,77
148,2,27
149,2,7
150,2,52
151,2,98
152,2,93
153,2,84
154,2,94
155,2,96
156,2,96
157,2,58
158,2,70
159,2,30
160,2,63
161,2,25
162,2,77
163,2,96
164,2,62
165,2,46
166,2,74
167,2,98
168,2,91
169,2,88
170,2,82
171,2,57
172,2,81
173,2,98
174,2,42
175,2,9
176,2,49
177,2,21
178,2,78
179,2,86
180,2,87
181,2,7
182,2,85
183,2,79
184,2,33
185,2,40
186,2,18
187,2,81
188,2,42
189,2,40
190,2,97
191,2,25
192,2,74
193,2,2
194,2,26
195,2,9
196,2,68
197,2,87
198,2,32
199,2,47
200,2,74
201,3,33
202,3,58
203,3,50
204,3,10
205,3,51
206,3,38
207,3,70
208,3,43
209,3,44
210,3,53
211,3,30
212,3,69
213,3,95
214,3,60
215,3,64
216,3,43
217,3,93
218,3,82
219,3,77
220,3,50
221,3,70
222,3,25
223,3,75
224,3,86
225,3,23
226,3,55
227,3,22
228,3,70
229,3,85
230,3,73
231,3,28
232,3,8
233,3,45
234,3,16
235,3,57
236,3,29
237,3,64
238,3,16
239,3,93
240,3,95
241,3,84
242,3,75
243,3,6
244,3,86
245,3,78
246,3,65
247,3,7
248,3,43
249,3,10
250,3,62
251,3,92
252,3,53
253,3,97
254,3,62
255,3,69
256,3,87
257,3,88
258,3,99
259,3,37
260,3,23
261,3,87
262,3,98
263,3,95
264,3,36
265,3,56
266,3,14
267,3,4
268,3,61
269,3,79
270,3,97
271,3,18
272,3,18
273,3,62
274,3,27
275,3,72
276,3,83
277,3,87
278,3,34
279,3,41
280,3,14
281,3,93
282,3,98
283,3,26
284,3,6
285,3,27
286,3,87
287,3,57
288,3,53
289,3,77
290,3,79
291,3,62
292,3,33
293,3,10
294,3,60
295,3,49
296,3,1
297,3,59
298,3,33
299,3,93
300,3,44
301,4,64
302,4,76
303,4,90
304,4,7
305,4,17
306,4,67
307,4,73
308,4,4
309,4,80
310,4,84
311,4,13
312,4,78
313,4,7
314,4,30
315,4,24
316,4,91
317,4,1
318,4,61
319,4,22
320,4,3
321,4,24
322,4,91
323,4,72
324,4,91
325,4,13
326,4,29
327,4,99
328,4,11
329,4,87
330,4,58
331,4,42
332,4,8
333,4,54
334,4,67
335,4,51
336,4,55
337,4,2
338,4,72
339,4,21
340,4,81
341,4,14
342,4,16
343,4,77
344,4,61
