n_S,n_C,n_L,n_K,n_D,B
100,1000,10,10000,100,1000000
==========
Car ID,Level,Initial station
1,1,31
2,1,22
3,1,55
4,1,90
5,1,85
6,1,90
7,1,64
8,1,19
9,1,38
10,1,86
11,1,58
12,1,66
13,1,66
14,1,58
15,1,43
16,1,17
17,1,43
18,1,56
19,1,37
20,1,74
21,1,99
22,1,40
23,1,6
24,1,5
25,1,42
26,1,92
27,1,67
28,1,5
29,1,3
30,1,79
31,1,33
32,1,12
33,1,28
34,1,3
35,1,57
36,1,59
37,1,59
38,1,57
39,1,57
40,1,71
41,1,59
42,1,10
43,1,63
44,1,93
45,1,6
46,1,15
47,1,98
48,1,4
49,1,31
50,1,37
51,1,29
52,1,23
53,1,7
54,1,13
55,1,65
56,1,24
57,1,78
58,1,65
59,1,70
60,1,24
61,1,47
62,1,67
63,1,70
64,1,83
65,1,84
66,1,38
67,1,74
68,1,84
69,1,82
70,1,77
71,1,31
72,1,82
73,1,61
74,1,3
75,1,11
76,1,18
77,1,68
78,1,30
79,1,87
80,1,66
81,1,7
82,1,12
83,1,74
84,1,9
85,1,59
86,1,12
87,1,19
88,1,89
89,1,27
90,1,98
91,1,69
92,1,49
93,1,35
94,1,4
95,1,16
96,1,81
97,1,4
98,1,47
99,1,55
100,1,67
101,2,56
102,2,5
103,2,31
104,2,26
105,2,3
106,2,45
107,2,53
108,2,67
109,2,22
110,2,35
111,2,29
112,2,22
113,2,22
114,2,8
115,2,29
116,2,92
117,2,16
118,2,15
119,2,30
120,2,61
121,2,91
122,2,45
123,2,84
124,2,59
125,2,25
126,2,78
127,2,2
128,2,13
129,2,88
130,2,39
131,2,68
132,2,46
133,2,40
134,2,91
135,2,96
136,2,79
137,2,31
138,2,51
139,2,40
140,2,79
141,2,29
142,2,28
143,2,21
144,2,23
145,2,95
146,2,71
147,2,74
148,2,43
149,2,22
150,2,56
151,2,44
152,2,72
153,2,83
154,2,28
155,2,13
156,2,18
157,2,64
158,2,34
159,2,68
160,2,65
161,2,98
162,2,2
163,2,46
164,2,45
165,2,22
166,2,38
167,2,18
168,2,32
169,2,76
170,2,75
171,2,79
172,2,99
173,2,88
174,2,39
175,2,99
176,2,7
177,2,20
178,2,68
179,2,69
180,2,30
181,2,29
182,2,1
183,2,84
184,2,18
185,2,77
186,2,80
187,2,38
188,2,6
189,2,91
190,2,64
191,2,12
192,2,16
193,2,86
194,2,68
195,2,10
196,2,32
197,2,6
198,2,22
199,2,47
200,2,77
201,3,63
202,3,70
203,3,29
204,3,1
205,3,54
206,3,92
207,3,78
208,3,37
209,3,90
210,3,31
211,3,40
212,3,6
213,3,32
214,3,89
215,3,96
216,3,68
217,3,2
218,3,7
219,3,81
220,3,12
221,3,45
222,3,35
223,3,56
224,3,31
225,3,28
226,3,57
227,3,21
228,3,27
229,3,6
230,3,16
231,3,58
232,3,47
233,3,75
234,3,58
235,3,32
236,3,48
237,3,71
238,3,77
239,3,87
240,3,46
241,3,87
242,3,83
243,3,15
244,3,74
245,3,60
246,3,76
247,3,17
248,3,35
249,3,68
250,3,44
251,3,100
252,3,50
253,3,2
254,3,88
255,3,44
256,3,67
257,3,21
258,3,27
259,3,90
260,3,88
261,3,27
262,3,84
263,3,100
264,3,28
265,3,3
266,3,3
267,3,60
268,3,86
269,3,73
270,3,19
271,3,32
272,3,15
273,3,23
274,3,20
275,3,56
276,3,73
277,3,8
278,3,26
279,3,89
280,3,72
281,3,82
282,3,93
283,3,65
284,3,53
285,3,74
286,3,53
287,3,10
288,3,49
289,3,42
290,3,65
291,3,60
292,3,9
293,3,60
294,3,9
295,3,97
296,3,98
297,3,55
298,3,51
299,3,15
300,3,6
301,4,70
302,4,28
303,4,72
304,4,67
305,4,90
306,4,8
307,4,97
308,4,97
309,4,43
310,4,43
311,4,73
312,4,11
313,4,18
314,4,9
315,4,5
316,4,43
317,4,45
318,4,21
319,4,23
320,4,15
321,4,68
322,4,57
323,4,57
324,4,29
325,4,47
326,4,100
327,4,74
328,4,93
329,4,98
330,4,86
331,4,19
332,4,22
333,4,71
334,4,53
335,4,52
336,4,86
337,4,83
338,4,78
339,4,63
340,4,15
341,4,3
342,4,35
343,4,56
344,4,35
345,4,79
346,4,10
347,4,13
348,4,44
349,4,53
350,4,65
351,4,89
352,4,5
353,4,16
354,4,20
355,4,28
356,4,53
357,4,16
358,4,28
359,4,59
360,4,73
361,4,93
362,4,58
363,4,77
364,4,38
365,4,45
366,4,65
367,4,79
368,4,17
369,4,43
370,4,92
371,4,38
372,4,63
373,4,5
374,4,64
375,4,70
376,4,19
377,4,10
378,4,80
379,4,79
380,4,60
381,4,94
382,4,53
383,4,63
384,4,80
385,4,99
386,4,75
387,4,58
388,4,9
389,4,66
390,4,23
391,4,57
392,4,57
393,4,14
394,4,44
395,4,87
396,4,68
397,4,69
398,4,95
399,4,61
400,4,36
401,5,9
402,5,57
403,5,66
404,5,91
405,5,75
406,5,70
407,5,72
408,5,97
409,5,68
410,5,80
411,5,32
412,5,45
413,5,96
414,5,6
415,5,35
416,5,41
417,5,100
418,5,39
419,5,32
420,5,46
421,5,61
422,5,44
423,5,56
424,5,30
425,5,15
426,5,49
427,5,52
428,5,74
429,5,45
430,5,22
431,5,13
432,5,6
433,5,4
434,5,21
435,5,71
436,5,7
437,5,74
438,5,11
439,5,76
440,5,81
441,5,11
442,5,28
443,5,36
444,5,49
445,5,90
446,5,47
447,5,19
448,5,74
449,5,5
450,5,17
451,5,61
452,5,41
453,5,96
454,5,75
455,5,48
456,5,84
457,5,11
458,5,31
459,5,89
460,5,33
461,5,38
462,5,94
463,5,57
464,5,34
465,5,22
466,5,15
467,5,75
468,5,100
469,5,12
470,5,6
471,5,30
472,5,15
473,5,24
474,5,75
475,5,51
476,5,18
477,5,49
478,5,7
479,5,10
480,5,1
481,5,23
482,5,79
483,5,36
484,5,4
485,5,22
486,5,15
487,5,90
488,5,24
489,5,61
490,5,85
491,5,84
492,5,100
493,5,81
494,5,10
495,5,92
496,5,17
497,5,9
498,5,77
499,5,54
500,5,68
501,6,2
502,6,79
503,6,6
504,6,68
505,6,68
506,6,68
507,6,16
508,6,5
509,6,71
510,6,10
511,6,96
512,6,36
513,6,35
514,6,45
515,6,16
516,6,91
517,6,33
518,6,41
519,6,60
520,6,83
521,6,87
522,6,83
523,6,70
524,6,27
525,6,5
526,6,24
527,6,49
528,6,82
529,6,6
530,6,77
531,6,78
532,6,87
533,6,96
534,6,58
535,6,77
536,6,13
537,6,41
538,6,6
539,6,6
540,6,95
541,6,12
542,6,4
543,6,70
544,6,19
545,6,46
546,6,95
547,6,40
548,6,18
549,6,30
550,6,20
551,6,39
552,6,9
553,6,93
554,6,67
555,6,57
556,6,18
557,6,82
558,6,18
559,6,51
560,6,28
561,6,13
562,6,62
563,6,76
564,6,86
565,6,31
566,6,87
567,6,97
568,6,31
569,6,47
570,6,20
571,6,19
572,6,5
573,6,64
574,6,39
575,6,11
576,6,4
577,6,31
578,6,25
579,6,39
580,6,72
581,6,54
582,6,18
583,6,96
584,6,15
585,6,7
586,6,47
587,6,94
588,6,25
589,6,78
590,6,97
591,6,97
592,6,15
593,6,81
594,6,80
595,6,28
596,6,63
597,6,23
598,6,11
599,6,25
600,6,23
601,7,73
602,7,30
603,7,40
604,7,93
605,7,36
606,7,66
607,7,95
608,7,20
609,7,30
610,7,78
611,7,43
612,7,40
613,7,87
614,7,55
615,7,28
616,7,31
617,7,83
618,7,70
619,7,57
620,7,5
621,7,13
622,7,29
623,7,63
624,7,25
625,7,9
626,7,44
627,7,62
628,7,56
629,7,69
630,7,18
631,7,34
632,7,16
633,7,53
634,7,35
635,7,73
636,7,41
637,7,27
638,7,12
639,7,23
640,7,83
641,7,58
642,7,12
643,7,86
644,7,81
645,7,31
646,7,53
647,7,61
648,7,59
649,7,9
650,7,97
651,7,2
652,7,78
653,7,53
654,7,16
655,7,24
656,7,44
657,7,21
658,7,15
659,7,75
660,7,17
661,7,88
662,7,62
663,7,29
664,7,38
665,7,62
666,7,54
667,7,59
668,7,90
669,7,71
670,7,67
671,7,92
672,7,96
673,7,4
674,7,84
675,7,85
676,7,24
677,7,14
678,7,64
679,7,93
680,7,76
681,7,46
682,7,51
683,7,73
684,7,60
685,7,91
686,7,38
687,7,60
688,7,6
689,7,82
690,7,83
691,7,37
692,7,94
693,7,14
694,7,48
695,7,30
696,7,16
697,7,94
698,7,25
699,7,81
700,7,34
701,8,3
702,8,30
703,8,37
704,8,48
705,8,91
706,8,24
707,8,72
708,8,65
709,8,18
710,8,77
711,8,63
712,8,44
713,8,77
714,8,14
715,8,46
716,8,15
717,8,1
718,8,58
719,8,64
720,8,98
721,8,65
722,8,73
723,8,19
724,8,78
725,8,56
726,8,70
727,8,90
728,8,88
729,8,48
730,8,94
731,8,51
732,8,49
733,8,46
734,8,2
735,8,5
736,8,16
737,8,64
738,8,32
739,8,48
740,8,2
741,8,19
742,8,10
743,8,11
744,8,80
745,8,22
746,8,42
747,8,70
748,8,70
749,8,100
750,8,40
751,8,5
752,8,52
753,8,65
754,8,34
755,8,90
756,8,76
757,8,6
758,8,38
759,8,38
760,8,66
761,8,68
762,8,45
763,8,77
764,8,43
765,8,48
766,8,41
767,8,75
768,8,72
769,8,74
770,8,74
771,8,84
772,8,97
773,8,16
774,8,62
775,8,22
776,8,63
777,8,22
778,8,20
779,8,81
780,8,92
781,8,70
782,8,31
783,8,94
784,8,68
785,8,35
786,8,28
787,8,49
788,8,82
789,8,61
790,8,88
791,8,50
792,8,54
793,8,44
794,8,67
795,8,61
796,8,32
797,8,31
798,8,38
799,8,63
800,8,61
801,9,24
802,9,28
803,9,13
804,9,32
805,9,18
806,9,35
807,9,92
808,9,9
809,9,17
810,9,2
811,9,58
812,9,93
813,9,21
814,9,14
815,9,33
816,9,75
817,9,42
818,9,74
819,9,40
820,9,86
821,9,47
822,9,44
823,9,100
824,9,57
825,9,11
826,9,29
827,9,32
828,9,100
829,9,70
830,9,36
831,9,36
832,9,44
833,9,24
834,9,13
835,9,90
836,9,99
837,9,63
838,9,91
839,9,92
840,9,22
841,9,10
842,9,80
843,9,18
844,9,84
845,9,23
846,9,68
847,9,76
848,9,58
849,9,84
850,9,36
851,9,63
852,9,29
853,9,41
854,9,66
855,9,68
856,9,86
857,9,66
858,9,9
859,9,84
860,9,32
861,9,60
862,9,62
863,9,66
864,9,84
865,9,33
866,9,88
867,9,54
868,9,60
869,9,53
870,9,74
871,9,8
872,9,73
873,9,69
874,9,67
875,9,90
876,9,83
877,9,37
878,9,11
879,9,14
880,9,89
881,9,60
882,9,48
883,9,2
884,9,10
885,9,65
886,9,65
887,9,34
888,9,67
889,9,22
890,9,80
891,9,39
892,9,40
893,9,11
894,9,45
895,9,87
896,9,72
897,9,81
898,9,75
899,9,12
900,9,85
901,10,20
902,10,27
903,10,81
904,10,72
905,10,27
906,10,66
907,10,70
908,10,15
909,10,4
910,10,94
911,10,9
912,10,97
913,10,6
914,10,92
915,10,92
916,10,76
917,10,77
918,10,100
919,10,90
920,10,76
921,10,88
922,10,47
923,10,99
924,10,2
925,10,12
926,10,59
927,10,83
928,10,12
929,10,66
930,10,78
931,10,11
932,10,12
933,10,15
934,10,21
935,10,67
936,10,22
937,10,96
938,10,7
939,10,96
940,10,82
941,10,76
942,10,83
943,10,66
944,10,17
945,10,81
946,10,65
947,10,19
948,10,77
949,10,97
950,10,25
951,10,93
952,10,19
953,10,34
954,10,100
955,10,94
956,10,7
957,10,72
958,10,27
959,10,37
960,10,75
961,10,24
962,10,58
963,10,46
964,10,50
965,10,44
966,10,81
967,10,99
968,10,94
969,10,77
970,10,67
971,10,47
972,10,90
973,10,14
974,10,81
975,10,58
976,10,49
977,10,30
978,10,14
979,10,88
980,10,47
981,10,83
982,10,46
983,10,62
984,10,19
985,10,48
986,10,30
987,10,63
988,10,93
989,10,36
990,10,14
991,10,33
992,10,40
993,10,100
994,10,32
995,10,65
996,10,92
997,10,9
998,10,64
999,10,6
1000,10,3
==========
Car level,Hour rate
1,100
2,200
3,400
4,800
5,1600
6,3200
7,6400
8,12800
9,25600
10,51200
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,9,1,70,2023/03/16 05:00,2023/03/17 04:00
2,5,40,87,2023/01/08 22:30,2023/01/11 03:30
3,1,3,31,2023/03/09 22:30,2023/03/09 23:30
4,9,12,97,2023/02/22 13:00,2023/02/24 03:00
5,2,66,52,2023/02/24 06:30,2023/02/24 20:30
6,2,18,51,2023/01/05 23:30,2023/01/09 02:30
7,3,63,77,2023/04/03 10:30,2023/04/06 23:30
8,4,50,64,2023/01/25 05:30,2023/01/26 10:30
9,7,4,23,2023/01/30 00:30,2023/02/02 13:30
10,5,88,84,2023/01/25 00:30,2023/01/27 22:30
11,8,6,83,2023/02/07 23:30,2023/02/09 19:30
12,4,60,75,2023/01/24 04:30,2023/01/24 18:30
13,5,74,29,2023/01/24 22:00,2023/01/28 20:00
14,5,50,3,2023/03/17 16:00,2023/03/21 11:00
15,10,24,82,2023/01/18 12:00,2023/01/21 11:00
16,6,6,93,2023/02/07 22:00,2023/02/09 13:00
17,8,35,76,2023/03/29 22:00,2023/04/01 14:00
18,1,6,17,2023/02/14 05:30,2023/02/17 11:30
19,3,63,33,2023/02/13 13:00,2023/02/16 14:00
20,10,17,76,2023/01/07 07:30,2023/01/11 06:30
21,2,9,86,2023/03/22 15:00,2023/03/24 09:00
22,10,7,95,2023/03/22 07:30,2023/03/23 12:30
23,2,67,85,2023/01/05 00:30,2023/01/08 06:30
24,4,23,31,2023/03/02 19:00,2023/03/06 19:00
25,2,37,51,2023/03/28 20:30,2023/03/31 09:30
26,8,50,77,2023/04/08 18:30,2023/04/10 18:30
27,2,61,69,2023/01/06 06:00,2023/01/07 22:00
28,1,38,6,2023/03/02 09:00,2023/03/02 19:00
29,4,52,95,2023/01/26 04:00,2023/01/28 20:00
30,3,8,93,2023/03/11 03:30,2023/03/13 23:30
31,3,7,98,2023/03/03 19:30,2023/03/04 22:30
32,10,94,28,2023/01/06 23:30,2023/01/08 00:30
33,3,75,94,2023/03/15 05:00,2023/03/19 04:00
34,5,55,94,2023/02/02 00:30,2023/02/04 17:30
35,3,45,76,2023/03/24 02:00,2023/03/26 10:00
36,2,29,87,2023/02/24 05:30,2023/02/25 20:30
37,2,7,5,2023/01/03 18:30,2023/01/05 09:30
38,8,23,90,2023/03/13 07:30,2023/03/14 05:30
39,6,50,70,2023/03/11 11:00,2023/03/13 13:00
40,10,2,80,2023/04/01 04:00,2023/04/04 13:00
41,3,8,89,2023/01/11 22:00,2023/01/14 17:00
42,5,17,91,2023/02/20 23:30,2023/02/22 05:30
43,10,17,42,2023/01/11 11:30,2023/01/12 08:30
44,7,6,13,2023/04/02 00:30,2023/04/02 20:30
45,7,12,99,2023/01/20 04:30,2023/01/21 23:30
46,3,59,39,2023/03/28 03:00,2023/03/31 06:00
47,4,1,80,2023/01/10 05:00,2023/01/12 13:00
48,9,17,65,2023/03/15 19:30,2023/03/17 01:30
49,7,11,60,2023/03/12 18:30,2023/03/12 23:30
50,4,13,99,2023/03/31 09:00,2023/04/01 21:00
51,3,33,96,2023/03/31 02:00,2023/04/03 09:00
52,9,1,87,2023/01/04 06:30,2023/01/07 11:30
53,5,6,100,2023/03/22 06:00,2023/03/25 23:00
54,2,1,85,2023/03/10 07:30,2023/03/11 06:30
55,5,20,95,2023/03/16 18:00,2023/03/20 13:00
56,3,4,92,2023/03/29 06:30,2023/03/31 09:30
57,6,24,96,2023/03/03 08:00,2023/03/04 20:00
58,6,60,87,2023/01/28 23:30,2023/01/29 08:30
59,10,42,100,2023/04/02 05:30,2023/04/04 18:30
60,3,36,21,2023/02/01 20:30,2023/02/03 04:30
61,7,15,98,2023/03/31 21:00,2023/04/04 02:00
62,2,30,86,2023/02/28 02:30,2023/03/03 21:30
63,3,81,21,2023/02/16 21:00,2023/02/17 23:00
64,6,97,91,2023/03/13 21:30,2023/03/14 01:30
65,5,70,24,2023/01/27 20:00,2023/01/31 01:00
66,4,20,35,2023/02/11 14:30,2023/02/15 08:30
67,2,5,89,2023/03/14 04:00,2023/03/17 03:00
68,2,2,90,2023/01/09 02:30,2023/01/11 01:30
69,7,23,83,2023/01/27 23:00,2023/01/31 23:00
70,4,98,54,2023/01/22 08:00,2023/01/23 01:00
71,5,69,95,2023/03/30 15:00,2023/04/01 16:00
72,3,17,87,2023/04/03 16:30,2023/04/05 21:30
73,5,21,6,2023/03/09 21:30,2023/03/11 13:30
74,9,37,95,2023/02/28 01:30,2023/03/03 13:30
75,5,4,80,2023/02/18 21:00,2023/02/21 20:00
76,10,11,90,2023/03/03 07:00,2023/03/05 01:00
77,9,60,96,2023/03/12 09:00,2023/03/13 19:00
78,5,18,82,2023/01/08 12:00,2023/01/10 19:00
79,5,40,85,2023/03/30 06:30,2023/03/30 23:30
80,5,64,76,2023/03/04 10:30,2023/03/08 04:30
81,5,70,6,2023/02/06 12:30,2023/02/10 02:30
82,8,22,76,2023/01/04 20:00,2023/01/06 18:00
83,2,25,86,2023/02/07 16:30,2023/02/10 05:30
84,1,4,79,2023/02/03 01:00,2023/02/05 01:00
85,6,59,87,2023/04/08 07:00,2023/04/09 19:00
86,10,11,100,2023/04/02 17:30,2023/04/04 13:30
87,10,49,60,2023/03/27 02:00,2023/03/28 06:00
88,9,68,39,2023/03/25 01:00,2023/03/28 15:00
89,9,22,18,2023/02/25 14:00,2023/03/01 11:00
90,6,35,18,2023/03/24 08:30,2023/03/28 07:30
91,6,25,83,2023/01/09 13:00,2023/01/11 17:00
92,4,13,79,2023/04/10 06:00,2023/04/10 22:00
93,5,9,48,2023/01/30 23:00,2023/02/03 06:00
94,6,61,84,2023/03/14 05:00,2023/03/14 08:00
95,7,18,97,2023/04/03 18:30,2023/04/06 06:30
96,6,21,43,2023/03/20 02:00,2023/03/22 22:00
97,1,69,72,2023/01/02 13:00,2023/01/03 02:00
98,10,10,100,2023/01/23 23:30,2023/01/25 23:30
99,4,2,97,2023/04/08 20:00,2023/04/09 17:00
100,2,2,72,2023/01/26 21:00,2023/01/30 19:00
101,7,52,27,2023/01/13 17:30,2023/01/13 20:30
102,6,64,86,2023/03/22 05:30,2023/03/23 10:30
103,4,21,89,2023/02/13 08:00,2023/02/15 16:00
104,5,4,84,2023/03/23 09:00,2023/03/24 22:00
105,5,7,86,2023/02/07 17:30,2023/02/09 22:30
106,4,24,80,2023/03/26 01:30,2023/03/27 17:30
107,8,76,74,2023/01/22 05:30,2023/01/26 05:30
108,1,42,77,2023/01/14 15:00,2023/01/15 01:00
109,7,48,59,2023/01/23 22:30,2023/01/25 06:30
110,1,22,96,2023/01/29 20:00,2023/02/01 12:00
111,6,24,30,2023/02/14 19:00,2023/02/15 03:00
112,1,81,10,2023/02/15 11:00,2023/02/17 17:00
113,3,29,29,2023/01/03 09:30,2023/01/05 19:30
114,9,5,84,2023/03/10 13:30,2023/03/12 06:30
115,3,5,10,2023/01/24 11:00,2023/01/28 01:00
116,4,9,97,2023/01/31 01:00,2023/02/01 20:00
117,10,14,81,2023/02/03 05:00,2023/02/03 20:00
118,10,42,93,2023/02/12 22:30,2023/02/16 06:30
119,1,4,85,2023/03/31 02:30,2023/04/02 19:30
120,10,20,80,2023/03/09 17:00,2023/03/10 04:00
121,2,13,60,2023/03/30 00:00,2023/03/30 14:00
122,1,31,79,2023/04/10 03:00,2023/04/10 11:00
123,8,14,100,2023/03/03 13:00,2023/03/04 17:00
