n_S,n_C,n_L,n_K,n_D,B
30,200,5,800,30,80000
==========
Car ID,Level,Initial station
1,1,28
2,1,20
3,1,29
4,1,23
5,1,4
6,1,5
7,1,12
8,1,1
9,1,8
10,1,9
11,1,21
12,1,13
13,1,10
14,1,27
15,1,27
16,1,10
17,1,26
18,1,13
19,1,17
20,1,5
21,1,18
22,1,14
23,1,25
24,1,21
25,1,24
26,1,28
27,1,18
28,1,22
29,1,8
30,1,6
31,1,21
32,1,1
33,1,14
34,1,12
35,1,20
36,1,8
37,1,1
38,1,1
39,1,1
40,1,20
41,2,10
42,2,14
43,2,3
44,2,21
45,2,18
46,2,9
47,2,22
48,2,19
49,2,7
50,2,26
51,2,2
52,2,9
53,2,11
54,2,4
55,2,25
56,2,3
57,2,13
58,2,14
59,2,22
60,2,25
61,2,14
62,2,26
63,2,12
64,2,2
65,2,26
66,2,2
67,2,5
68,2,15
69,2,13
70,2,26
71,2,3
72,2,29
73,2,30
74,2,7
75,2,8
76,2,11
77,2,10
78,2,7
79,2,23
80,2,23
81,3,21
82,3,30
83,3,29
84,3,19
85,3,12
86,3,15
87,3,5
88,3,12
89,3,24
90,3,24
91,3,23
92,3,26
93,3,20
94,3,26
95,3,10
96,3,23
97,3,21
98,3,17
99,3,11
100,3,20
101,3,20
102,3,28
103,3,16
104,3,5
105,3,12
106,3,17
107,3,7
108,3,12
109,3,19
110,3,5
111,3,22
112,3,22
113,3,23
114,3,1
115,3,25
116,3,6
117,3,10
118,3,25
119,3,1
120,3,9
121,4,21
122,4,21
123,4,9
124,4,19
125,4,25
126,4,12
127,4,28
128,4,15
129,4,8
130,4,30
131,4,29
132,4,23
133,4,2
134,4,2
135,4,10
136,4,10
137,4,27
138,4,26
139,4,5
140,4,22
141,4,15
142,4,19
143,4,27
144,4,14
145,4,15
146,4,26
147,4,23
148,4,19
149,4,29
150,4,11
151,4,26
152,4,4
153,4,27
154,4,20
155,4,15
156,4,1
157,4,4
158,4,11
159,4,9
160,4,1
161,5,23
162,5,22
163,5,18
164,5,3
165,5,21
166,5,16
167,5,10
168,5,8
169,5,28
170,5,20
171,5,29
172,5,4
173,5,5
174,5,4
175,5,20
176,5,5
177,5,13
178,5,27
179,5,16
180,5,14
181,5,6
182,5,13
183,5,7
184,5,25
185,5,5
186,5,22
187,5,11
188,5,9
189,5,24
190,5,13
191,5,14
192,5,4
193,5,1
194,5,17
195,5,25
196,5,6
197,5,9
198,5,8
199,5,27
200,5,25
==========
Car level,Hour rate
1,100
2,200
3,400
4,800
5,1600
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,3,12,6,2023/01/30 07:30,2023/01/30 15:30
2,4,4,21,2023/01/23 02:30,2023/01/25 22:30
3,4,3,30,2023/01/23 05:30,2023/01/23 15:30
4,3,18,26,2023/01/17 15:30,2023/01/19 05:30
5,2,27,25,2023/01/02 21:30,2023/01/06 15:30
6,5,6,19,2023/01/03 20:00,2023/01/05 03:00
7,1,3,29,2023/01/26 06:00,2023/01/29 12:00
8,4,4,19,2023/01/08 22:00,2023/01/11 04:00
9,4,1,26,2023/01/05 18:00,2023/01/08 03:00
10,2,4,23,2023/01/04 09:00,2023/01/05 19:00
