n_S,n_C,n_L,n_K,n_D,B
30,200,5,800,30,80000
==========
Car ID,Level,Initial station
1,1,22
2,1,3
3,1,4
4,1,8
5,1,7
6,1,15
7,1,2
8,1,28
9,1,25
10,1,2
11,1,19
12,1,22
13,1,19
14,1,7
15,1,12
16,1,24
17,1,28
18,1,4
19,1,14
20,1,12
21,1,7
22,1,26
23,1,7
24,1,2
25,1,23
26,1,26
27,1,23
28,1,11
29,1,20
30,1,27
31,1,27
32,1,11
33,1,24
34,1,22
35,1,11
36,1,14
37,1,23
38,1,15
39,1,29
40,1,9
41,2,12
42,2,16
43,2,13
44,2,1
45,2,16
46,2,3
47,2,16
48,2,15
49,2,25
50,2,5
51,2,22
52,2,10
53,2,2
54,2,27
55,2,26
56,2,8
57,2,28
58,2,23
59,2,14
60,2,10
61,2,22
62,2,1
63,2,26
64,2,24
65,2,3
66,2,14
67,2,16
68,2,5
69,2,4
70,2,9
71,2,1
72,2,10
73,2,6
74,2,17
75,2,15
76,2,14
77,2,28
78,2,13
79,2,23
80,2,8
81,3,20
82,3,20
83,3,20
84,3,25
85,3,30
86,3,8
87,3,10
88,3,18
89,3,13
90,3,13
91,3,23
92,3,4
93,3,6
94,3,2
95,3,17
96,3,16
97,3,26
98,3,3
99,3,18
100,3,3
101,3,9
102,3,1
103,3,24
104,3,10
105,3,17
106,3,4
107,3,3
108,3,17
109,3,3
110,3,18
111,3,7
112,3,16
113,3,21
114,3,13
115,3,29
116,3,20
117,3,27
118,3,19
119,3,13
120,3,2
121,4,20
122,4,29
123,4,2
124,4,28
125,4,26
126,4,24
127,4,16
128,4,24
129,4,17
130,4,13
131,4,29
132,4,9
133,4,11
134,4,2
135,4,7
136,4,6
137,4,16
138,4,18
139,4,2
140,4,21
141,4,29
142,4,30
143,4,19
144,4,2
145,4,29
146,4,21
147,4,28
148,4,9
149,4,24
150,4,24
151,4,21
152,4,27
153,4,17
154,4,18
155,4,28
156,4,29
157,4,18
158,4,27
159,4,11
160,4,9
161,5,18
162,5,2
163,5,20
164,5,26
165,5,16
166,5,22
167,5,1
168,5,21
169,5,28
170,5,28
171,5,11
172,5,24
173,5,21
174,5,8
175,5,26
176,5,15
177,5,28
178,5,12
179,5,13
180,5,22
181,5,23
182,5,6
183,5,25
184,5,1
185,5,10
186,5,26
187,5,10
188,5,25
189,5,15
190,5,12
191,5,12
192,5,16
193,5,16
194,5,16
195,5,15
196,5,30
197,5,23
198,5,1
199,5,29
200,5,7
==========
Car level,Hour rate
1,100
2,200
3,400
4,800
5,1600
==========
Order ID,Level,Pick-up station,Return station,Pick-up time,Return time
1,2,17,10,2023/01/23 01:30,2023/01/25 11:30
2,2,2,17,2023/01/11 02:30,2023/01/12 13:30
3,3,5,27,2023/01/27 06:30,2023/01/30 05:30
4,4,1,23,2023/01/16 05:30,2023/01/18 22:30
5,4,29,6,2023/01/08 07:00,2023/01/11 08:00
6,5,21,24,2023/01/03 09:00,2023/01/04 07:00
7,1,10,27,2023/01/01 23:30,2023/01/03 12:30
8,4,14,24,2023/01/18 11:30,2023/01/20 21:30
9,3,8,8,2023/01/15 03:30,2023/01/18 23:30
10,2,3,28,2023/01/29 10:00,2023/01/29 16:00
11,4,2,28,2023/01/23 04:00,2023/01/24 15:00
12,5,1,6,2023/01/26 08:00,2023/01/27 22:00
13,1,29,15,2023/01/28 00:00,2023/01/28 04:00
14,1,1,13,2023/01/19 07:30,2023/01/21 21:30
15,1,30,25,2023/01/25 20:30,2023/01/27 09:30
16,5,6,29,2023/01/24 09:30,2023/01/26 03:30
17,1,6,15,2023/01/21 00:00,2023/01/21 19:00
18,2,7,27,2023/01/29 19:30,2023/01/30 15:30
19,4,6,13,2023/01/15 21:30,2023/01/15 23:30
20,4,5,29,2023/01/07 22:00,2023/01/10 18:00
21,2,5,3,2023/01/09 09:30,2023/01/11 13:30
22,1,19,24,2023/01/10 01:30,2023/01/13 22:30
23,2,8,27,2023/01/26 11:00,2023/01/26 18:00
24,2,29,14,2023/01/07 15:00,2023/01/10 06:00
25,1,1,25,2023/01/04 23:30,2023/01/05 14:30
26,2,18,23,2023/01/28 06:00,2023/01/29 17:00
27,5,23,25,2023/01/29 13:30,2023/01/30 11:30
28,2,20,26,2023/01/15 03:30,2023/01/17 23:30
29,4,4,30,2023/01/28 22:30,2023/01/30 13:30
30,5,24,29,2023/01/23 19:00,2023/01/25 03:00
31,3,3,25,2023/01/09 17:30,2023/01/13 11:30
32,1,21,4,2023/01/07 04:00,2023/01/10 20:00
33,4,20,2,2023/01/22 06:00,2023/01/24 11:00
34,3,6,1,2023/01/03 08:00,2023/01/06 17:00
35,5,2,24,2023/01/09 08:30,2023/01/10 22:30
36,4,13,30,2023/01/20 17:30,2023/01/21 01:30
37,3,22,20,2023/01/24 11:00,2023/01/26 06:00
38,4,1,16,2023/01/18 13:30,2023/01/19 17:30
39,4,7,26,2023/01/06 18:30,2023/01/10 13:30
40,1,5,30,2023/01/23 22:30,2023/01/27 01:30
41,5,2,3,2023/01/04 13:00,2023/01/06 06:00
42,2,7,27,2023/01/21 22:30,2023/01/24 06:30
43,4,4,29,2023/01/13 12:00,2023/01/16 11:00
44,5,8,13,2023/01/14 12:30,2023/01/14 15:30
45,3,4,26,2023/01/13 10:30,2023/01/16 13:30
46,4,18,23,2023/01/01 06:00,2023/01/03 12:00
47,2,2,24,2023/01/25 10:00,2023/01/28 12:00
48,3,19,28,2023/01/09 15:00,2023/01/11 06:00
49,3,5,15,2023/01/13 05:30,2023/01/15 16:30
50,1,23,27,2023/01/07 19:30,2023/01/10 09:30
51,2,6,3,2023/01/10 09:30,2023/01/13 10:30
52,1,12,20,2023/01/24 07:30,2023/01/25 18:30
53,5,5,25,2023/01/18 11:00,2023/01/20 12:00
54,1,3,24,2023/01/01 22:30,2023/01/04 08:30
55,4,7,28,2023/01/29 18:00,2023/01/30 08:00
56,1,2,25,2023/01/20 11:00,2023/01/21 00:00
