instance,plan,status,seconds,accepted_sales,profit,error,timestamp
data/exp_instances/S11/S11_inst_01.txt,data/exp_instances/S11/plan/S11_inst_01_optimal_plan.txt,ok,5.284,1901020,1868896,,2026-05-12 19:29:55
data/exp_instances/S11/S11_inst_02.txt,data/exp_instances/S11/plan/S11_inst_02_optimal_plan.txt,ok,5.026,1744443,1744443,,2026-05-12 19:30:00
data/exp_instances/S11/S11_inst_03.txt,data/exp_instances/S11/plan/S11_inst_03_optimal_plan.txt,ok,5.450,1776266,1776266,,2026-05-12 19:30:06
data/exp_instances/S11/S11_inst_04.txt,data/exp_instances/S11/plan/S11_inst_04_optimal_plan.txt,ok,5.324,1804050,1804050,,2026-05-12 19:30:11
data/exp_instances/S11/S11_inst_05.txt,data/exp_instances/S11/plan/S11_inst_05_optimal_plan.txt,ok,6.066,1854543,1854543,,2026-05-12 19:30:17
data/exp_instances/S11/S11_inst_06.txt,data/exp_instances/S11/plan/S11_inst_06_optimal_plan.txt,ok,5.047,1860134,1860134,,2026-05-12 19:30:22
data/exp_instances/S11/S11_inst_07.txt,data/exp_instances/S11/plan/S11_inst_07_optimal_plan.txt,ok,5.015,1887038,1887038,,2026-05-12 19:30:27
data/exp_instances/S11/S11_inst_08.txt,data/exp_instances/S11/plan/S11_inst_08_optimal_plan.txt,ok,5.708,1643099,1643099,,2026-05-12 19:30:33
data/exp_instances/S11/S11_inst_09.txt,data/exp_instances/S11/plan/S11_inst_09_optimal_plan.txt,ok,5.478,2176999,2176999,,2026-05-12 19:30:39
data/exp_instances/S11/S11_inst_10.txt,data/exp_instances/S11/plan/S11_inst_10_optimal_plan.txt,ok,5.644,2085651,2085651,,2026-05-12 19:30:44
data/exp_instances/S11/S11_inst_11.txt,data/exp_instances/S11/plan/S11_inst_11_optimal_plan.txt,ok,5.211,1818861,1818861,,2026-05-12 19:30:49
data/exp_instances/S11/S11_inst_12.txt,data/exp_instances/S11/plan/S11_inst_12_optimal_plan.txt,ok,5.246,1812107,1805945,,2026-05-12 19:30:55
data/exp_instances/S11/S11_inst_13.txt,data/exp_instances/S11/plan/S11_inst_13_optimal_plan.txt,ok,5.520,1989632,1989632,,2026-05-12 19:31:00
data/exp_instances/S11/S11_inst_14.txt,data/exp_instances/S11/plan/S11_inst_14_optimal_plan.txt,ok,4.520,2024487,2024487,,2026-05-12 19:31:05
data/exp_instances/S11/S11_inst_15.txt,data/exp_instances/S11/plan/S11_inst_15_optimal_plan.txt,ok,5.524,1882982,1882982,,2026-05-12 19:31:10
data/exp_instances/S11/S11_inst_16.txt,data/exp_instances/S11/plan/S11_inst_16_optimal_plan.txt,ok,5.600,2013747,2013747,,2026-05-12 19:31:16
data/exp_instances/S11/S11_inst_17.txt,data/exp_instances/S11/plan/S11_inst_17_optimal_plan.txt,ok,5.080,1783499,1783499,,2026-05-12 19:31:21
data/exp_instances/S11/S11_inst_18.txt,data/exp_instances/S11/plan/S11_inst_18_optimal_plan.txt,ok,5.208,1674394,1674394,,2026-05-12 19:31:26
data/exp_instances/S11/S11_inst_19.txt,data/exp_instances/S11/plan/S11_inst_19_optimal_plan.txt,ok,5.305,2135961,2135961,,2026-05-12 19:31:31
data/exp_instances/S11/S11_inst_20.txt,data/exp_instances/S11/plan/S11_inst_20_optimal_plan.txt,ok,5.323,1932373,1932373,,2026-05-12 19:31:37
data/exp_instances/S11/S11_inst_21.txt,data/exp_instances/S11/plan/S11_inst_21_optimal_plan.txt,ok,5.334,1959764,1959764,,2026-05-12 19:31:42
data/exp_instances/S11/S11_inst_22.txt,data/exp_instances/S11/plan/S11_inst_22_optimal_plan.txt,ok,5.548,1818604,1818604,,2026-05-12 19:31:48
data/exp_instances/S11/S11_inst_23.txt,data/exp_instances/S11/plan/S11_inst_23_optimal_plan.txt,ok,4.939,1947876,1932888,,2026-05-12 19:31:53
data/exp_instances/S11/S11_inst_24.txt,data/exp_instances/S11/plan/S11_inst_24_optimal_plan.txt,ok,4.968,1758533,1758533,,2026-05-12 19:31:58
data/exp_instances/S11/S11_inst_25.txt,data/exp_instances/S11/plan/S11_inst_25_optimal_plan.txt,ok,5.244,1927827,1927827,,2026-05-12 19:32:03
data/exp_instances/S11/S11_inst_26.txt,data/exp_instances/S11/plan/S11_inst_26_optimal_plan.txt,ok,5.439,2008750,2008750,,2026-05-12 19:32:08
data/exp_instances/S11/S11_inst_27.txt,data/exp_instances/S11/plan/S11_inst_27_optimal_plan.txt,ok,5.606,1704023,1704023,,2026-05-12 19:32:14
data/exp_instances/S11/S11_inst_28.txt,data/exp_instances/S11/plan/S11_inst_28_optimal_plan.txt,ok,5.396,1894397,1894397,,2026-05-12 19:32:19
data/exp_instances/S11/S11_inst_29.txt,data/exp_instances/S11/plan/S11_inst_29_optimal_plan.txt,ok,5.432,1795822,1795822,,2026-05-12 19:32:25
data/exp_instances/S11/S11_inst_30.txt,data/exp_instances/S11/plan/S11_inst_30_optimal_plan.txt,ok,5.092,2201391,2201391,,2026-05-12 19:32:30
